clip_id,group,scale,n_points,n_raw,n_dil,n_dilation_only
scene-0269_CAM_FRONT_5512cfa9_21e50bd8,scene-0269,26.044866177519015,599249,18204,54718,36514
scene-0269_CAM_FRONT_459ac79b_44a799dc,scene-0269,25.89294122470015,528544,13560,41937,28377
scene-0269_CAM_FRONT_addc85df_8cf0dfa0,scene-0269,26.66338068944684,514709,12599,40750,28151
scene-0270_CAM_FRONT_51f37263_af4baa28,scene-0270,23.6008176369863,568821,11186,33678,22492
scene-0270_CAM_FRONT_8d74da14_6a02dd6b,scene-0270,21.61220957988542,503842,8298,25081,16783
scene-0270_CAM_FRONT_d492d47f_2f207084,scene-0270,23.607460515962234,420952,5309,15322,10013
scene-0270_CAM_FRONT_71a74ae0_91bb8353,scene-0270,27.338416849829823,320893,3101,9110,6009
scene-0270_CAM_FRONT_adebba60_12a72195,scene-0270,21.097977478747392,292564,2158,5328,3170
scene-0270_CAM_FRONT_12a0035c_b70d3599,scene-0270,20.525818046381385,301823,2568,6906,4338
scene-0270_CAM_FRONT_c1348c56_5bbe677b,scene-0270,21.923438819679063,279151,2380,6303,3923
scene-0270_CAM_FRONT_8b2da12c_6de2f8b9,scene-0270,20.433789802320074,295749,1988,5573,3585
scene-0271_CAM_FRONT_c28c950a_08dfcb4b,scene-0271,13.2255886476642,535181,4723,14687,9964
scene-0271_CAM_FRONT_b8c2c0c9_9f5b95a0,scene-0271,19.15348434023915,497400,6748,19557,12809
scene-0271_CAM_FRONT_cbbd3332_b0361d86,scene-0271,22.42221083845087,540436,10406,28457,18051
scene-0271_CAM_FRONT_a0069939_c5910605,scene-0271,20.86757336433611,533532,8716,24036,15320
scene-0271_CAM_FRONT_618875a2_309dffee,scene-0271,18.16376003912685,516708,6712,17861,11149
scene-0271_CAM_FRONT_8e86bdba_84d3fc36,scene-0271,15.036072161903693,506986,4897,13536,8639
scene-0271_CAM_FRONT_8c9d04f0_4a4e46db,scene-0271,12.394237024507953,371417,2035,5877,3842
scene-0272_CAM_FRONT_e261f474_e7683144,scene-0272,12.424735679871523,388403,2245,6519,4274
scene-0272_CAM_FRONT_a4fa9d49_77d239a5,scene-0272,12.35126557221284,372379,1987,5728,3741
scene-0272_CAM_FRONT_fdb723ef_a77fe48a,scene-0272,17.914819056825824,445518,4674,13470,8796
scene-0272_CAM_FRONT_160faaad_9a9f3586,scene-0272,22.72127699812187,516869,9923,29740,19817
scene-0272_CAM_FRONT_deafcf11_fb2a7007,scene-0272,19.33770272943038,513096,8834,25408,16574
scene-0272_CAM_FRONT_f05e9433_5f52fc66,scene-0272,25.701090818646957,497398,8421,24776,16355
scene-0272_CAM_FRONT_03e1fa4e_f1d9fc82,scene-0272,22.55321986607143,459423,6826,20715,13889
scene-0273_CAM_FRONT_1d477a7c_8ae5eb1e,scene-0273,26.339969581582626,558293,10995,30686,19691
scene-0273_CAM_FRONT_5eb775d7_11d08474,scene-0273,26.36229912304131,601673,13581,39397,25816
scene-0273_CAM_FRONT_1c9469a9_e42c4028,scene-0273,24.462880444899483,599477,12064,35097,23033
scene-0273_CAM_FRONT_e1e84a1a_b87c4fce,scene-0273,20.911581628862915,631534,12660,35904,23244
scene-0273_CAM_FRONT_49ceba17_ac2d1e89,scene-0273,23.164873745637006,645049,16346,46387,30041
scene-0273_CAM_FRONT_0791e7e8_8d5c8d68,scene-0273,25.769665191118616,616036,16739,49917,33178
scene-0273_CAM_FRONT_e0668ad6_2bdf0127,scene-0273,24.76873415125299,581020,13573,43955,30382
scene-0274_CAM_FRONT_040a956b_6d32f67b,scene-0274,20.68831948264416,595167,12473,35396,22923
scene-0274_CAM_FRONT_d6f9027a_34cf97ab,scene-0274,20.780517578125007,496234,7650,24425,16775
scene-0274_CAM_FRONT_9bd318b5_728f711f,scene-0274,27.633115652789005,523794,11460,35198,23738
scene-0274_CAM_FRONT_4ea42d9d_144689dc,scene-0274,24.65968550289105,617956,13227,38718,25491
scene-0274_CAM_FRONT_d813d750_8491dd8f,scene-0274,21.044461575483524,528810,9360,27089,17729
scene-0274_CAM_FRONT_d90f206c_864f2bd6,scene-0274,25.640624999999993,628346,11053,33512,22459
scene-0274_CAM_FRONT_1734a670_783bf5ef,scene-0274,20.285562010511132,607925,7348,22044,14696
scene-0274_CAM_FRONT_f5a8490b_a6f13e65,scene-0274,29.816374275238736,450270,9843,28063,18220
scene-0275_CAM_FRONT_8fb167b9_ad7080dc,scene-0275,26.221903688797234,467136,10355,28456,18101
scene-0275_CAM_FRONT_96af1a7d_4ffdd341,scene-0275,19.498269861748216,463487,6079,17196,11117
scene-0275_CAM_FRONT_ffec010a_4523fb98,scene-0275,19.166974666548633,370975,3243,10364,7121
scene-0275_CAM_FRONT_6e75580f_cf4d6609,scene-0275,18.27185396409873,317586,2135,7540,5405
scene-0275_CAM_FRONT_5bea7ebf_33c965ec,scene-0275,20.50872569155574,288627,2033,6673,4640
scene-0275_CAM_FRONT_54847140_1aaff367,scene-0275,17.82635315306887,297030,1526,4776,3250
scene-0275_CAM_FRONT_28d072da_e32db3f8,scene-0275,16.388775940139702,290828,1278,3971,2693
scene-0275_CAM_FRONT_38f030fc_91d55da9,scene-0275,16.551133728027345,297657,1268,3990,2722
scene-0276_CAM_FRONT_3502d36d_f38ef511,scene-0276,17.444835419249845,280228,1311,4025,2714
scene-0276_CAM_FRONT_291e7331_333b8e10,scene-0276,21.555046384464458,341267,4269,12987,8718
scene-0276_CAM_FRONT_5099c824_c62b6ac8,scene-0276,25.53269668555782,438774,8064,23097,15033
scene-0276_CAM_FRONT_19eea651_4070ae6b,scene-0276,28.314289745722444,442407,11468,34382,22914
scene-0276_CAM_FRONT_9075f9ff_6c662b12,scene-0276,26.112378210806018,538236,12612,38022,25410
scene-0276_CAM_FRONT_7ff6ab92_afb43016,scene-0276,26.641260614139018,560718,11021,35272,24251
scene-0276_CAM_FRONT_46a4a199_28285c36,scene-0276,21.760458447196758,460607,8153,24829,16676
scene-0276_CAM_FRONT_ff6114d5_fef6223e,scene-0276,29.126149142418576,464127,10110,29182,19072
scene-0277_CAM_FRONT_7e2fd590_e3dbf6e9,scene-0277,28.911824709008098,506731,11473,31506,20033
scene-0277_CAM_FRONT_2dc6dfa0_6382c18e,scene-0277,31.372521693760994,565327,14727,42719,27992
scene-0277_CAM_FRONT_a593f1a2_2a07391a,scene-0277,26.405253799131625,513487,11535,34978,23443
scene-0277_CAM_FRONT_21146650_fae2bb46,scene-0277,24.355171792265505,455961,10278,30327,20049
scene-0277_CAM_FRONT_d5cb5a4a_13af3da0,scene-0277,26.692729001322746,499137,9756,28106,18350
scene-0277_CAM_FRONT_aae0304d_f1cfa142,scene-0277,25.41886118913857,536826,10732,33100,22368
scene-0277_CAM_FRONT_37c8d31c_47972c33,scene-0277,25.177440866712704,518515,10353,28900,18547
scene-0277_CAM_FRONT_a5d38151_49409214,scene-0277,28.07005099372386,492728,10842,30352,19510
scene-0278_CAM_FRONT_f4b5b6fc_b462e734,scene-0278,29.91527558506686,507191,13308,39823,26515
scene-0278_CAM_FRONT_c75fae3b_943884d0,scene-0278,21.337419080663192,447833,8109,23545,15436
scene-0278_CAM_FRONT_c1255d99_29b8d47b,scene-0278,18.793894361413045,370089,4382,12405,8023
scene-0278_CAM_FRONT_4c687bbe_2e24381c,scene-0278,22.763618171128794,389699,6177,17489,11312
scene-0278_CAM_FRONT_2996dec1_42b6df35,scene-0278,27.26199600192133,398998,8557,24342,15785
scene-0278_CAM_FRONT_fa5cd3e2_8cfc29cd,scene-0278,24.715028647393652,525400,11239,32299,21060
scene-0278_CAM_FRONT_ef1a273c_6e727bcf,scene-0278,26.42806333514605,568137,14543,39779,25236
scene-0278_CAM_FRONT_096d7f57_6664e576,scene-0278,25.622690166541922,620103,13724,42255,28531
scene-0329_CAM_FRONT_269601cc_7d47b230,scene-0329,22.25041823390482,444409,7487,22153,14666
scene-0329_CAM_FRONT_0d03e6ff_deb3daf1,scene-0329,16.812775341732543,371191,2987,9452,6465
scene-0329_CAM_FRONT_3a58d50a_a11122da,scene-0329,11.249196552224806,289933,923,3015,2092
scene-0329_CAM_FRONT_63e40c4a_1463c5e3,scene-0329,19.18272764250449,377759,4141,12578,8437
scene-0329_CAM_FRONT_9f7efc90_305eabe9,scene-0329,25.453158166273585,324801,6707,20670,13963
scene-0329_CAM_FRONT_2a881484_d2695a82,scene-0329,22.92082268391652,380242,7030,23341,16311
scene-0329_CAM_FRONT_b7efe50e_84c4e982,scene-0329,27.15618339974056,392617,7243,23641,16398
scene-0330_CAM_FRONT_b98e65c9_7531f8e5,scene-0330,22.99847402675812,471200,9389,28062,18673
scene-0330_CAM_FRONT_0de7fa32_bad735b9,scene-0330,26.761954146532126,452345,9472,28705,19233
scene-0330_CAM_FRONT_c4a291f3_91b4d539,scene-0330,30.469565044529265,415052,8590,21030,12440
scene-0330_CAM_FRONT_141a69c7_fa9853c0,scene-0330,28.284605317591648,467901,8811,24708,15897
scene-0330_CAM_FRONT_81ddc3fd_e54e8d4a,scene-0330,25.54986276303751,397811,5520,14218,8698
scene-0330_CAM_FRONT_3b195d69_d5f7ce1b,scene-0330,26.200444820887036,321800,1602,4411,2809
scene-0330_CAM_FRONT_37254007_a3a83aab,scene-0330,26.882270443281932,306630,794,2591,1797
scene-0331_CAM_FRONT_09361337_72505908,scene-0331,17.930966980293114,352925,1904,5052,3148
scene-0331_CAM_FRONT_6c9ad4d2_52801254,scene-0331,18.3956875,321537,1831,5046,3215
scene-0331_CAM_FRONT_c0ab1238_6eff2305,scene-0331,25.974160075399173,345454,4847,12725,7878
scene-0331_CAM_FRONT_1d374f78_ddbf483c,scene-0331,26.724006634767154,386135,5437,14130,8693
scene-0331_CAM_FRONT_c7626771_58976dcd,scene-0331,20.1451565926535,455856,6338,19727,13389
scene-0331_CAM_FRONT_f2758f85_9489e07f,scene-0331,27.465662642645817,339762,5458,14284,8826
scene-0331_CAM_FRONT_2629f4e9_f7b89f7f,scene-0331,39.16195888566693,332648,7632,22507,14875
scene-0332_CAM_FRONT_097c7295_8398a7b0,scene-0332,21.041438070575843,347038,3486,12938,9452
scene-0332_CAM_FRONT_d11353f2_e301e136,scene-0332,21.762714586759866,351805,3663,13972,10309
scene-0332_CAM_FRONT_fc992f09_ea5943fa,scene-0332,25.189183557366636,351052,5718,18345,12627
scene-0332_CAM_FRONT_ad8a760f_ae16009c,scene-0332,29.530582456050688,392871,8586,24677,16091
scene-0332_CAM_FRONT_e0760028_8fa01e4b,scene-0332,30.968273150083608,461489,10696,32640,21944
scene-0332_CAM_FRONT_5efe5833_26f23947,scene-0332,31.119454587637176,494792,12238,39810,27572
scene-0332_CAM_FRONT_2152a131_4f77a18f,scene-0332,32.578585772447184,501464,14907,46002,31095
scene-0332_CAM_FRONT_6fd0afc6_7876ea81,scene-0332,33.524919679179,450935,14335,46008,31673
scene-0344_CAM_FRONT_418cbb70_66acf00f,scene-0344,28.681411998327757,267325,290,1278,988
scene-0344_CAM_FRONT_a893b19c_b416110f,scene-0344,32.850501043465755,273205,162,765,603
scene-0344_CAM_FRONT_88918bab_78045715,scene-0344,33.378017568250755,274558,153,583,430
scene-0344_CAM_FRONT_60321e79_76919271,scene-0344,30.36101083718386,271417,213,810,597
scene-0344_CAM_FRONT_a1914259_4e39dbe3,scene-0344,30.65935888749339,273428,160,656,496
scene-0344_CAM_FRONT_18e40c60_62fda3b4,scene-0344,30.22128655106331,273793,144,619,475
scene-0344_CAM_FRONT_a684d7f8_1e0daf97,scene-0344,30.936517713218052,273591,193,775,582
scene-0344_CAM_FRONT_fe3e9f5a_72faff2c,scene-0344,27.529151348039218,275448,1150,3832,2682
scene-0345_CAM_FRONT_c525629d_14ab15e6,scene-0345,31.60049101463104,273503,148,596,448
scene-0345_CAM_FRONT_686d05b4_c81a1a2b,scene-0345,31.788507908950614,272618,867,2398,1531
scene-0345_CAM_FRONT_f2b4bd49_ece036de,scene-0345,29.819613218731476,328184,4715,13963,9248
scene-0345_CAM_FRONT_a29623dd_ad830c77,scene-0345,27.904984535559755,557988,12995,40303,27308
scene-0345_CAM_FRONT_7a80523f_1e4c2634,scene-0345,21.571422192527518,575135,11517,33431,21914
scene-0345_CAM_FRONT_6f86c824_dbdccd9c,scene-0345,25.660963108090527,495052,8798,25289,16491
scene-0345_CAM_FRONT_c9efa9b7_39c9dbd0,scene-0345,27.21621271748136,657016,18375,52166,33791
scene-0346_CAM_FRONT_c35efe5e_3f065eea,scene-0346,18.44952633960099,305639,2158,7087,4929
scene-0346_CAM_FRONT_89bc1e54_86b84392,scene-0346,18.96726418711656,304371,2205,7281,5076
scene-0346_CAM_FRONT_bcba1b4a_d28733ec,scene-0346,19.371569680122253,302724,2212,7143,4931
scene-0346_CAM_FRONT_6c6c2124_eb0fe3d4,scene-0346,19.21553334255672,301126,2239,6410,4171
scene-0346_CAM_FRONT_b7846996_02e898c7,scene-0346,25.05922569772943,334361,5742,17656,11914
scene-0346_CAM_FRONT_d4cc2c00_64d019bf,scene-0346,25.57231898907104,422579,8332,23178,14846
scene-0346_CAM_FRONT_a4a9d612_5e63770f,scene-0346,24.97300741117294,391497,6574,19482,12908
scene-0346_CAM_FRONT_e6c01889_06ff524a,scene-0346,26.547836311927846,443138,8573,25737,17164
scene-0519_CAM_FRONT_4e26b427_72322fb3,scene-0519,55.65141398761979,440496,12675,39184,26509
scene-0519_CAM_FRONT_2dece2e8_af034ddd,scene-0519,51.9747260711478,421079,15689,46073,30384
scene-0519_CAM_FRONT_006cbdb2_8f1dfb1a,scene-0519,50.44269335120295,461844,15223,45158,29935
scene-0519_CAM_FRONT_19714a36_78858e71,scene-0519,40.60391333246165,451649,12447,38511,26064
scene-0519_CAM_FRONT_996f330c_a4747e22,scene-0519,40.94324992216688,507610,14016,43645,29629
scene-0519_CAM_FRONT_df174fd9_60808987,scene-0519,36.93227017792676,589843,11200,38323,27123
scene-0519_CAM_FRONT_e863d03f_4b593e6d,scene-0519,32.93483927887071,479740,10734,37044,26310
scene-0519_CAM_FRONT_210ba6d0_423dadf0,scene-0519,28.90742464539007,461586,11331,33526,22195
scene-0520_CAM_FRONT_6123a0c0_cd6b4f5e,scene-0520,36.06340816787004,342631,8325,28003,19678
scene-0520_CAM_FRONT_f9f8b1d1_d6171d9f,scene-0520,32.32761868284082,401233,10010,32850,22840
scene-0520_CAM_FRONT_0017c262_1183fca1,scene-0520,28.721303187873836,360978,5307,15512,10205
scene-0520_CAM_FRONT_8acdc76a_38c95aed,scene-0520,32.55717604663289,353692,4613,13928,9315
scene-0520_CAM_FRONT_fc7f3434_d0e49a3a,scene-0520,33.9529534495549,368385,9132,24977,15845
scene-0520_CAM_FRONT_117674c0_fa7e79db,scene-0520,33.47731296182267,406002,12855,35112,22257
scene-0520_CAM_FRONT_c0e2f275_4ea6733a,scene-0520,35.82146391047784,386289,12087,32518,20431
scene-0520_CAM_FRONT_f70ce693_a518b89c,scene-0520,39.54003577441079,382675,9801,30286,20485
scene-0521_CAM_FRONT_107dd321_516d7cdd,scene-0521,38.85951430163446,435083,10203,29368,19165
scene-0521_CAM_FRONT_b5c4e946_78418f83,scene-0521,39.09900354456017,483840,15966,49081,33115
scene-0521_CAM_FRONT_51499cd8_ee3ddd9e,scene-0521,33.44550408719345,584644,17447,44383,26936
scene-0521_CAM_FRONT_a28e0c7c_67d06eba,scene-0521,29.57216494845361,548412,13555,37696,24141
scene-0521_CAM_FRONT_b767ec16_8506f53d,scene-0521,31.059791432809487,531032,9320,26601,17281
scene-0521_CAM_FRONT_1adbe193_9274d056,scene-0521,29.779449670493204,450793,8854,24116,15262
scene-0521_CAM_FRONT_89ae74d5_ae684293,scene-0521,25.622447294347424,385459,3973,11775,7802
scene-0521_CAM_FRONT_bf409a3e_fb379ed5,scene-0521,23.766680598422496,410070,9297,25494,16197
scene-0522_CAM_FRONT_5ec2ee2d_d7af7925,scene-0522,26.398571275684933,477713,11584,31880,20296
scene-0522_CAM_FRONT_7187c0de_7a96a1ac,scene-0522,28.049444901315795,410302,7581,21208,13627
scene-0522_CAM_FRONT_ec671ed4_6cd73bca,scene-0522,27.550156008749358,366586,3425,11391,7966
scene-0522_CAM_FRONT_ecb9d6d3_75d09898,scene-0522,30.73632015306122,317113,3252,9488,6236
scene-0522_CAM_FRONT_c78ad98d_a0cd4d00,scene-0522,44.80755122950819,334393,3777,12336,8559
scene-0522_CAM_FRONT_c40d017e_2ba2a8fb,scene-0522,28.009909289513683,402593,4116,12061,7945
scene-0522_CAM_FRONT_89c9d0c8_3ee6b750,scene-0522,25.4063583159111,423644,8242,22772,14530
scene-0522_CAM_FRONT_f6ccb065_adcbf5d4,scene-0522,29.245779482243872,366264,8993,24975,15982
scene-0523_CAM_FRONT_ce03b6f0_17dc38b8,scene-0523,24.344436740390048,395772,7254,22279,15025
scene-0523_CAM_FRONT_0c0bc7cd_ae7d650f,scene-0523,24.998587873340707,309601,5658,17438,11780
scene-0523_CAM_FRONT_eaa81f61_fa411e11,scene-0523,30.013259616640543,311587,6433,18020,11587
scene-0523_CAM_FRONT_4f434664_02617ba1,scene-0523,33.74121251006442,384083,9426,26083,16657
scene-0523_CAM_FRONT_b61d51fa_4208e998,scene-0523,29.384597905124657,421238,11973,31844,19871
scene-0523_CAM_FRONT_119423a8_bbec622b,scene-0523,22.63447713285229,579220,13718,38754,25036
scene-0523_CAM_FRONT_46aa63cc_0a653a0a,scene-0523,23.167371553884706,448482,6675,19073,12398
scene-0523_CAM_FRONT_c96330c0_9b22047a,scene-0523,27.972351164730593,496228,10537,31599,21062
scene-0524_CAM_FRONT_89c92049_6f52dcbe,scene-0524,26.536020386568854,443696,10210,28000,17790
scene-0524_CAM_FRONT_cfa4ed9e_e9026a37,scene-0524,26.6313831606724,557429,14108,38430,24322
scene-0524_CAM_FRONT_1c9b06a4_94d4b003,scene-0524,24.83108237355025,468851,8024,23411,15387
scene-0524_CAM_FRONT_d7da6ee9_2483f870,scene-0524,29.35119791666667,433217,10520,29014,18494
scene-0524_CAM_FRONT_bd55e82c_6b300f08,scene-0524,25.55571670937737,477772,13092,35695,22603
scene-0524_CAM_FRONT_b0f8d0ae_047d2592,scene-0524,23.71020273061899,485557,11265,30999,19734
scene-0524_CAM_FRONT_77b97456_dfa48a63,scene-0524,25.68714118952848,519222,13653,36353,22700
scene-0524_CAM_FRONT_91491728_77a61ed5,scene-0524,25.181569833294603,547047,9811,30573,20762
scene-0552_CAM_FRONT_5b905269_509430f5,scene-0552,18.851546291493772,420179,4223,11305,7082
scene-0552_CAM_FRONT_fb51300f_c735e5f2,scene-0552,16.180405291064982,297835,1762,4898,3136
scene-0552_CAM_FRONT_bc73130b_2e70460e,scene-0552,26.27937009729014,283457,2370,6434,4064
scene-0552_CAM_FRONT_f7480019_8b763668,scene-0552,26.56824966755319,284284,1547,4533,2986
scene-0552_CAM_FRONT_28d95d22_75bde66b,scene-0552,28.186569940476193,525542,8743,23477,14734
scene-0552_CAM_FRONT_bffcf51d_bf6ce332,scene-0552,21.374798889726346,612170,11693,39043,27350
scene-0552_CAM_FRONT_7c25767f_5ef15615,scene-0552,17.34243822247257,453458,6684,20019,13335
scene-0552_CAM_FRONT_770abd0f_e9df1bab,scene-0552,23.55623562331688,454523,9701,25759,16058
scene-0553_CAM_FRONT_8687ba92_2021b6b3,scene-0553,24.52411041259765,316769,2475,8644,6169
scene-0553_CAM_FRONT_7315022f_82597244,scene-0553,21.011429154380792,341957,3122,10481,7359
scene-0553_CAM_FRONT_8bf071b1_d7bea9a3,scene-0553,17.094450176886788,347766,2922,9786,6864
scene-0553_CAM_FRONT_3ffc4360_4ae9c033,scene-0553,16.48371010638298,304712,1765,5585,3820
scene-0553_CAM_FRONT_ecd49e3c_a572dd2e,scene-0553,15.283625496908124,289314,1503,4724,3221
scene-0553_CAM_FRONT_313a60af_3a064c48,scene-0553,14.540717883843907,283522,1677,5055,3378
scene-0553_CAM_FRONT_d3c0bbf9_c143943f,scene-0553,20.029032371076237,332891,2546,8178,5632
scene-0553_CAM_FRONT_47188ae2_739b1293,scene-0553,22.844768578878757,335941,3224,10158,6934
scene-0554_CAM_FRONT_e0b85d62_35264745,scene-0554,24.402848657922164,337117,2834,10249,7415
scene-0554_CAM_FRONT_1144cb46_704f3a80,scene-0554,24.573266334818857,329672,2757,9734,6977
scene-0554_CAM_FRONT_551d1fdf_5dbe8245,scene-0554,24.1879829765908,327209,2567,8909,6342
scene-0554_CAM_FRONT_7690202f_52679177,scene-0554,24.136590279432802,334156,2941,10382,7441
scene-0554_CAM_FRONT_1263172d_587805aa,scene-0554,22.650876413202038,337645,3163,11320,8157
scene-0554_CAM_FRONT_376e84a4_31f09d84,scene-0554,22.23217629543222,327031,2526,8859,6333
scene-0554_CAM_FRONT_44428816_6e0fe77b,scene-0554,25.701901565995524,318419,2608,9401,6793
scene-0554_CAM_FRONT_1df35500_b61f49a7,scene-0554,25.19147705204557,315137,2433,8758,6325
scene-0555_CAM_FRONT_12a42a64_bf8b54d2,scene-0555,23.062649760383387,302003,2813,6617,3804
scene-0555_CAM_FRONT_4b0caf61_f546013d,scene-0555,30.109792442519435,291223,3708,9694,5986
scene-0555_CAM_FRONT_c7a8c960_b6aa15f5,scene-0555,34.34128109622745,305825,5267,17126,11859
scene-0555_CAM_FRONT_46395439_4967dbb7,scene-0555,28.58149259868421,315225,4232,14262,10030
scene-0555_CAM_FRONT_d1a6bacb_577babc0,scene-0555,25.66305419455068,276127,1630,5658,4028
scene-0555_CAM_FRONT_48d6941a_e1101eae,scene-0555,27.269868506878556,340930,5556,16038,10482
scene-0555_CAM_FRONT_ab76b514_99235b3a,scene-0555,24.904773246951226,362268,6653,21722,15069
scene-0555_CAM_FRONT_eeca7e4b_6fc2d998,scene-0555,25.695950411952783,337775,6359,19336,12977
scene-0556_CAM_FRONT_17e6f41d_22ab3af7,scene-0556,26.756811158100184,515262,11247,29686,18439
scene-0556_CAM_FRONT_e58ab79e_2b9bd710,scene-0556,24.405855948464914,604327,8964,27684,18720
scene-0556_CAM_FRONT_93323e6a_54af38c2,scene-0556,18.461864127569843,660561,9338,28641,19303
scene-0556_CAM_FRONT_c9bcbb76_81c86fee,scene-0556,20.39123772032665,635063,7996,21694,13698
scene-0556_CAM_FRONT_336a6e0b_e0ae88cc,scene-0556,20.470639315518465,580791,7468,20340,12872
scene-0556_CAM_FRONT_3e0f93ea_ccfecd57,scene-0556,17.83817703029531,575250,7667,21632,13965
scene-0556_CAM_FRONT_51f360a3_809dc18a,scene-0556,15.797157073494185,523122,4989,14818,9829
scene-0556_CAM_FRONT_e991851a_15db51ec,scene-0556,14.698614419843047,421155,2536,7832,5296
scene-0557_CAM_FRONT_6cb74a87_149a7945,scene-0557,22.85722040352752,628475,7788,23633,15845
scene-0557_CAM_FRONT_0fb30231_a9172ca1,scene-0557,23.235280017219793,607649,7676,21557,13881
scene-0557_CAM_FRONT_208cac53_f0bd504c,scene-0557,23.285429043404456,539506,6416,18449,12033
scene-0557_CAM_FRONT_56a74470_6b4baeae,scene-0557,23.962932372905833,431807,4526,14762,10236
scene-0557_CAM_FRONT_f3697fc3_43d1d341,scene-0557,34.65410738158899,352997,7865,21140,13275
scene-0557_CAM_FRONT_af4ba275_87a383dc,scene-0557,29.63342780429593,333335,2710,7668,4958
scene-0557_CAM_FRONT_1c4e3d00_642083b2,scene-0557,30.607190261545046,328598,2875,8545,5670
scene-0557_CAM_FRONT_b4accdca_3e3a8dac,scene-0557,27.466399872448978,320070,4472,13445,8973
scene-0558_CAM_FRONT_b4b5e858_1bcca0ca,scene-0558,21.669030975877202,352729,2678,7661,4983
scene-0558_CAM_FRONT_5471bd11_354d9848,scene-0558,31.520877722537882,299708,2756,8146,5390
scene-0558_CAM_FRONT_eae74c5f_befff2eb,scene-0558,31.54188429532577,556931,10443,28230,17787
scene-0558_CAM_FRONT_193eb290_50f3aba5,scene-0558,33.36719071502058,338252,7784,22861,15077
scene-0558_CAM_FRONT_c4066c80_17cdd19d,scene-0558,30.47864428783383,488325,11570,31563,19993
scene-0558_CAM_FRONT_bce683c6_47e1c528,scene-0558,24.40610958677077,433756,7445,18947,11502
scene-0558_CAM_FRONT_85bd28ee_05687786,scene-0558,15.639903667163068,330010,928,3056,2128
scene-0558_CAM_FRONT_80be8bec_74599f5d,scene-0558,13.34623371335505,200998,213,818,605
scene-0559_CAM_FRONT_029af235_4ffbb895,scene-0559,36.98419730856709,340938,6348,19944,13596
scene-0559_CAM_FRONT_9229caee_d61b0d89,scene-0559,34.14167426667659,414510,12547,33497,20950
scene-0559_CAM_FRONT_357116a6_4454f64f,scene-0559,33.902002007198234,393899,8747,25592,16845
scene-0559_CAM_FRONT_ba887e56_68df1fb2,scene-0559,23.121470955199626,388663,5182,16312,11130
scene-0559_CAM_FRONT_2fdf63c9_83956bb0,scene-0559,27.925945763956904,439325,10012,27909,17897
scene-0559_CAM_FRONT_f7d0d2a3_c10534ca,scene-0559,24.97898867342597,484755,12903,41773,28870
scene-0559_CAM_FRONT_c6b4dc34_6939d4b4,scene-0559,20.999228933891995,556969,11530,36382,24852
scene-0559_CAM_FRONT_c142d321_b83d58a6,scene-0559,21.307709703947367,474860,8525,24137,15612
scene-0560_CAM_FRONT_5c558d97_a4060a0e,scene-0560,19.023758483125462,522353,6671,20049,13378
scene-0560_CAM_FRONT_ecba6710_99d384fe,scene-0560,20.42497824428974,433237,3662,11649,7987
scene-0560_CAM_FRONT_f779f508_91e84099,scene-0560,28.511850618904724,377348,6723,21606,14883
scene-0560_CAM_FRONT_65877dfa_354b8f68,scene-0560,25.49723739705101,357446,5065,17354,12289
scene-0560_CAM_FRONT_e11f179b_00bf6d20,scene-0560,27.717942877069838,359839,5158,18692,13534
scene-0560_CAM_FRONT_3801084b_17c2afd5,scene-0560,25.758510044642854,331403,4800,16673,11873
scene-0560_CAM_FRONT_b94fd1ca_697cc6a7,scene-0560,25.856245877308705,385978,7356,21868,14512
scene-0560_CAM_FRONT_89c5cbeb_f457a12f,scene-0560,20.338685175851253,386398,4026,12959,8933
scene-0561_CAM_FRONT_9eebbe06_25f8552b,scene-0561,28.940674651996627,354149,4961,18105,13144
scene-0561_CAM_FRONT_d3087b20_12f0d5cf,scene-0561,28.609584434948346,352918,4864,17837,12973
scene-0561_CAM_FRONT_cefdde03_781696f7,scene-0561,27.21722986443381,344471,5601,18712,13111
scene-0561_CAM_FRONT_b9c1ea3e_8a51ed03,scene-0561,28.991162455673766,326585,4223,15593,11370
scene-0561_CAM_FRONT_85196a97_778c13dd,scene-0561,30.091810412728424,324374,4503,15979,11476
scene-0561_CAM_FRONT_4c9fcbb0_3f3cf325,scene-0561,26.57340716019417,412796,7680,18945,11265
scene-0561_CAM_FRONT_e7956e3f_67aad7ad,scene-0561,26.637372128499646,509707,9250,25703,16453
scene-0561_CAM_FRONT_33acbf66_79df0c60,scene-0561,25.77268346335268,514563,9537,30689,21152
scene-0562_CAM_FRONT_e493c692_c79d5105,scene-0562,26.726238789627367,409698,10898,31540,20642
scene-0562_CAM_FRONT_1a4601bb_b6fd3363,scene-0562,25.40136455525606,492157,10171,34536,24365
scene-0562_CAM_FRONT_aa4dc9c8_ef8800a2,scene-0562,23.94126499720982,524362,12278,40128,27850
scene-0562_CAM_FRONT_8c31c49f_964b2b96,scene-0562,27.141194205364293,573050,12148,38339,26191
scene-0562_CAM_FRONT_be83af41_c34e3ca7,scene-0562,24.03864554073034,600687,8654,28757,20103
scene-0562_CAM_FRONT_3013736d_1c325d22,scene-0562,24.70467162316048,521206,6798,22665,15867
scene-0562_CAM_FRONT_08b2887d_c0fbf404,scene-0562,22.410586262719697,406089,5229,16649,11420
