clip_id,sequence,a_clip,s_learned,s_oracle,s0,ratio_learned_over_oracle,abs_log_scale_err_learned,abs_log_scale_err_const,rel_scale_err_learned,rel_scale_err_const,frame_median_std,frame_median_range,median_abs_r_shape,rms_r_shape,rms_r,scalar_energy_fraction,n_support_px,frame_median_0,frame_median_1,frame_median_2,frame_median_3,frame_median_4
08_001425_001445_s5,08,-0.014028811361640692,26.98526095175709,27.535728663653167,27.3665,0.9800089651296322,0.020193559267901673,0.006164747906260981,0.019991034870367796,0.006145784835414503,0.020795732860551957,0.047487124713370577,0.01999644818715751,0.038688207253404897,0.04513054632189625,0.09662746128022429,334694,-0.0337989404797554,-0.046385280787944794,-0.04681728780269623,0.0006698369106743485,-0.0027305870316922665
08_001450_001470_s5,08,0.0033072063233703375,27.457156489075018,28.44580020797287,27.3665,0.965244650821222,0.03537368560790277,0.03868089193127311,0.03475534917877798,0.03794233946951375,0.021271003222009862,0.0588957688305527,0.015521593624725938,0.03350890282882629,0.03429156117955643,0.009301394494554055,338340,0.051876163110136986,0.019789624959230423,-0.0008982163562905043,0.002456381800584495,-0.007019605720415711
08_001475_001495_s5,08,-0.13215672224760056,23.97862756293836,23.87520651815888,27.3665,1.004331734039696,0.004322379085520023,0.13647910133312058,0.004331734039696,0.14623092282723205,0.016196477806794785,0.0453716441988945,0.026852451264858246,0.0714594429903518,0.1231734566537934,1.151182711698584,346920,-0.13915631920099258,-0.10206078737974167,-0.13936547935009003,-0.14146749675273895,-0.14743243157863617
08_001500_001520_s5,08,-0.23607221245765686,21.611972103210988,20.75264722301926,27.3665,1.0414079645337269,0.04057360962765921,0.2766458220853161,0.04140796453372686,0.3186992341702084,0.018361904064413063,0.044674552977085114,0.035786211490631104,0.11793194624925091,0.22180532925081067,1.132780559789679,309035,-0.21748649328947067,-0.2298438772559166,-0.2621610462665558,-0.25858551263809204,-0.25989270210266113
08_001525_001545_s5,08,-0.0026226183399558067,27.294822148108175,27.782292842100507,27.3665,0.9824539069988625,0.017701850335285485,0.015079231995329678,0.01754609300113752,0.014966109689493523,0.013960175341862377,0.041429960168898106,0.01083263335749507,0.024592032018510745,0.024916088000403014,0.011079252894070182,334648,-0.01658437866717577,-0.00881997961550951,-0.002112005022354424,-0.002090107649564743,0.024845581501722336
08_001550_001570_s5,08,0.002008288400247693,27.42151504905715,27.308765804565382,27.3665,1.004128683269638,0.004120183643677944,0.0021118952434302507,0.0041286832696378895,0.0021141268648972034,0.019234095091684947,0.05025192955508828,0.011113472515717149,0.027667677901656914,0.028012647544286385,0.0051397718990020096,328552,-0.00034763937583193183,-0.008891594130545855,-0.002843122696503997,0.04136033542454243,0.02555785048753023
08_001575_001595_s5,08,0.06450993567705154,29.19009890898726,28.248316876688644,27.3665,1.0333394034203787,0.032795697083523034,0.03171423859352851,0.033339403420378666,0.031216616570042377,0.01828642532267819,0.05414865352213383,0.03430325724184513,0.04559034920959416,0.07259888800970657,0.7895748024214265,264181,0.09848605841398239,0.05932828411459923,0.07597324997186661,0.061372196301817894,0.044337404891848564
08_001600_001620_s5,08,-0.0006328532181214541,27.34918650143576,28.539059653676556,27.3665,0.9583072053991971,0.04258687872173628,0.04195402550361482,0.041692794600802885,0.04108613485887935,0.014785775218953245,0.04343073349446058,0.014565820340067148,0.03024422322141655,0.03031712942684485,0.00043574240908682635,235548,-0.028240535408258438,0.006687066983431578,0.002378216478973627,-0.005795113742351532,0.015190198086202145
08_001625_001645_s5,08,0.008931316900998354,27.61201363197912,27.59981088538421,27.3665,1.0004421315292915,0.0004420338179467187,0.008489283083051635,0.0004421315292915118,0.008453350870884502,0.040077900061410605,0.0927968267351389,0.03638820303604007,0.0505114524576799,0.05368923069958701,0.027673025058210003,287156,-0.025219442322850227,-0.014254786539822817,0.06757738441228867,0.05920366756618023,0.05763547495007515
08_001650_001670_s5,08,0.0348665751516819,28.33750558123495,29.889006371655785,27.3665,0.9480912556567237,0.05330452011866171,0.08817109527034361,0.0519087443432763,0.08439579222840676,0.007612002838735847,0.022375551983714104,0.020894117653369904,0.03185353187929497,0.04308317456075183,0.6549425203117036,317029,0.03976504132151604,0.04797644168138504,0.03981049358844757,0.025600889697670937,0.032125361263751984
08_001675_001695_s5,08,0.06414983421564102,29.17958940406902,30.845735900173427,27.3665,0.9459845438119361,0.055529048528916825,0.11967888274455785,0.054015456188063915,0.11279471209353986,0.018027828134281623,0.04372425377368927,0.037684157490730286,0.047185388232930524,0.07264731511073703,0.7797438176083239,317961,0.09366212040185928,0.0712091475725174,0.08919361606240273,0.05263394117355347,0.04993786662817001
08_001700_001720_s5,08,0.11107048392295837,30.58134313550404,31.111419445720355,27.3665,0.9829620017453355,0.017184814978512986,0.12825529890147136,0.017037998254664455,0.12037121778561288,0.01934868533351088,0.05317400395870209,0.04042483866214752,0.07138070327860982,0.11388551671603184,0.951174798129546,317283,0.07706110924482346,0.11665886640548706,0.13023511320352554,0.12845097482204437,0.11933914572000504
08_001725_001745_s5,08,0.24845623224973679,35.08507652689707,37.383608093287975,27.3665,0.9385149886908964,0.06345645218177909,0.3119126844315159,0.061485011309103554,0.26795455559803216,0.03946062529583793,0.1110147088766098,0.06213117390871048,0.1339504173985487,0.24245911037851162,1.0500809392356647,285980,0.21447795629501343,0.2717244327068329,0.2420835644006729,0.2990318834781647,0.32549266517162323
08_001750_001770_s5,08,0.26231649518013,35.57475057892705,36.77704534696776,27.3665,0.9673085546514727,0.03323774998753137,0.2955542451676614,0.032691445348527304,0.2558809512342637,0.036841783527525145,0.11269472539424896,0.06117928773164749,0.1427740203048668,0.25053687747072595,1.0962456459157641,303712,0.22609923779964447,0.2712600827217102,0.25809648633003235,0.2800990045070648,0.33879396319389343
08_001775_001795_s5,08,0.23006103187799454,34.445579385981894,36.24391237889065,27.3665,0.9503824815017446,0.050890763306957965,0.2809517951849525,0.04961751849825535,0.24493526764127915,0.005826043265143981,0.01712445169687271,0.028245307505130768,0.12352311887220156,0.20406973609543289,1.2709513332641384,301700,0.23021982610225677,0.22221753746271133,0.23934198915958405,0.2347990721464157,0.2281779944896698
08_001800_001820_s5,08,0.11609597876667976,30.73541634052684,33.01192275182371,27.3665,0.9310398722179517,0.07145317532035866,0.18754915408703843,0.0689601277820483,0.1710116309875297,0.030325030975252895,0.08032362163066864,0.05154072865843773,0.07651625654233261,0.1212568849640285,0.9166879871860008,306044,0.1750490590929985,0.14156309515237808,0.12374335899949074,0.09490616247057915,0.09472543746232986
08_001825_001845_s5,08,-0.1131022684276104,24.439907981293953,25.156075079761298,27.3665,0.9715310478205911,0.028882052033424088,0.08422021639418631,0.028468952179408924,0.08786843389639287,0.014033216397069902,0.0425005704164505,0.030179668217897415,0.06564795174317554,0.10950766182632574,1.0667278126495705,316608,-0.11506272107362747,-0.09058061242103577,-0.11177165433764458,-0.12221405655145645,-0.13308118283748627
08_001850_001870_s5,08,-0.02477489784359932,26.69682754464625,28.758838998421588,27.3665,0.9282999061996727,0.07440042362152877,0.04962552577792945,0.07170009380032727,0.04841429789630958,0.016178239484773985,0.04678552225232124,0.023926952038891613,0.031731782763549446,0.0417813034707336,0.35160883184385167,326731,-0.04028157889842987,-0.04678218439221382,3.337860107421875e-06,-0.02437047753483057,-0.024737201631069183
08_001875_001895_s5,08,0.07044325023889542,29.363807772964883,30.611667527627027,27.3665,0.9592358125039758,0.041618340160984424,0.11206159039987984,0.04076418749602417,0.10601080534728358,0.015309454971465545,0.04334526136517525,0.030847109854221344,0.04721001851178168,0.07332741139781816,0.9228817638801875,319425,0.058585114777088165,0.06911267340183258,0.06563743203878403,0.10193037614226341,0.08251185715198517
08_001900_001920_s5,08,-0.02581433393061161,26.66909231568369,25.842174763615258,27.3665,1.0319987601520557,0.03149746565560241,0.05731179958621402,0.031998760152055716,0.05898595030519371,0.030057317651890306,0.07853739522397518,0.024232782307080925,0.04239771026239462,0.05500967225755767,0.22021339504310808,319859,-0.09251871705055237,-0.05603027530014515,-0.02491598390042782,-0.015519669279456139,-0.013981321826577187
