clip_id,variant,frame,n_valid,s_frame,mad_log,moge_mask_fraction,lingbot_conf_fraction
08_000000_000020_s5,G51-B,0,60582,27.490975649677683,0.04604617433115599,0.9572531715388858,0.7627488341774056
08_000000_000020_s5,G51-B,1,63651,28.806795634920647,0.06309107788863999,0.9556611342325628,0.8022865165722308
08_000000_000020_s5,G51-B,2,65285,27.442304970561594,0.03158500864747005,0.958168279596851,0.8211402497116783
08_000000_000020_s5,G51-B,3,61364,26.809327296946996,0.03636063385093635,0.9537557037557037,0.7723888081030938
08_000000_000020_s5,G51-B,4,61149,27.00704604640151,0.02605731394167954,0.9515619515619516,0.7694554480268766
08_000025_000045_s5,G51-B,0,56032,20.769206255048463,0.03612527941996979,0.9508098079526651,0.7024018452589881
08_000025_000045_s5,G51-B,1,55966,20.065791730182923,0.034639718325445434,0.9485283056711629,0.7016120944692373
08_000025_000045_s5,G51-B,2,55366,21.062428661771968,0.03823305892673079,0.9455071955071955,0.6941031941031941
08_000025_000045_s5,G51-B,3,52256,19.903231976141083,0.03352051775199083,0.9431755503184075,0.6550669407812265
08_000025_000045_s5,G51-B,4,52381,20.349728988954507,0.035418554481683184,0.9405305119590834,0.6568344782630496
08_000050_000070_s5,G51-B,0,56657,24.088687754065045,0.03921210697850963,0.9385624028481171,0.7106378177806749
08_000050_000070_s5,G51-B,1,56650,22.570736352980585,0.020061575843730806,0.9419595848167277,0.7107631750488893
08_000050_000070_s5,G51-B,2,51012,23.156392947162065,0.019658633000689818,0.9494935566364138,0.6396103896103896
08_000050_000070_s5,G51-B,3,53020,22.732620814575128,0.03701967109045823,0.9811086596800882,0.6667000952715239
08_000050_000070_s5,G51-B,4,50690,23.197367254020808,0.036581321714679316,0.95572381286667,0.6378052449481021
08_000075_000095_s5,G51-B,0,55153,28.442610698125403,0.04897683848626144,0.937735044877902,0.7038935967507396
08_000075_000095_s5,G51-B,1,51813,28.993275255259896,0.03818003262278369,0.935290578147721,0.6638294138294139
08_000075_000095_s5,G51-B,2,53417,32.00731975548446,0.03334860103548065,0.9424860853432282,0.6798751441608585
08_000075_000095_s5,G51-B,3,53864,30.867069322363044,0.03464096605731459,0.9315423958281102,0.6864187935616507
08_000075_000095_s5,G51-B,4,54301,32.17126096762234,0.0327105273732351,0.952113523542095,0.6945043373614802
08_000100_000120_s5,G51-B,0,59896,33.518263101982996,0.03344012844314648,0.9616406759263902,0.7579100436243293
08_000100_000120_s5,G51-B,1,57629,33.975880899234696,0.042275118293186864,0.9688361831218975,0.7273855488141202
08_000100_000120_s5,G51-B,2,60217,36.80464886925538,0.04805075838789419,0.978914907486336,0.7578097578097578
08_000100_000120_s5,G51-B,3,57503,36.671786582269284,0.0894234311531279,0.97999297999298,0.7229604372461516
08_000100_000120_s5,G51-B,4,60278,36.028011300992276,0.07812406691195428,0.9881412024269167,0.7557538986110415
08_000125_000145_s5,G51-B,0,63935,33.23614957845597,0.08960358891693998,0.9880534523391666,0.8063230206087348
08_000125_000145_s5,G51-B,1,67850,32.84342447916667,0.06161059902994426,0.9755177255177255,0.8654164368450082
08_000125_000145_s5,G51-B,2,67701,30.45712782745924,0.042912227520791824,0.9820739106453392,0.8516647445218873
08_000125_000145_s5,G51-B,3,67244,33.396342445092195,0.0884756689608528,0.971155292583864,0.8527553527553527
08_000125_000145_s5,G51-B,4,66780,32.19897504456329,0.10761114495849888,0.9750288321716893,0.8469387755102041
08_000150_000170_s5,G51-B,0,62072,30.840189541361426,0.08913884510311698,0.9705410419696134,0.7831319259890689
08_000150_000170_s5,G51-B,1,61723,31.720644621255754,0.0950221293818645,0.9705159705159705,0.7819034247605676
08_000150_000170_s5,G51-B,2,61730,31.232490526142342,0.07594749799807188,0.9717820789249361,0.7757609186180615
08_000150_000170_s5,G51-B,3,63459,29.79119935770752,0.06700543684935845,0.9741011883869026,0.7980494409065838
08_000150_000170_s5,G51-B,4,65066,30.03955592105264,0.059820289416461225,0.9768841197412625,0.8257032542746828
08_000175_000195_s5,G51-B,0,65070,33.23987170342381,0.08442227871763253,0.9777992277992278,0.826217219074362
08_000175_000195_s5,G51-B,1,66207,34.14858866727426,0.11181043972312832,0.9717570074712932,0.8379631951060522
08_000175_000195_s5,G51-B,2,65060,36.43266037699631,0.11411178194969018,0.976382690668405,0.8241112169683599
08_000175_000195_s5,G51-B,3,64899,36.24829308712121,0.12526484270771965,0.9826505540791255,0.8249009677581106
08_000175_000195_s5,G51-B,4,67179,34.7871736550633,0.1020882249632149,0.987890487890488,0.848129669558241
08_000200_000220_s5,G51-B,0,64579,33.301571697939664,0.07028066055490001,0.9900466329037758,0.8168655668655669
08_000200_000220_s5,G51-B,1,60402,34.18588755707762,0.06949223321834519,0.9719575791004362,0.7799854585568872
08_000200_000220_s5,G51-B,2,61305,30.973051852783367,0.05137544654986481,0.9607381035952465,0.792257935115078
08_000200_000220_s5,G51-B,3,56722,32.88185775295663,0.100921664166433,0.9603369603369604,0.7313217670360528
08_000200_000220_s5,G51-B,4,58746,33.19424265960039,0.07600419146541726,0.9720453291881863,0.7415133129418844
08_000225_000245_s5,G51-B,0,60568,30.964846283236067,0.050692270233816394,0.9783633355061927,0.7614701900416186
08_000225_000245_s5,G51-B,1,61858,32.481839576863344,0.0517904325686982,0.9816727673870531,0.7846236774808203
08_000225_000245_s5,G51-B,2,58053,33.616148713138486,0.041632751312168814,0.9842551271122699,0.7283633355061927
08_000225_000245_s5,G51-B,3,61961,33.51778800906913,0.04594699341297037,0.9940706012134584,0.7783934212505641
08_000225_000245_s5,G51-B,4,58702,31.984730731583536,0.03702018110880867,0.9905104547961691,0.742979992979993
08_000250_000270_s5,G51-B,0,62084,27.77467849363271,0.04716175351632912,0.9984204984204984,0.7789951361379933
08_000250_000270_s5,G51-B,1,64646,25.994929478406327,0.0642611353214928,0.9943213157498871,0.8111492754349897
08_000250_000270_s5,G51-B,2,64520,26.149734736869313,0.08001166880466082,0.9885924885924886,0.8089429875144161
08_000250_000270_s5,G51-B,3,58306,26.725103792639135,0.07042338309836538,0.9768590482876197,0.7332397332397332
08_000250_000270_s5,G51-B,4,55084,24.985264913069535,0.0661532376557541,0.9707040064182921,0.6907436193150479
08_000275_000295_s5,G51-B,0,64970,30.08759744067328,0.05222753831149274,0.9698641127212556,0.8209396780825352
08_000275_000295_s5,G51-B,1,61195,33.28866659628379,0.060364193885556805,0.9709045780474352,0.7728400942686657
08_000275_000295_s5,G51-B,2,60647,33.698407212972164,0.07514553087091436,0.9657398585970014,0.766171087599659
08_000275_000295_s5,G51-B,3,60838,31.8704549677899,0.06419848386203353,0.9660031088602518,0.765632051346337
08_000275_000295_s5,G51-B,4,60094,31.1206994936919,0.05470463976308393,0.9652384295241438,0.754688361831219
08_000300_000320_s5,G51-B,0,60890,34.71103341238841,0.0709097411755315,0.9685478614050043,0.7705711277139848
08_000300_000320_s5,G51-B,1,60797,34.74805820841394,0.06716441412154639,0.9686230757659329,0.7688913403199118
08_000300_000320_s5,G51-B,2,62246,33.69464821039245,0.0893403630788503,0.9678458607030036,0.7861655718798576
08_000300_000320_s5,G51-B,3,61402,33.765192610062904,0.09124264349296518,0.9684726470440757,0.7748708820137391
08_000300_000320_s5,G51-B,4,65937,33.770160283497226,0.09012124821063194,0.9812089454946598,0.8333375119089405
08_000325_000345_s5,G51-B,0,60692,33.079989133693054,0.07636555234880515,0.9867497367497368,0.7619340119340119
08_000325_000345_s5,G51-B,1,65297,34.603243095930225,0.07410556422809522,0.9891565962994534,0.8190342476056762
08_000325_000345_s5,G51-B,2,65795,32.685924166020165,0.05670821541913851,0.991901920473349,0.8252268966554681
08_000325_000345_s5,G51-B,3,64289,32.46118438671666,0.09026263567165316,0.9963521034949606,0.8062603419746277
08_000325_000345_s5,G51-B,4,66008,31.084693901159916,0.05756314733890955,0.9982700696986412,0.8274707917565061
08_000350_000370_s5,G51-B,0,66721,33.4830224262698,0.06290721914795894,0.999686606829464,0.8365842651556937
08_000350_000370_s5,G51-B,1,62409,31.353830713606722,0.05978656363285939,0.999147570576142,0.7831319259890689
08_000350_000370_s5,G51-B,2,59538,31.6451044942348,0.11320461998995257,0.9998621070049641,0.7463521034949606
08_000350_000370_s5,G51-B,3,59996,30.232612161075362,0.06480958161903105,1.0,0.7520934663791806
08_000350_000370_s5,G51-B,4,56333,30.267956758101192,0.060127439136641314,0.9999874642731785,0.7061750990322418
08_000375_000395_s5,G51-B,0,57601,30.811089224872234,0.06802525738907761,0.9999498570927142,0.7225216868074011
08_000375_000395_s5,G51-B,1,60487,30.03853537260826,0.06825475397427105,0.9997868926440355,0.7584490798776513
08_000375_000395_s5,G51-B,2,57650,30.21570190270534,0.07322642825416814,0.9992353206638921,0.723399187684902
08_000375_000395_s5,G51-B,3,52080,30.646780601006924,0.055485545667610436,0.9987840344983202,0.6532116532116532
08_000375_000395_s5,G51-B,4,47875,31.513388277304298,0.05275583908062664,0.9973674973674974,0.600147921576493
08_000400_000420_s5,G51-B,0,49752,28.599496964928065,0.03513735584852862,0.9993230707516422,0.6236774808203379
08_000400_000420_s5,G51-B,1,52093,31.902144349795805,0.05163260125130087,0.9999874642731785,0.653036153036153
08_000400_000420_s5,G51-B,2,50692,31.12279440919906,0.0935552197931182,0.9996740711026425,0.6356867071152785
08_000400_000420_s5,G51-B,3,54845,28.589866645063132,0.07972207625078287,0.9556485985057414,0.6909191194905481
08_000400_000420_s5,G51-B,4,53291,27.057671200912623,0.05955247345823178,0.9539061324775611,0.676139497568069
08_000425_000445_s5,G51-B,0,57558,27.029417999031004,0.08500813504072768,0.9420097277240135,0.7376773805345234
08_000425_000445_s5,G51-B,1,56984,28.054295324021545,0.11240206804878339,0.9237075665647094,0.7365742365742366
08_000425_000445_s5,G51-B,2,57898,28.11587063706015,0.09687297390455663,0.9085393371107657,0.7500752143609286
08_000425_000445_s5,G51-B,3,53918,28.95509512840974,0.06962374734664811,0.8834804191947049,0.6868199368199368
08_000425_000445_s5,G51-B,4,52972,26.8622316539797,0.04473740831876527,0.8891465677179963,0.6640425211853783
08_000450_000470_s5,G51-B,0,58281,28.016961526020705,0.052782104241710925,0.8874667803239232,0.7409617409617409
08_000450_000470_s5,G51-B,1,59002,28.884133230853045,0.040915013842036,0.8867271724414582,0.7513789299503585
08_000450_000470_s5,G51-B,2,58404,29.23618599243664,0.07036429198585559,0.8876673519530662,0.7449606378177807
08_000450_000470_s5,G51-B,3,59462,29.01966327942891,0.07107181883644653,0.8866644938073509,0.7523692523692523
08_000450_000470_s5,G51-B,4,60881,29.033170021186447,0.0421901577453756,0.8933335004763576,0.7752218823647395
08_000475_000495_s5,G51-B,0,63542,25.637910730698533,0.02833480316284942,0.8957528957528957,0.8079526650955222
08_000475_000495_s5,G51-B,1,65298,25.005311411494613,0.023698582485324637,0.9055432984004412,0.8310058667201524
08_000475_000495_s5,G51-B,2,61902,25.816237987322793,0.041128803737855435,0.8937346437346437,0.7894123251266109
08_000475_000495_s5,G51-B,3,65570,26.028131002511813,0.04009800529618901,0.9118613047184476,0.8357694429123
08_000475_000495_s5,G51-B,4,68514,25.95367624169895,0.06487264978070639,0.9152334152334153,0.8778769493055207
08_000500_000520_s5,G51-B,0,59322,21.192421795035827,0.020149555622676063,0.8837436694579551,0.7494484280198566
08_000500_000520_s5,G51-B,1,65738,21.230005924170623,0.02792353440077977,0.9135160206588778,0.8277340420197563
08_000500_000520_s5,G51-B,2,67161,22.54084305158524,0.025246069006852334,0.9135661635661636,0.8456475956475956
08_000500_000520_s5,G51-B,3,67999,23.012873427672954,0.0224061859490452,0.9197337411623125,0.8542220327934613
08_000500_000520_s5,G51-B,4,66123,22.957522752709707,0.03895846909157452,0.9274432131574989,0.8305044376472948
08_000525_000545_s5,G51-B,0,68996,23.35859077821218,0.04487194336944467,0.9329463972321115,0.8696785839642982
08_000525_000545_s5,G51-B,1,69459,22.693882018353605,0.03709614372759029,0.9379105450534022,0.8776387704959133
08_000525_000545_s5,G51-B,2,68739,23.028881629233293,0.04999711755535863,0.9335355763927192,0.8712204783633355
08_000525_000545_s5,G51-B,3,67520,22.333506698536354,0.03757909254915326,0.942310585167728,0.849094920523492
08_000525_000545_s5,G51-B,4,64471,22.352309734118492,0.04079971364792723,0.9412199769342626,0.8123652409366695
08_000550_000570_s5,G51-B,0,69639,23.355436482628765,0.030890041107290767,0.9371584014441158,0.877601163315449
08_000550_000570_s5,G51-B,1,68421,22.99402436755953,0.051983544486517985,0.933924183924184,0.8631850774707918
08_000550_000570_s5,G51-B,2,66484,24.04116210937501,0.054696460086534504,0.9347139347139347,0.8372110514967658
08_000550_000570_s5,G51-B,3,70496,25.59324198154657,0.04146606033353195,0.9343880058165772,0.8849596349596349
08_000550_000570_s5,G51-B,4,68136,23.624353597585106,0.03624647071200848,0.9320312891741463,0.8544351401494259
08_000575_000595_s5,G51-B,0,69569,22.03088720976782,0.03979157267999556,0.9337361480218623,0.8755703755703755
08_000575_000595_s5,G51-B,1,70117,21.170629118124516,0.04587017375386626,0.9370455799027227,0.8814872386300958
08_000575_000595_s5,G51-B,2,66026,20.829553329680245,0.05968250902370187,0.9347390061675775,0.8318332246903676
08_000575_000595_s5,G51-B,3,66507,21.670430380917164,0.06668526233637406,0.9334603620317906,0.8393797322368751
08_000575_000595_s5,G51-B,4,66196,21.55461858595094,0.03963762631303713,0.9339868625582911,0.8316702602416888
08_000600_000620_s5,G51-B,0,66592,24.96885295861887,0.023355910285209003,0.9248232462518177,0.8352429423857995
08_000600_000620_s5,G51-B,1,66460,24.91786536032242,0.02808379764538116,0.926991926991927,0.8331996189139046
08_000600_000620_s5,G51-B,2,65611,24.268697145877372,0.028459150736250383,0.9276187133329991,0.8225567868425011
08_000600_000620_s5,G51-B,3,66794,24.262881604543175,0.021763856472560628,0.9340244697387554,0.8385774457203029
08_000600_000620_s5,G51-B,4,66170,23.28419341611996,0.02457563287012543,0.9381737953166525,0.8296269367697939
08_000625_000645_s5,G51-B,0,65746,23.68213032981049,0.05164135130405345,0.9463596249310535,0.8276086847515419
08_000625_000645_s5,G51-B,1,68179,23.58909333881579,0.03255309883788149,0.9511357368500226,0.8668705811562954
08_000625_000645_s5,G51-B,2,67522,24.37302457177814,0.04016722826882568,0.9557363485934914,0.8612044326330041
08_000625_000645_s5,G51-B,3,68751,23.3633146011206,0.03417783533513097,0.9630948202376773,0.8702552273980846
08_000625_000645_s5,G51-B,4,68031,24.08788070058435,0.046992058198956244,0.9629819986962844,0.8600762172190743
08_000650_000670_s5,G51-B,0,69687,22.67623291015625,0.03419494703369441,0.9596224239081382,0.8737903023617309
08_000650_000670_s5,G51-B,1,69860,22.9047368646978,0.04134256039664996,0.9633329990472848,0.8761971619114476
08_000650_000670_s5,G51-B,2,69107,22.827816147402103,0.037134576772720695,0.9638344281201424,0.8664192949907236
08_000650_000670_s5,G51-B,3,67268,22.881792547930612,0.01604614788627856,0.9621044978187835,0.8437170937170937
08_000650_000670_s5,G51-B,4,65752,21.600211139247552,0.03765681905146212,0.9646367146367146,0.8247881462167177
08_000675_000695_s5,G51-B,0,69465,22.952905398211247,0.02586382454645708,0.9672942887228602,0.8909517123802838
08_000675_000695_s5,G51-B,1,70460,23.590866663256957,0.07407732154188684,0.9679962894248608,0.8957403600260743
08_000675_000695_s5,G51-B,2,71616,25.076782000924222,0.03178493141321659,0.9692122549265406,0.9074988717845861
08_000675_000695_s5,G51-B,3,71799,25.51017010370488,0.0245368746542014,0.965840144411573,0.9141177355463069
08_000675_000695_s5,G51-B,4,71086,25.393182663690478,0.027549857823142787,0.9635711778568922,0.9067717996289425
08_000700_000720_s5,G51-B,0,65902,21.258819813829792,0.0174196175117296,0.9575791004362433,0.8373990873990874
08_000700_000720_s5,G51-B,1,60883,21.290716511087943,0.022957463224228203,0.935829614401043,0.7789324575038861
08_000700_000720_s5,G51-B,2,65279,21.49305054151624,0.03135018176789606,0.9514992729278443,0.8256907185478614
08_000700_000720_s5,G51-B,3,65731,21.891592099685074,0.03240021183639907,0.9250614250614251,0.8336258336258336
08_000700_000720_s5,G51-B,4,59770,21.85678461199294,0.025119310974336617,0.8924559995988567,0.7538860753146468
08_000725_000745_s5,G51-B,0,66238,26.037710257255945,0.0423002059982982,0.894850323421752,0.8452840595697738
08_000725_000745_s5,G51-B,1,63989,25.798466908756136,0.04030960706403164,0.866657473800331,0.8245625031339318
08_000725_000745_s5,G51-B,2,64583,26.694537290592777,0.04708996742654836,0.8854359925788498,0.8276462919320062
08_000725_000745_s5,G51-B,3,67369,27.82206036027069,0.033217904974687684,0.922616958331244,0.8681993681993682
08_000725_000745_s5,G51-B,4,66819,27.358699605153774,0.030738935566319903,0.9225793511507797,0.8539587825302111
08_000750_000770_s5,G51-B,0,70509,27.034484679992488,0.024515365230256325,0.9346763275334704,0.8974702903274332
08_000750_000770_s5,G51-B,1,69252,27.55868076272872,0.030326767149408518,0.922077922077922,0.8844832773404202
08_000750_000770_s5,G51-B,2,68991,27.571441333160084,0.03297321566613043,0.9178283106854536,0.8857995286566716
08_000750_000770_s5,G51-B,3,68881,28.712449667366943,0.044910287331000553,0.9373589730732588,0.8770746627889485
08_000750_000770_s5,G51-B,4,68353,27.008181387015185,0.03565617711081126,0.9495060923632352,0.8632226846512561
08_000775_000795_s5,G51-B,0,71920,23.918897654170358,0.05917061666510404,0.9582811011382439,0.9095923381637667
08_000775_000795_s5,G51-B,1,71673,23.539412588443405,0.060412123878720525,0.9573283858998145,0.9051922980494409
08_000775_000795_s5,G51-B,2,69196,23.627781485552756,0.04292658464292298,0.9430376573233716,0.88422002707717
08_000775_000795_s5,G51-B,3,67734,22.821280061923964,0.041953046682277506,0.9357794714937572,0.8559394273679988
08_000775_000795_s5,G51-B,4,65114,22.583287523282284,0.03381239778331002,0.9265782480068194,0.8189088903374617
08_000800_000820_s5,G51-B,0,67688,20.82893137318465,0.029743256156732345,0.9523642380785238,0.8504738504738505
08_000800_000820_s5,G51-B,1,63097,21.46949817948449,0.02735155990414828,0.9098179812465527,0.7942009727724013
08_000800_000820_s5,G51-B,2,65173,21.61912309508227,0.020485019310975794,0.9182294539437397,0.8234969663541092
08_000800_000820_s5,G51-B,3,63906,21.767537275326795,0.024984664552818225,0.9218648147219576,0.8057213057213057
08_000800_000820_s5,G51-B,4,61838,22.427881226503764,0.023358226536259963,0.9190693476407762,0.7763250263250263
08_000825_000845_s5,G51-B,0,69506,24.89477985552303,0.03295994515382317,0.9242591385448529,0.8839442410870982
08_000825_000845_s5,G51-B,1,69919,25.833178267045447,0.02981949080440094,0.932106503535075,0.8961665747380033
08_000825_000845_s5,G51-B,2,70052,26.559844003858654,0.028855631746481425,0.9345384345384345,0.8914907486336058
08_000825_000845_s5,G51-B,3,68878,25.379405297503244,0.03038681204490401,0.94572030286316,0.8737401594544452
08_000825_000845_s5,G51-B,4,68718,25.51391758140109,0.04793705467052001,0.9479516622373765,0.8659680088251517
08_000850_000870_s5,G51-B,0,71445,23.050792222612362,0.03167993556411197,0.9500827357970215,0.9004161861304718
08_000850_000870_s5,G51-B,1,71647,21.782861149267404,0.03396801166944474,0.952627488341774,0.9058065486636915
08_000850_000870_s5,G51-B,2,71345,20.9922388208521,0.04283977534198069,0.9547334904477761,0.9022087950659379
08_000850_000870_s5,G51-B,3,64047,22.426479247888235,0.05891520523682159,0.948703805846663,0.8088928446071303
08_000850_000870_s5,G51-B,4,66952,21.96154180578742,0.024395967942441033,0.9425863711577998,0.8449079877651307
08_000875_000895_s5,G51-B,0,63873,21.687728557180854,0.04291546467392582,0.9417339417339418,0.8068119139547711
08_000875_000895_s5,G51-B,1,67472,22.271513042437782,0.05242488804991008,0.9372461515318659,0.852479566765281
08_000875_000895_s5,G51-B,2,67441,21.640456822087554,0.02340732599418871,0.9338489695632552,0.8519405305119591
08_000875_000895_s5,G51-B,3,64924,21.700192627176904,0.04080789949778185,0.9299879657022514,0.818094068094068
08_000875_000895_s5,G51-B,4,64111,21.13751240079365,0.039432743780030144,0.9171639171639172,0.8046683046683046
08_000900_000920_s5,G51-B,0,68177,24.521617795303605,0.032888203066082866,0.9243092814521386,0.8572682144110716
08_000900_000920_s5,G51-B,1,68890,24.547842717767715,0.021414257516660706,0.9264904979190693,0.8675349746778318
08_000900_000920_s5,G51-B,2,68143,25.12834479456825,0.028991869709131368,0.920285313142456,0.8581707867422154
08_000900_000920_s5,G51-B,3,66920,25.199254802869184,0.030269483863000435,0.9168254525397382,0.8400065185779472
08_000900_000920_s5,G51-B,4,66107,25.979876976198753,0.020708505945728817,0.9208118136689565,0.8324224038509753
08_000925_000945_s5,G51-B,0,66606,25.455897887323946,0.023997079163835533,0.9200972772401343,0.8431028431028431
08_000925_000945_s5,G51-B,1,65812,25.868015840595508,0.030032116664331143,0.9276688562402848,0.8320714034999749
08_000925_000945_s5,G51-B,2,67105,25.581909365487068,0.03348781721105221,0.9333224690367548,0.8439803439803439
