clip_id,variant,frame,n_valid,s_frame,mad_log,moge_mask_fraction,lingbot_conf_fraction
08_000800_000820_s5,G51-C,3,31636,18.535587507977027,0.03018146853378112,0.8687594872659807,0.6747765221791195
08_000800_000820_s5,G51-C,4,29527,19.092393018853922,0.024618560096500097,0.8646694214876033,0.6244307640411536
08_000825_000845_s5,G51-C,0,37217,21.865121694711537,0.023651944961775584,0.8729549671108112,0.8060170349131388
08_000825_000845_s5,G51-C,1,37597,22.032477593440124,0.025431497069277942,0.8862371394838927,0.8255397200202395
08_000825_000845_s5,G51-C,2,37781,22.25355209742896,0.022593774071997252,0.8907488615280823,0.8186667228875021
08_000825_000845_s5,G51-C,3,37009,22.117872701260286,0.030561569318670045,0.9093228200371057,0.7976049924101872
08_000825_000845_s5,G51-C,4,36382,23.31070710020768,0.027788753881950123,0.9131598920559959,0.774582560296846
08_000850_000870_s5,G51-C,0,39109,19.827650830924853,0.0264799285229671,0.9156265812109968,0.8328976218586608
08_000850_000870_s5,G51-C,1,39553,20.07604606984702,0.028858038661187635,0.9206232079608703,0.8465592848709732
08_000850_000870_s5,G51-C,2,39356,19.304439368963596,0.025556949141159135,0.9244181143531793,0.8428908753584078
08_000850_000870_s5,G51-C,3,36543,19.874799211448597,0.037337201871626036,0.9139399561477484,0.7802960026986001
08_000850_000870_s5,G51-C,4,34832,20.028220768343584,0.040587333600122344,0.9031666385562489,0.7437594872659807
08_000875_000895_s5,G51-C,0,35439,19.86992736972506,0.040206199985692415,0.9027028166638557,0.7576530612244898
08_000875_000895_s5,G51-C,1,35194,20.617927885967383,0.028523758867188498,0.8952184179456907,0.7530570079271378
08_000875_000895_s5,G51-C,2,35758,19.84981702619415,0.027307718723139196,0.8890622364648338,0.7646314724236802
08_000875_000895_s5,G51-C,3,32902,19.93120888157895,0.0329135606536588,0.8827584752909429,0.7007716309664361
08_000875_000895_s5,G51-C,4,32943,20.160875030105974,0.029207688994284275,0.8607058525889695,0.6962809917355371
08_000900_000920_s5,G51-C,0,36271,21.86038600658222,0.01974824926482377,0.8731236296171361,0.7690377804014168
08_000900_000920_s5,G51-C,1,36552,21.57701387489927,0.034803589590178374,0.8767498735031203,0.7772179119581717
08_000900_000920_s5,G51-C,2,35809,23.724389116043614,0.03628685791193753,0.8667355371900827,0.7614690504300894
08_000900_000920_s5,G51-C,3,34608,23.243495112349606,0.030782904621509788,0.8607269354022601,0.7314471243042672
08_000900_000920_s5,G51-C,4,33778,23.377924252087194,0.027318683976264913,0.8678740091077753,0.7181860347444763
08_000925_000945_s5,G51-C,0,35294,22.779063349184785,0.03107141086927445,0.8667566200033733,0.7565778377466689
08_000925_000945_s5,G51-C,1,34230,23.097735812253614,0.029854568222964506,0.8789635688986338,0.7335554056333277
08_000925_000945_s5,G51-C,2,35209,23.594200253115257,0.020195959391459795,0.8886194973857312,0.7470484061393152
08_000925_000945_s5,G51-C,3,35083,21.942512286230606,0.027358242146271916,0.8852673300725249,0.757104908078934
08_000925_000945_s5,G51-C,4,35918,22.651762576219515,0.0400744549499481,0.9164277281160398,0.7660651037274414
08_000950_000970_s5,G51-C,0,36353,21.478590091973246,0.03522193324104794,0.9130966436161241,0.792165626581211
08_000950_000970_s5,G51-C,1,35330,22.315119124093105,0.03419148434205588,0.9143616124135605,0.7621015348288076
08_000950_000970_s5,G51-C,2,33579,21.8711266116496,0.04172315197008425,0.9267372238151459,0.7111865407319953
08_000950_000970_s5,G51-C,3,32080,22.20264218167288,0.036537559665948294,0.933947545960533,0.6874894585933548
08_000950_000970_s5,G51-C,4,32048,23.735525252382025,0.03314560187563731,0.9573494687131051,0.6756830831506156
08_000975_000995_s5,G51-C,0,35811,26.461084333979706,0.04208992793533106,0.9656982627761849,0.7562615955473099
08_000975_000995_s5,G51-C,1,36670,23.88916660930617,0.015870799859976747,0.9761764209816158,0.7747090571765897
08_000975_000995_s5,G51-C,2,37987,25.523583919009365,0.02784073066578907,0.9892899308483724,0.8011258222297183
08_000975_000995_s5,G51-C,3,40846,26.722602277633857,0.036658215828662355,1.0,0.8611485916680722
08_000975_000995_s5,G51-C,4,41166,27.12086433046202,0.018765572611081582,1.0,0.867895091921066
08_001000_001020_s5,G51-C,0,40553,23.062732782279145,0.023065979231497558,0.9972592342722213,0.8553929836397369
08_001000_001020_s5,G51-C,1,36267,22.235549109464376,0.022877845554359677,0.993801652892562,0.7672246584584247
08_001000_001020_s5,G51-C,2,35328,23.030402118118236,0.017748433143627063,0.9805194805194806,0.7560086017878226
08_001000_001020_s5,G51-C,3,33112,20.945703379644716,0.019358910883918057,0.920159386068477,0.7094155844155844
08_001000_001020_s5,G51-C,4,30095,21.426693648465708,0.015288529683048058,0.8884930005059876,0.6404747849553044
08_001025_001045_s5,G51-C,0,36079,24.201359375,0.031119370787449085,0.8968628773823579,0.7899519311856974
08_001025_001045_s5,G51-C,1,35187,24.176708536410548,0.027634654867137787,0.8916765053128689,0.7703449148254343
08_001025_001045_s5,G51-C,2,35020,25.358456688596497,0.03949590478411591,0.8741777702816664,0.768595041322314
08_001025_001045_s5,G51-C,3,35900,24.268872437727037,0.05086952091197161,0.8673469387755102,0.802854612919548
08_001025_001045_s5,G51-C,4,34570,23.80969832631087,0.048130293741272645,0.8602209478832855,0.7695859335469725
08_001050_001070_s5,G51-C,0,34495,25.575468288631892,0.05516722003998753,0.8325813796593018,0.7904157530780908
08_001050_001070_s5,G51-C,1,35437,23.70149016203704,0.050212213931286165,0.8351534828807556,0.8102546803845505
08_001050_001070_s5,G51-C,2,37144,24.064429919554453,0.0490986222289409,0.8720484061393152,0.8278799122954967
08_001050_001070_s5,G51-C,3,39119,24.57687047853415,0.028060370645345056,0.903377466689155,0.857416933715635
08_001050_001070_s5,G51-C,4,41695,23.282099064925898,0.027501246675390334,0.9639905548996458,0.8943118569741947
08_001075_001095_s5,G51-C,0,41890,23.084690645219265,0.02475953632685246,0.9599848203744308,0.8943540226007759
08_001075_001095_s5,G51-C,1,44316,23.603633883046523,0.033121544694946214,0.9643489627255861,0.9465339854950244
08_001075_001095_s5,G51-C,2,40248,23.00615992916464,0.03293641857062268,0.9148043514926631,0.8516613256872997
08_001075_001095_s5,G51-C,3,37120,22.621087524900396,0.03439469506110626,0.8702563670096137,0.783880080958003
08_001075_001095_s5,G51-C,4,32110,22.49581311558516,0.046649211780572575,0.8151669758812616,0.6834415584415584
08_001100_001120_s5,G51-C,0,32753,22.646652277736955,0.028613160783294678,0.8096011131725418,0.6907994602799797
08_001100_001120_s5,G51-C,1,33412,22.277192936725456,0.027520823087882285,0.8098962725586102,0.7053466014504975
08_001100_001120_s5,G51-C,2,34266,22.561057183975564,0.025089107975503122,0.8167271040647665,0.7243211334120425
08_001100_001120_s5,G51-C,3,34522,20.84184654575386,0.030072983153760058,0.8173174228369033,0.7293810086017878
08_001100_001120_s5,G51-C,4,34225,22.659344257912746,0.033394537153534465,0.8165162759318604,0.7237097318266149
08_001125_001145_s5,G51-C,0,34594,22.945567962247317,0.021234015188920985,0.8312109967954123,0.7306248945859335
08_001125_001145_s5,G51-C,1,33852,23.043817490183244,0.02004977375573591,0.813965255523697,0.715044695564176
08_001125_001145_s5,G51-C,2,33555,22.776904993895574,0.02424314268957728,0.8165795243717322,0.7122406813965255
08_001125_001145_s5,G51-C,3,32949,22.475924951424865,0.029282739159605775,0.8345631641086186,0.6955852588969472
08_001125_001145_s5,G51-C,4,33430,22.170280403190556,0.015367724838397878,0.839728453364817,0.7047984483049418
08_001150_001170_s5,G51-C,0,36048,23.621278815093977,0.03566779406255094,0.8226513745994265,0.7748144712430427
08_001150_001170_s5,G51-C,1,36023,23.202478949890473,0.036665528338271525,0.8270998482037443,0.7762270197335133
08_001150_001170_s5,G51-C,2,35731,22.3137232169897,0.022914895083352427,0.8376412548490471,0.7731489289930848
