clip_id,scene,scale_tag,frame,offset,rot_err_deg,trans_err_m,trans_mag_pred_m,trans_mag_gt_m,trans_mag_ratio,trans_dir_err_deg
scene-0003_CAM_FRONT_cd908fdc_6180726f,scene-0003,oracle,2,-2,0.16117173998284162,0.09234581275223315,1.4390410340061917,1.3681453606962224,1.051818816440595,2.416475745908763
scene-0003_CAM_FRONT_cd908fdc_6180726f,scene-0003,oracle,3,-1,0.08066661042985108,0.03851311524027155,0.6388172407628973,0.603482284770825,1.0585517700912974,1.4137430342563793
scene-0003_CAM_FRONT_1ac0914c_e617edf7,scene-0003,const,0,-4,0.3865408388589612,1.8217117063778105,3.5335724463073266,1.7163939818808478,2.058718734515248,2.988445185145911
scene-0003_CAM_FRONT_1ac0914c_e617edf7,scene-0003,const,1,-3,0.2976743130612436,1.387041155204656,2.6369256047790164,1.2536766145259757,2.1033539066021882,3.230313640169434
scene-0003_CAM_FRONT_1ac0914c_e617edf7,scene-0003,const,2,-2,0.3635674437522013,1.171222688070485,2.067427641964725,0.8980981873768035,2.302006251680943,2.7993036287326944
scene-0003_CAM_FRONT_1ac0914c_e617edf7,scene-0003,const,3,-1,0.10056922125026063,0.6296186865287497,1.1292824354118327,0.5005727444864448,2.2559806698433076,2.5775212514605688
scene-0003_CAM_FRONT_1ac0914c_e617edf7,scene-0003,oracle,0,-4,0.3865408388589612,0.22807993104320026,1.9238529583606305,1.7163939818808478,1.1208690887231185,2.988445185146033
scene-0003_CAM_FRONT_1ac0914c_e617edf7,scene-0003,oracle,1,-3,0.2976743130612436,0.19708528865684885,1.4356737275989568,1.2536766145259757,1.1451707010916812,3.230313640169434
scene-0003_CAM_FRONT_1ac0914c_e617edf7,scene-0003,oracle,2,-2,0.3635674437522013,0.23275414939322306,1.1256106520037223,0.8980981873768035,1.2533269388856525,2.799303628732824
scene-0003_CAM_FRONT_1ac0914c_e617edf7,scene-0003,oracle,3,-1,0.10056922125026063,0.11695818442172674,0.6148376429814383,0.5005727444864448,1.2282683181486875,2.5775212514605688
scene-0003_CAM_FRONT_7c0aa537_5e4e25f8,scene-0003,const,0,-4,0.14244146959014217,1.9744196876485556,4.623311794709648,2.6561084516670643,1.7406336672013145,2.7577902895221342
scene-0003_CAM_FRONT_7c0aa537_5e4e25f8,scene-0003,const,1,-3,0.16623095884812022,1.4276043870204382,3.3184290658987163,1.8955417204605478,1.750649447637828,2.6492510978314296
scene-0003_CAM_FRONT_7c0aa537_5e4e25f8,scene-0003,const,2,-2,0.14893764851208172,0.9500490456206685,2.1690315216757394,1.2221966693937254,1.7746992574866813,2.748002684150491
scene-0003_CAM_FRONT_7c0aa537_5e4e25f8,scene-0003,const,3,-1,0.055745457730639845,0.3943642295629182,0.9503338023771262,0.5584857667104582,1.7016258229367158,3.498548669085575
scene-0003_CAM_FRONT_7c0aa537_5e4e25f8,scene-0003,oracle,0,-4,0.14244146959014217,0.1292348118569819,2.6722640540383433,2.6561084516670643,1.0060824332534837,2.7577902895221342
scene-0003_CAM_FRONT_7c0aa537_5e4e25f8,scene-0003,oracle,1,-3,0.16623095884812022,0.09098394391463169,1.9180447052747573,1.8955417204605478,1.0118715323283638,2.6492510978312924
scene-0003_CAM_FRONT_7c0aa537_5e4e25f8,scene-0003,oracle,2,-2,0.14893764851208172,0.0672026627725135,1.2536954514040475,1.2221966693937254,1.0257722695529412,2.748002684150491
scene-0003_CAM_FRONT_7c0aa537_5e4e25f8,scene-0003,oracle,3,-1,0.055745457730639845,0.035042515541987874,0.5492908486803583,0.5584857667104582,0.9835359850184562,3.4985486690854706
scene-0003_CAM_FRONT_c1ab33c3_57a79294,scene-0003,const,0,-4,0.1257553279915697,1.5124391210652453,3.372571717948835,1.8710758660636817,1.802477269424654,4.143157497271702
scene-0003_CAM_FRONT_c1ab33c3_57a79294,scene-0003,const,1,-3,0.13439311283569957,1.2870157764109773,2.766734614753068,1.4893563670402479,1.857671324326034,4.438368726134883
scene-0003_CAM_FRONT_c1ab33c3_57a79294,scene-0003,const,2,-2,0.2690793596669128,0.9259498826112036,2.0670248023454474,1.1463052525814619,1.8032062556553232,3.6587495578123432
scene-0003_CAM_FRONT_c1ab33c3_57a79294,scene-0003,const,3,-1,0.32795996633331354,0.4942991413154629,1.2348514293889088,0.7429210166950901,1.6621570821649225,2.8915899486576
scene-0003_CAM_FRONT_c1ab33c3_57a79294,scene-0003,oracle,0,-4,0.1257553279915697,0.4112413541256692,2.2545738300924842,1.8710758660636817,1.204961204932644,4.143157497271702
scene-0003_CAM_FRONT_c1ab33c3_57a79294,scene-0003,oracle,1,-3,0.13439311283569957,0.38245982690264324,1.8495699955128169,1.4893563670402479,1.241858588343373,4.438368726134883
scene-0003_CAM_FRONT_c1ab33c3_57a79294,scene-0003,oracle,2,-2,0.2690793596669128,0.2488378739274933,1.3818119865971186,1.1463052525814619,1.205448534310821,3.6587495578124427
scene-0003_CAM_FRONT_c1ab33c3_57a79294,scene-0003,oracle,3,-1,0.32795996633331354,0.09154926029129426,0.8255017089586967,0.7429210166950901,1.111156758804549,2.8915899486577263
scene-0003_CAM_FRONT_3be45164_1b5a6659,scene-0003,const,0,-4,0.18844967609860672,1.3972429058201896,7.747610346361175,6.411245713381195,1.2084407138211524,3.3168621648303303
scene-0003_CAM_FRONT_3be45164_1b5a6659,scene-0003,const,1,-3,0.26054748855822946,1.096114084206537,6.046474746979569,4.999258642587929,1.2094742799403424,3.374205015963978
scene-0003_CAM_FRONT_3be45164_1b5a6659,scene-0003,const,2,-2,0.14360738710811397,0.721758652828411,4.1360748912676595,3.4435684973272087,1.2011013849377332,3.088316174026373
scene-0003_CAM_FRONT_3be45164_1b5a6659,scene-0003,const,3,-1,0.18520825687470124,0.36255081645110065,2.0443278057152257,1.7028640532138322,1.2005232019884062,3.7422556714001645
scene-0003_CAM_FRONT_3be45164_1b5a6659,scene-0003,oracle,0,-4,0.18844967609860672,0.4592223451061914,6.671223512911695,6.411245713381195,1.0405502785500622,3.3168621648303303
scene-0003_CAM_FRONT_3be45164_1b5a6659,scene-0003,oracle,1,-3,0.26054748855822946,0.364915742177739,5.206429169637083,4.999258642587929,1.041440249817103,3.3742050159640864
scene-0003_CAM_FRONT_3be45164_1b5a6659,scene-0003,oracle,2,-2,0.14360738710811397,0.22252508858705772,3.561443959136118,3.4435684973272087,1.0342306133594847,3.088316174026373
scene-0003_CAM_FRONT_3be45164_1b5a6659,scene-0003,oracle,3,-1,0.18520825687470124,0.12681757479645955,1.7603063545899718,1.7028640532138322,1.0337327582126876,3.742255671400262
scene-0003_CAM_FRONT_b214d0d4_20684b77,scene-0003,const,0,-4,0.49399915139212464,1.6270217008790946,7.568179360777961,5.973569811699948,1.2669441555625216,2.7538710713712833
scene-0003_CAM_FRONT_b214d0d4_20684b77,scene-0003,const,1,-3,0.47776550916615784,1.0219248231391613,5.18223083291712,4.1838852263662645,1.2386168722457824,2.685861283383759
scene-0003_CAM_FRONT_b214d0d4_20684b77,scene-0003,const,2,-2,0.25008152498401176,0.5226604518470683,3.0163152884268247,2.511478588475374,1.201011747529139,2.8174301561949076
scene-0003_CAM_FRONT_b214d0d4_20684b77,scene-0003,const,3,-1,0.14447154181292207,0.2694759388121964,1.2627117128380867,1.0012303572007346,1.2611600355071217,3.3204122449272755
scene-0003_CAM_FRONT_b214d0d4_20684b77,scene-0003,oracle,0,-4,0.49399915139212464,0.3373262956597258,6.143921954441062,5.973569811699948,1.0285176449109976,2.7538710713712833
scene-0003_CAM_FRONT_b214d0d4_20684b77,scene-0003,oracle,1,-3,0.47776550916615784,0.19800332978177032,4.20698562620588,4.1838852263662645,1.0055212795260347,2.685861283383895
scene-0003_CAM_FRONT_b214d0d4_20684b77,scene-0003,oracle,2,-2,0.25008152498401176,0.13715594806994205,2.4486742238329855,2.511478588475374,0.9749930718380064,2.8174301561947783
scene-0003_CAM_FRONT_b214d0d4_20684b77,scene-0003,oracle,3,-1,0.14447154181292207,0.06336278540917101,1.0250817065517228,1.0012303572007346,1.0238220397328668,3.320412244927056
