clip_id,sequence,config,support,depth_source,pose_source,scale_used,iou,precision,recall,n_pred_occupied,n_gt_occupied,n_points,in_grid_fraction,out_of_grid_fraction,sparse_absrel,pose_rot_err_deg,pose_trans_err_m
08_000950_000970_s5,08,D_preddepth_full,full_predicted_depth,pred,gt,26.507648316909883,0.09496510111361128,0.4932628601205985,0.10523139472096052,26866,125932,328038,0.5625872612319305,0.4374127387680695,0.07826775376254574,0.0,0.0
08_000950_000970_s5,08,E_preddepth_predpose,full_predicted_depth,pred,pred,26.507648316909883,0.09465147241986514,0.4898677434890527,0.10500111171108217,26993,125932,328038,0.5760369225516556,0.4239630774483444,0.07826775376254574,0.30927656367616874,0.39684218347607236
08_000950_000970_s5,08,F_deployable,full_predicted_depth,pred,pred,27.3498,0.08846537173668323,0.47686777721949525,0.09797350951307054,25873,125932,327751,0.5731027517841288,0.42689724821587116,0.1002324011573547,0.30927656367616874,0.39684218347607236
08_000975_000995_s5,08,A_gtdepth_gtpose,sparse_common_support,lidar,gt,1.0,0.1437282108976763,0.9569962082678257,0.1446625286585025,21626,143064,96519,0.7666469814233468,0.23335301857665325,nan,0.0,0.0
08_000975_000995_s5,08,B_gtdepth_predpose,sparse_common_support,lidar,pred,29.185404980400538,0.12365420617595177,0.7888587073686026,0.1278868198848068,23193,143064,96519,0.7687812762254064,0.23121872377459363,nan,1.5566861437542228,0.3913800712283506
08_000975_000995_s5,08,C_preddepth_common,sparse_common_support,pred,gt,29.185404980400538,0.03267699190022706,0.5188334050796384,0.033698204999161215,9292,143064,82428,0.7548648517494055,0.24513514825059446,0.08459440036069191,0.0,0.0
08_000975_000995_s5,08,D_preddepth_full,full_predicted_depth,pred,gt,29.185404980400538,0.04656311086719246,0.28329706610640054,0.05278057372924006,26654,143064,312331,0.6641031469818878,0.33589685301811223,0.08459440036069191,0.0,0.0
08_000975_000995_s5,08,E_preddepth_predpose,full_predicted_depth,pred,pred,29.185404980400538,0.04320164059990611,0.27085431027805745,0.04888721131801152,25822,143064,312331,0.6645705997803613,0.33542940021963874,0.08459440036069191,1.5566861437542228,0.3913800712283506
08_000975_000995_s5,08,F_deployable,full_predicted_depth,pred,pred,27.3498,0.07730464831122506,0.4040198077483251,0.0872546552591847,30897,143064,312331,0.6835664727484624,0.3164335272515376,0.09618607954824228,1.5566861437542228,0.3913800712283506
08_001000_001020_s5,08,A_gtdepth_gtpose,sparse_common_support,lidar,gt,1.0,0.133891494537098,0.9419495130944502,0.1350054880279686,21154,147594,95450,0.7114510214772132,0.2885489785227868,nan,0.0,0.0
08_001000_001020_s5,08,B_gtdepth_predpose,sparse_common_support,lidar,pred,27.321467158921948,0.13466442953020133,0.9345163243444646,0.1359472607287559,21471,147594,95450,0.7153693033001571,0.28463069669984287,nan,0.18058499317947704,0.13157563047682333
08_001000_001020_s5,08,C_preddepth_common,sparse_common_support,pred,gt,27.321467158921948,0.06541457261277857,0.8143070787637089,0.06640513842026098,12036,147594,72740,0.7565301072312345,0.24346989276876552,0.09603954603812628,0.0,0.0
08_001000_001020_s5,08,D_preddepth_full,full_predicted_depth,pred,gt,27.321467158921948,0.09502175502968849,0.5272189552598094,0.10387278615661884,29079,147594,295406,0.7142271991767263,0.2857728008232737,0.09603954603812628,0.0,0.0
08_001000_001020_s5,08,E_preddepth_predpose,full_predicted_depth,pred,pred,27.321467158921948,0.09321444538274304,0.5273659804679266,0.10171145168502785,28466,147594,295406,0.7185026709003879,0.2814973290996121,0.09603954603812628,0.18058499317947704,0.13157563047682333
08_001000_001020_s5,08,F_deployable,full_predicted_depth,pred,pred,27.3498,0.09281479872125144,0.5254981899975398,0.10130493109475995,28453,147594,295406,0.7183300271490762,0.28166997285092377,0.09639657915683972,0.18058499317947704,0.13157563047682333
08_001025_001045_s5,08,A_gtdepth_gtpose,sparse_common_support,lidar,gt,1.0,0.15025570842037023,0.9779653070792311,0.15076611737496387,21330,138360,95272,0.7072487194558738,0.29275128054412625,nan,0.0,0.0
08_001025_001045_s5,08,B_gtdepth_predpose,sparse_common_support,lidar,pred,31.271833654577737,0.1413715912260501,0.9310880829015544,0.1428664353859497,21230,138360,95272,0.7113107733646822,0.2886892266353178,nan,0.43576364754529495,0.4271135378001525
08_001025_001045_s5,08,C_preddepth_common,sparse_common_support,pred,gt,31.271833654577737,0.0494883813278685,0.7238124870358846,0.050440878866724485,9642,138360,84972,0.6765640446264651,0.32343595537353487,0.10657924643557952,0.0,0.0
08_001025_001045_s5,08,D_preddepth_full,full_predicted_depth,pred,gt,31.271833654577737,0.06236958033851148,0.3192724706486174,0.07193553050014455,31174,138360,329530,0.6657481868115195,0.3342518131884805,0.10657924643557952,0.0,0.0
08_001025_001045_s5,08,E_preddepth_predpose,full_predicted_depth,pred,pred,31.271833654577737,0.05276007223442209,0.289617297596021,0.060602775368603645,28952,138360,329530,0.6728218978545201,0.32717810214547993,0.10657924643557952,0.43576364754529495,0.4271135378001525
08_001025_001045_s5,08,F_deployable,full_predicted_depth,pred,pred,27.3498,0.10847780245208725,0.43772590361445785,0.126040763226366,39840,138360,333276,0.7065465260024725,0.2934534739975275,0.10253313263234762,0.43576364754529495,0.4271135378001525
08_001050_001070_s5,08,A_gtdepth_gtpose,sparse_common_support,lidar,gt,1.0,0.18238263059756132,0.9823325270796088,0.18298284964298658,19018,102097,93636,0.7607757700029903,0.23922422999700965,nan,0.0,0.0
08_001050_001070_s5,08,B_gtdepth_predpose,sparse_common_support,lidar,pred,29.872970547552136,0.17046309333230467,0.9171379650287967,0.17312947491111394,19273,102097,93636,0.7728010594215899,0.22719894057841006,nan,0.3286323769970114,0.4633884504561913
08_001050_001070_s5,08,C_preddepth_common,sparse_common_support,pred,gt,29.872970547552136,0.0764972082345272,0.6834641681438339,0.07930693360235855,11847,102097,86706,0.7599128088021591,0.24008719119784094,0.11632262398513914,0.0,0.0
08_001050_001070_s5,08,D_preddepth_full,full_predicted_depth,pred,gt,29.872970547552136,0.10133628408284623,0.424102092760181,0.11750590125077133,28288,102097,328587,0.667521843530024,0.332478156469976,0.11632262398513914,0.0,0.0
08_001050_001070_s5,08,E_preddepth_predpose,full_predicted_depth,pred,pred,29.872970547552136,0.09313957018993961,0.4014176663031625,0.1081618460875442,27510,102097,328587,0.6776561458609135,0.3223438541390865,0.11632262398513914,0.3286323769970114,0.4633884504561913
08_001050_001070_s5,08,F_deployable,full_predicted_depth,pred,pred,27.3498,0.09060235770066155,0.37100278362414285,0.10704526087935982,29458,102097,328709,0.6939329315595253,0.3060670684404747,0.09088545801631472,0.3286323769970114,0.4633884504561913
08_001075_001095_s5,08,A_gtdepth_gtpose,sparse_common_support,lidar,gt,1.0,0.1347371152652017,0.9700407019416828,0.13530013959981388,14987,107450,94324,0.6877888978414826,0.31221110215851744,nan,0.0,0.0
08_001075_001095_s5,08,B_gtdepth_predpose,sparse_common_support,lidar,pred,26.713390881414238,0.12868431413842674,0.8885376493646077,0.1307957189390414,15817,107450,94324,0.6871739960137399,0.31282600398626015,nan,0.7551135874512671,0.12271258618524689
08_001075_001095_s5,08,C_preddepth_common,sparse_common_support,pred,gt,26.713390881414238,0.08772120094716483,0.7522864672143854,0.0903303862261517,12902,107450,88541,0.6853773957827447,0.3146226042172553,0.0670978379271677,0.0,0.0
08_001075_001095_s5,08,D_preddepth_full,full_predicted_depth,pred,gt,26.713390881414238,0.10927012903385591,0.49173384849723223,0.12318287575616566,26917,107450,328100,0.6149588540079244,0.3850411459920756,0.0670978379271677,0.0,0.0
08_001075_001095_s5,08,E_preddepth_predpose,full_predicted_depth,pred,pred,26.713390881414238,0.10704619383033845,0.4917490494296578,0.12036295951605398,26300,107450,328100,0.6137793355684242,0.38622066443157577,0.0670978379271677,0.7551135874512671,0.12271258618524689
08_001075_001095_s5,08,F_deployable,full_predicted_depth,pred,pred,27.3498,0.10643009982765368,0.5024764150943396,0.11896696137738483,25440,107450,328100,0.6079366046936909,0.39206339530630907,0.08067212254414524,0.7551135874512671,0.12271258618524689
08_001100_001120_s5,08,A_gtdepth_gtpose,sparse_common_support,lidar,gt,1.0,0.12874912385316303,0.957519645219015,0.1294887577201898,12853,95043,87888,0.6070111960677226,0.3929888039322774,nan,0.0,0.0
08_001100_001120_s5,08,B_gtdepth_predpose,sparse_common_support,lidar,pred,27.425518696302756,0.12706382358149565,0.9273224874562871,0.12834190839935608,13154,95043,87888,0.6066812306572,0.39331876934279997,nan,0.576760109102636,0.20263017662825322
08_001100_001120_s5,08,C_preddepth_common,sparse_common_support,pred,gt,27.425518696302756,0.04001489488038807,0.4792671166827387,0.041833696326925705,8296,95043,82429,0.5946936151111866,0.40530638488881343,0.07031767884125328,0.0,0.0
08_001100_001120_s5,08,D_preddepth_full,full_predicted_depth,pred,gt,27.425518696302756,0.053625938453922946,0.2940289505428227,0.061551087402544113,19896,95043,324879,0.5298218721431671,0.4701781278568329,0.07031767884125328,0.0,0.0
08_001100_001120_s5,08,E_preddepth_predpose,full_predicted_depth,pred,pred,27.425518696302756,0.0519299404548916,0.28862825089240185,0.05955199225613669,19610,95043,324879,0.5332385288061093,0.46676147119389066,0.07031767884125328,0.576760109102636,0.20263017662825322
08_001100_001120_s5,08,F_deployable,full_predicted_depth,pred,pred,27.3498,0.05281644931124929,0.29153589146501974,0.06059362604294898,19754,95043,324880,0.535339202166954,0.46466079783304604,0.0698440068136103,0.576760109102636,0.20263017662825322
08_001125_001145_s5,08,A_gtdepth_gtpose,sparse_common_support,lidar,gt,1.0,0.13246387670997073,0.9563564588054683,0.13326949328660787,13679,98162,88382,0.6092756443619741,0.3907243556380259,nan,0.0,0.0
08_001125_001145_s5,08,B_gtdepth_predpose,sparse_common_support,lidar,pred,27.90398656815902,0.13572055219982454,0.9305171460176991,0.13711008333163546,14464,98162,88382,0.6128849765789414,0.38711502342105863,nan,0.4664431704284233,0.30605114119273186
08_001125_001145_s5,08,C_preddepth_common,sparse_common_support,pred,gt,27.90398656815902,0.029975912213399947,0.5265540658192582,0.030806218292210835,5743,98162,81987,0.5147035505628941,0.4852964494371059,0.08726825720905866,0.0,0.0
08_001125_001145_s5,08,D_preddepth_full,full_predicted_depth,pred,gt,27.90398656815902,0.03978724560990196,0.2646615634982822,0.04473217742099794,16591,98162,328202,0.49258992937276436,0.5074100706272356,0.08726825720905866,0.0,0.0
08_001125_001145_s5,08,E_preddepth_predpose,full_predicted_depth,pred,pred,27.90398656815902,0.040327542526239595,0.2650609574784419,0.04540453535991524,16815,98162,328202,0.5058988062229968,0.49410119377700323,0.08726825720905866,0.4664431704284233,0.30605114119273186
08_001125_001145_s5,08,F_deployable,full_predicted_depth,pred,pred,27.3498,0.043049562629469816,0.27758982734484366,0.04848108229253683,17144,98162,328228,0.5303203870480276,0.46967961295197236,0.07948526668700538,0.4664431704284233,0.30605114119273186
08_001150_001170_s5,08,A_gtdepth_gtpose,sparse_common_support,lidar,gt,1.0,0.13696448187477114,0.9439747634069401,0.13808697578263437,15850,108352,92785,0.6587487201595086,0.3412512798404914,nan,0.0,0.0
08_001150_001170_s5,08,B_gtdepth_predpose,sparse_common_support,lidar,pred,27.950065346788342,0.1343408071748879,0.8263364042588404,0.13824387182516243,18127,108352,92785,0.6693323274236137,0.3306676725763863,nan,0.3489157375251831,0.6533814043232379
08_001150_001170_s5,08,C_preddepth_common,sparse_common_support,pred,gt,27.950065346788342,0.058112154681405,0.6095628669959922,0.06035883047844064,10729,108352,88603,0.6529462885003894,0.3470537114996106,0.06492525599407056,0.0,0.0
08_001150_001170_s5,08,D_preddepth_full,full_predicted_depth,pred,gt,27.950065346788342,0.07470252763500669,0.32900358324145534,0.08812943000590667,29024,108352,345668,0.6156225048312254,0.3843774951687746,0.06492525599407056,0.0,0.0
08_001150_001170_s5,08,E_preddepth_predpose,full_predicted_depth,pred,pred,27.950065346788342,0.07422847776061532,0.3368861547265639,0.08692963673951565,27959,108352,345668,0.6400939629933925,0.3599060370066075,0.06492525599407056,0.3489157375251831,0.6533814043232379
08_001150_001170_s5,08,F_deployable,full_predicted_depth,pred,pred,27.3498,0.08545192738946722,0.3669290806500659,0.10022888363851151,29597,108352,345668,0.6453302012335536,0.35466979876644644,0.06322385130845894,0.3489157375251831,0.6533814043232379
08_001175_001195_s5,08,A_gtdepth_gtpose,sparse_common_support,lidar,gt,1.0,0.10327667549925677,0.956558919103814,0.10376334610354072,11694,107803,88678,0.5730733665621688,0.4269266334378312,nan,0.0,0.0
08_001175_001195_s5,08,B_gtdepth_predpose,sparse_common_support,lidar,pred,25.00321938344947,0.10070012311876367,0.9137140475197999,0.10166692949175811,11995,107803,88678,0.5807190058413586,0.4192809941586414,nan,0.17464649293902373,0.31123661920815615
08_001175_001195_s5,08,C_preddepth_common,sparse_common_support,pred,gt,25.00321938344947,0.05633636899098365,0.7089747975823926,0.0576700091834179,8769,107803,83926,0.5616852941877368,0.4383147058122632,0.0745103252916167,0.0,0.0
08_001175_001195_s5,08,D_preddepth_full,full_predicted_depth,pred,gt,25.00321938344947,0.07259388848086747,0.3967080045095829,0.08160255280465294,22175,107803,333813,0.5786293523619511,0.4213706476380489,0.0745103252916167,0.0,0.0
08_001175_001195_s5,08,E_preddepth_predpose,full_predicted_depth,pred,pred,25.00321938344947,0.07155993703918483,0.4009282896263634,0.08012764023264658,21545,107803,333813,0.5858160107605156,0.4141839892394844,0.0745103252916167,0.17464649293902373,0.31123661920815615
08_001175_001195_s5,08,F_deployable,full_predicted_depth,pred,pred,27.3498,0.05759546962967855,0.34349153209925165,0.06471990575401426,20312,107803,333706,0.5241619868986473,0.47583801310135265,0.13635478886813826,0.17464649293902373,0.31123661920815615
08_001200_001220_s5,08,A_gtdepth_gtpose,sparse_common_support,lidar,gt,1.0,0.1037509441900045,0.9367230662983426,0.10448321682361777,11584,103854,80386,0.6467295300176648,0.35327046998233524,nan,0.0,0.0
08_001200_001220_s5,08,B_gtdepth_predpose,sparse_common_support,lidar,pred,22.64178942828334,0.10809779913796391,0.9178947368421052,0.10915323434821962,12350,103854,80386,0.6375115069788272,0.3624884930211728,nan,0.5381967429196662,0.20259714873411683
08_001200_001220_s5,08,C_preddepth_common,sparse_common_support,pred,gt,22.64178942828334,0.06035977257899152,0.6533494753833737,0.062356770081075354,9912,103854,72466,0.6173653851461375,0.3826346148538625,0.10832743564716003,0.0,0.0
08_001200_001220_s5,08,D_preddepth_full,full_predicted_depth,pred,gt,22.64178942828334,0.07903632694248235,0.3841814837522992,0.09050205095614998,24465,103854,330111,0.5743522633296073,0.4256477366703927,0.10832743564716003,0.0,0.0
08_001200_001220_s5,08,E_preddepth_predpose,full_predicted_depth,pred,pred,22.64178942828334,0.07829399989907315,0.3822526998727056,0.08963544976601767,24353,103854,330111,0.5679120053557742,0.43208799464422576,0.10832743564716003,0.5381967429196662,0.20259714873411683
08_001200_001220_s5,08,F_deployable,full_predicted_depth,pred,pred,27.3498,0.041782476341737804,0.2287072673760471,0.048635584570647254,22085,103854,330078,0.47200661661789034,0.5279933833821097,0.26273878685174096,0.5381967429196662,0.20259714873411683
08_001225_001245_s5,08,A_gtdepth_gtpose,sparse_common_support,lidar,gt,1.0,0.08877141659609775,0.9543866102630126,0.08914965080619529,10874,116411,86222,0.8430678945048827,0.15693210549511727,nan,0.0,0.0
08_001225_001245_s5,08,B_gtdepth_predpose,sparse_common_support,lidar,pred,20.59934236938148,0.08884034846713709,0.9296428571428571,0.08944171942514023,11200,116411,86222,0.8455382616965508,0.15446173830344923,nan,0.18857344063610093,0.14183517432598944
08_001225_001245_s5,08,C_preddepth_common,sparse_common_support,pred,gt,20.59934236938148,0.05685173001332726,0.7587526736462906,0.05789830857908617,8883,116411,80887,0.8405677055645531,0.15943229443544693,0.08377495706260084,0.0,0.0
08_001225_001245_s5,08,D_preddepth_full,full_predicted_depth,pred,gt,20.59934236938148,0.07172883270069329,0.45181050239588993,0.07856645849619022,20243,116411,348083,0.8093155942691829,0.19068440573081713,0.08377495706260084,0.0,0.0
08_001225_001245_s5,08,E_preddepth_predpose,full_predicted_depth,pred,pred,20.59934236938148,0.07111977488170285,0.4556120650586636,0.07772461365334891,19859,116411,348083,0.8160007814228216,0.18399921857717838,0.08377495706260084,0.18857344063610093,0.14183517432598944
08_001225_001245_s5,08,F_deployable,full_predicted_depth,pred,pred,27.3498,0.0323000249567039,0.21260391258897904,0.03668897269158413,20089,116411,348000,0.5994281609195402,0.4005718390804598,0.37876800907508945,0.18857344063610093,0.14183517432598944
08_001250_001270_s5,08,A_gtdepth_gtpose,sparse_common_support,lidar,gt,1.0,0.12176556298045521,0.946987951807229,0.12260126134025834,15355,118604,83295,0.7455909718470496,0.2544090281529504,nan,0.0,0.0
08_001250_001270_s5,08,B_gtdepth_predpose,sparse_common_support,lidar,pred,23.142362681455488,0.12135841100383193,0.9404785061272126,0.1222977302620485,15423,118604,83295,0.7500810372771475,0.24991896272285252,nan,0.23277985003596582,0.12224850823916218
08_001250_001270_s5,08,C_preddepth_common,sparse_common_support,pred,gt,23.142362681455488,0.056003773303875085,0.7509153445023854,0.057063842703450135,9013,118604,70489,0.796166777795117,0.20383322220488298,0.12961363989612826,0.0,0.0
08_001250_001270_s5,08,D_preddepth_full,full_predicted_depth,pred,gt,23.142362681455488,0.07722510083654148,0.455674479519487,0.08507301608714715,22143,118604,312901,0.7562679569576319,0.24373204304236806,0.12961363989612826,0.0,0.0
08_001250_001270_s5,08,E_preddepth_predpose,full_predicted_depth,pred,pred,23.142362681455488,0.07781266753465574,0.4591882852752418,0.0856632154058885,22126,118604,312901,0.7605824206378375,0.23941757936216246,0.12961363989612826,0.23277985003596582,0.12224850823916218
08_001250_001270_s5,08,F_deployable,full_predicted_depth,pred,pred,27.3498,0.03152824071960184,0.24449690174092653,0.03493136825064922,16945,118604,312893,0.5845480723442199,0.4154519276557801,0.27218162370784355,0.23277985003596582,0.12224850823916218
08_001275_001295_s5,08,A_gtdepth_gtpose,sparse_common_support,lidar,gt,1.0,0.18708576998050683,0.9570224859151418,0.1886708997621341,20057,101738,95535,0.8975768043125556,0.1024231956874444,nan,0.0,0.0
08_001275_001295_s5,08,B_gtdepth_predpose,sparse_common_support,lidar,pred,28.965911157797507,0.19001622749401129,0.91659677569658,0.19335941339519158,21462,101738,95535,0.90065421049877,0.09934578950122996,nan,0.5586588286841763,0.20209500169501687
08_001275_001295_s5,08,C_preddepth_common,sparse_common_support,pred,gt,28.965911157797507,0.12476148679590902,0.8094707520891364,0.1285360435628772,16155,101738,89285,0.8877639021112169,0.11223609788878308,0.052449538082165056,0.0,0.0
08_001275_001295_s5,08,D_preddepth_full,full_predicted_depth,pred,gt,28.965911157797507,0.15653820262537865,0.5210194650609158,0.182852031689241,35705,101738,341220,0.7922015122208546,0.20779848777914545,0.052449538082165056,0.0,0.0
08_001275_001295_s5,08,E_preddepth_predpose,full_predicted_depth,pred,pred,28.965911157797507,0.15461928934010152,0.5261097357360816,0.1796378934124909,34738,101738,341220,0.7925912900767833,0.2074087099232167,0.052449538082165056,0.5586588286841763,0.20209500169501687
08_001275_001295_s5,08,F_deployable,full_predicted_depth,pred,pred,27.3498,0.13803042433947157,0.4267115489332211,0.16945487428492795,40402,101738,341220,0.8150518726921048,0.18494812730789523,0.06693400265289287,0.5586588286841763,0.20209500169501687
08_001300_001320_s5,08,A_gtdepth_gtpose,sparse_common_support,lidar,gt,1.0,0.12255617693784035,0.9261623872310896,0.1237654521343188,14410,107833,95159,0.8370201452306141,0.16297985476938592,nan,0.0,0.0
08_001300_001320_s5,08,B_gtdepth_predpose,sparse_common_support,lidar,pred,25.298250860567205,0.12568673822084772,0.8676923076923077,0.1281425908580861,15925,107833,95159,0.8545066677875977,0.14549333221240235,nan,0.2879942345475941,0.14720533047389367
08_001300_001320_s5,08,C_preddepth_common,sparse_common_support,pred,gt,25.298250860567205,0.06334578217218804,0.649077727814995,0.06559216566357237,10897,107833,86454,0.8841580493672936,0.11584195063270641,0.08781069500036619,0.0,0.0
08_001300_001320_s5,08,D_preddepth_full,full_predicted_depth,pred,gt,25.298250860567205,0.07985249967367185,0.3990053401818108,0.09076998692422543,24531,107833,315038,0.8320520064246217,0.16794799357537826,0.08781069500036619,0.0,0.0
08_001300_001320_s5,08,E_preddepth_predpose,full_predicted_depth,pred,pred,25.298250860567205,0.07639013416363725,0.38687306501547986,0.08691216974395594,24225,107833,315038,0.8416667195703376,0.15833328042966244,0.08781069500036619,0.2879942345475941,0.14720533047389367
08_001300_001320_s5,08,F_deployable,full_predicted_depth,pred,pred,27.3498,0.055241566381417063,0.36909437773538323,0.06100173416301132,17822,107833,315038,0.6920054088713108,0.3079945911286892,0.1602582482356468,0.2879942345475941,0.14720533047389367
08_001325_001345_s5,08,A_gtdepth_gtpose,sparse_common_support,lidar,gt,1.0,0.13201935279187818,0.959919261822376,0.13275112653028673,17340,125385,92218,0.7836322626819059,0.2163677373180941,nan,0.0,0.0
08_001325_001345_s5,08,B_gtdepth_predpose,sparse_common_support,lidar,pred,23.00647189246972,0.13322639922758278,0.8490051109016027,0.1364597041113371,20153,125385,92218,0.7955822073781691,0.2044177926218309,nan,0.8092409095007727,0.23027697393368282
08_001325_001345_s5,08,C_preddepth_common,sparse_common_support,pred,gt,23.00647189246972,0.07841959615618538,0.6264423660876959,0.08226661881405271,16466,125385,85511,0.7780168633275251,0.22198313667247493,0.07265386654735853,0.0,0.0
08_001325_001345_s5,08,D_preddepth_full,full_predicted_depth,pred,gt,23.00647189246972,0.09369536081422167,0.38932549330016397,0.10983769988435618,35374,125385,335553,0.7534130226819609,0.24658697731803914,0.07265386654735853,0.0,0.0
08_001325_001345_s5,08,E_preddepth_predpose,full_predicted_depth,pred,pred,23.00647189246972,0.09109933132384021,0.4098575303176731,0.10485305259799817,32077,125385,335553,0.7665376259488069,0.23346237405119308,0.07265386654735853,0.8092409095007727,0.23027697393368282
08_001325_001345_s5,08,F_deployable,full_predicted_depth,pred,pred,27.3498,0.07173860371742065,0.3520877926137329,0.08264943972564501,29433,125385,335415,0.6969724073163096,0.3030275926836904,0.2241024561902141,0.8092409095007727,0.23027697393368282
08_001350_001370_s5,08,A_gtdepth_gtpose,sparse_common_support,lidar,gt,1.0,0.0987438991526185,0.882813545710079,0.10005537140559934,14942,131837,92573,0.5929590701392414,0.40704092986075857,nan,0.0,0.0
08_001350_001370_s5,08,B_gtdepth_predpose,sparse_common_support,lidar,pred,24.984123833125224,0.10644952707478084,0.9239705018599491,0.10739018636649802,15323,131837,92573,0.5945145992892096,0.4054854007107904,nan,0.4663678152507395,0.12378633611593477
08_001350_001370_s5,08,C_preddepth_common,sparse_common_support,pred,gt,24.984123833125224,0.04140852605021362,0.46873977086743046,0.043447590585344024,12220,131837,86355,0.5801748595912223,0.4198251404087777,0.06749029049885089,0.0,0.0
08_001350_001370_s5,08,D_preddepth_full,full_predicted_depth,pred,gt,24.984123833125224,0.051497200797061174,0.3260524396000515,0.05763177256764034,23303,131837,332402,0.5318199048140505,0.4681800951859495,0.06749029049885089,0.0,0.0
08_001350_001370_s5,08,E_preddepth_predpose,full_predicted_depth,pred,pred,24.984123833125224,0.06259509547242745,0.3936298594948711,0.06927493799161086,23202,131837,332402,0.5363385298524076,0.4636614701475924,0.06749029049885089,0.4663678152507395,0.12378633611593477
08_001350_001370_s5,08,F_deployable,full_predicted_depth,pred,pred,27.3498,0.09013717440345248,0.5413388311524383,0.09759020608782057,23767,131837,332402,0.5261671109078766,0.4738328890921234,0.13298695247975026,0.4663678152507395,0.12378633611593477
08_001375_001395_s5,08,A_gtdepth_gtpose,sparse_common_support,lidar,gt,1.0,0.1379520505195139,0.9394909236385458,0.13918873865530654,19997,134975,92271,0.8042396852748968,0.19576031472510325,nan,0.0,0.0
08_001375_001395_s5,08,B_gtdepth_predpose,sparse_common_support,lidar,pred,25.926635924406664,0.13292402148887184,0.9081194447218616,0.13473606223374698,20026,134975,92271,0.7974986723889412,0.20250132761105877,nan,0.2750431316236196,0.34069164137779745
08_001375_001395_s5,08,C_preddepth_common,sparse_common_support,pred,gt,25.926635924406664,0.07274139269997411,0.5665013894186237,0.0770290794591591,18353,134975,87290,0.80516668576011,0.19483331423989003,0.0523491379249235,0.0,0.0
08_001375_001395_s5,08,D_preddepth_full,full_predicted_depth,pred,gt,25.926635924406664,0.0897552882621319,0.39283918896274367,0.10421189109094277,35806,134975,335790,0.7123053098662855,0.2876946901337145,0.0523491379249235,0.0,0.0
08_001375_001395_s5,08,E_preddepth_predpose,full_predicted_depth,pred,pred,25.926635924406664,0.08254014709999237,0.36886551037816323,0.09611409520281533,35170,134975,335790,0.6979659906489175,0.3020340093510825,0.0523491379249235,0.2750431316236196,0.34069164137779745
08_001375_001395_s5,08,F_deployable,full_predicted_depth,pred,pred,27.3498,0.12405630156077649,0.5334886098960404,0.13915169475828856,35206,134975,335790,0.6871377944548677,0.31286220554513233,0.06788974161192123,0.2750431316236196,0.34069164137779745
08_001400_001420_s5,08,A_gtdepth_gtpose,sparse_common_support,lidar,gt,1.0,0.14899890187583675,0.9298723244461135,0.15069222577209798,21304,131460,93843,0.918448898692497,0.08155110130750298,nan,0.0,0.0
08_001400_001420_s5,08,B_gtdepth_predpose,sparse_common_support,lidar,pred,23.98153660208883,0.15257674864165008,0.904280328232424,0.15508139357979614,22545,131460,93843,0.9169677013735708,0.08303229862642925,nan,0.3217622942326667,0.23901335684135352
08_001400_001420_s5,08,C_preddepth_common,sparse_common_support,pred,gt,23.98153660208883,0.08576275493046162,0.8299703478701093,0.08729651605050966,13827,131460,86928,0.9268360022087244,0.07316399779127558,0.0579523849753677,0.0,0.0
08_001400_001420_s5,08,D_preddepth_full,full_predicted_depth,pred,gt,23.98153660208883,0.10655777618554048,0.5547788924703922,0.1165221360109539,27611,131460,323930,0.8738276788194981,0.12617232118050192,0.0579523849753677,0.0,0.0
08_001400_001420_s5,08,E_preddepth_predpose,full_predicted_depth,pred,pred,23.98153660208883,0.09788733379007564,0.5472951844903065,0.10651148638369086,25584,131460,323930,0.8740499490630692,0.1259500509369308,0.0579523849753677,0.3217622942326667,0.23901335684135352
08_001400_001420_s5,08,F_deployable,full_predicted_depth,pred,pred,27.3498,0.04532060103137206,0.3441705810946324,0.049604442415944014,18947,131460,323640,0.6269466073414905,0.37305339265850945,0.16853881280544503,0.3217622942326667,0.23901335684135352
08_001425_001445_s5,08,A_gtdepth_gtpose,sparse_common_support,lidar,gt,1.0,0.14928684627575278,0.9476396113455687,0.15052849837864804,20378,128288,91266,0.7070869765301426,0.29291302346985737,nan,0.0,0.0
08_001425_001445_s5,08,B_gtdepth_predpose,sparse_common_support,lidar,pred,27.535728663653167,0.14882152808781193,0.9224236641221374,0.15070778248939884,20960,128288,91266,0.7118423071023163,0.28815769289768367,nan,0.3253182833206137,0.2494078461310935
08_001425_001445_s5,08,C_preddepth_common,sparse_common_support,pred,gt,27.535728663653167,0.05715875665792193,0.439633129516398,0.061650349214267895,17990,128288,84839,0.7129621989886726,0.28703780101132736,0.07827588297844112,0.0,0.0
08_001425_001445_s5,08,D_preddepth_full,full_predicted_depth,pred,gt,27.535728663653167,0.07079286460550245,0.2908045672503775,0.08556529059615864,37747,128288,334686,0.6226970951877282,0.3773029048122718,0.07827588297844112,0.0,0.0
08_001425_001445_s5,08,E_preddepth_predpose,full_predicted_depth,pred,pred,27.535728663653167,0.06974112873334504,0.29610712313638876,0.08360096033923672,36220,128288,334686,0.6275075742636381,0.3724924257363619,0.07827588297844112,0.3253182833206137,0.2494078461310935
08_001425_001445_s5,08,F_deployable,full_predicted_depth,pred,pred,27.3498,0.06550679903769462,0.2804008105032337,0.07874469942629085,36027,128288,334698,0.6288385350375563,0.37116146496244373,0.07909234590931136,0.3253182833206137,0.2494078461310935
