method,dimension,lo,hi,tp,fp,fn,tn,valid,gt_occupied,pred_occupied,iou,precision,recall,fpr,prevalence,volume_ratio
mapper,gt_distance,0,0.4,2032932,1036765,16729998,12658985,32458680,18762930,3069697,0.10267491494187157,0.662258196818774,0.10834832299646165,0.07569976087472391,0.5780558543970364,0.1636043517723511
mapper,gt_distance,0.4,1,0,1331313,0,38176582,39507895,0,1331313,0.0,0.0,0.0,0.03369739136949716,0.0,0.0
mapper,gt_distance,1,2,0,986661,0,62271578,63258239,0,986661,0.0,0.0,0.0,0.015597351674617435,0.0,0.0
mapper,gt_distance,2,5,0,699970,0,90772655,91472625,0,699970,0.0,0.0,0.0,0.0076522347532936765,0.0,0.0
mapper,gt_distance,5,inf,0,13661,0,13094038,13107699,0,13661,0.0,0.0,0.0,0.0010422119091993186,0.0,0.0
dilation,height,-inf,0,4853798,8233089,7563158,26833663,47483708,12416956,13086887,0.23505023838931102,0.3708901895462229,0.3909007972646436,0.234783335508233,0.26149929150436185,1.0539529172850415
dilation,height,0,1,634800,2428976,3240779,27179865,33484420,3875579,3063776,0.1006891049407928,0.20719530409533857,0.1637948807133076,0.08203549743807939,0.11574275439144534,0.7905337499248499
dilation,height,1,2,233314,2394478,1752533,33885826,38266151,1985847,2627792,0.053264084285983344,0.08878708817136212,0.11748840671008391,0.06599939184633073,0.05189565577159825,1.3232600497419993
dilation,height,2,3,52996,2654100,388471,44454145,47549712,441467,2707096,0.017119965421520517,0.01957669768637684,0.12004521289246987,0.05634045590108483,0.009284325423464183,6.13204610990176
dilation,height,3,inf,3396,3011501,39685,69966565,73021147,43081,3014897,0.0011117724127229192,0.0011264066400941725,0.07882825375455538,0.04126583732706756,0.0005899797766803087,69.98205705531441
dilation,range,0,10,1252270,4471404,422612,12340063,18486349,1674882,5723674,0.20374417981851153,0.21878779259615413,0.7476765527362524,0.2659734572836505,0.09060101591720464,3.4173595512997332
dilation,range,10,20,2250461,8137060,2032723,33699373,46119617,4283184,10387521,0.18119297817337565,0.21665044046601686,0.5254177733200348,0.1944969830482441,0.09287119622003799,2.425186730245537
dilation,range,20,30,1506224,4559922,3150642,51384340,60601128,4656866,6066146,0.1634217907583423,0.24829999146080559,0.32344155919453127,0.08150830553453364,0.07684454322368389,1.3026241253237691
dilation,range,30,40,636254,1329653,3309569,44855146,50130622,3945823,1965907,0.12060598891929372,0.32364399740170824,0.16124747612855417,0.028789840570703794,0.07871083267229359,0.49822483167643355
dilation,range,40,inf,133095,224105,4069080,60041142,64467422,4202175,357200,0.030069268098719466,0.3726063829787234,0.03167288368523443,0.0037186440138542863,0.06518292293431557,0.08500359932653924
dilation,boundary,0,0.4,1064462,1099176,1122477,28859918,32146033,2186939,2163638,0.32392719061870934,0.4919778632100194,0.4867360269307923,0.03668922698396687,0.06803138041947508,0.9893453818327809
dilation,boundary,0.4,1,2413973,4492415,2879677,40295632,50081697,5293650,6906388,0.246674531591605,0.3495275678111337,0.4560129589224826,0.10030388241755663,0.10570029206478367,1.304655200098231
dilation,boundary,1,2,1457511,7696217,4353726,66198833,79706287,5811237,9153728,0.10790419867430236,0.15922594597523546,0.25080907903085004,0.10415064337868368,0.07290813835049173,1.575177195492113
dilation,boundary,2,inf,842358,5434336,4628746,66965681,77871121,5471104,6276694,0.07724200032277469,0.13420408896785474,0.15396490360994783,0.07505987187820688,0.07025844664545153,1.1472445049481788
