clip_id,method,tp,fp,fn,tn,valid,gt_occupied,pred_occupied,iou,precision,recall,fpr,prevalence,volume_ratio
08_000000_000020_s5,mapper,17100,38641,90617,1400724,1547082,107717,55741,0.11683679744188907,0.30677598177284227,0.1587493153355552,0.02684586605899129,0.06962591510986489,0.5174763500654492
08_000000_000020_s5,dilation,53696,175850,54021,1263515,1547082,107717,229546,0.18935912853047077,0.2339226124611189,0.4984914173250276,0.12217192998301334,0.06962591510986489,2.1310099612874476
08_000000_000020_s5,seed0,58436,273395,49281,1165970,1547082,107717,331831,0.15333025462331284,0.17610169031826442,0.5424956135057605,0.18994139776915514,0.06962591510986489,3.0805815238077554
08_000000_000020_s5,seed1,62436,293795,45281,1145570,1547082,107717,356231,0.15550220167765846,0.17526829501082164,0.5796299562743114,0.20411431429831906,0.06962591510986489,3.3071010146959163
08_000000_000020_s5,seed2,62959,237735,44758,1201630,1547082,107717,300694,0.18225107974479812,0.2093789699827732,0.5844852715912994,0.16516658387552843,0.06962591510986489,2.791518516111663
08_000025_000045_s5,mapper,8155,27000,63361,1485093,1583609,71516,35155,0.0827784319298388,0.2319726923623951,0.11403042675764864,0.017856044568687245,0.04516013738239679,0.49156832037585996
08_000025_000045_s5,dilation,21295,142632,50221,1369461,1583609,71516,163927,0.09944057380876777,0.12990538471392754,0.29776553498517816,0.09432753144151848,0.04516013738239679,2.292172381005649
08_000025_000045_s5,seed0,31024,336805,40492,1175288,1583609,71516,367829,0.07597943774628295,0.08434354006889071,0.4338050226522736,0.22274092929469286,0.04516013738239679,5.1433105878404834
08_000025_000045_s5,seed1,30569,376205,40947,1135888,1583609,71516,406774,0.06827689565600005,0.07514983750190524,0.42744281000055934,0.24879752766529573,0.04516013738239679,5.687874042172381
08_000025_000045_s5,seed2,31376,287187,40140,1224906,1583609,71516,318563,0.08747069302459137,0.09849229194853137,0.4387269981542592,0.1899268100573179,0.04516013738239679,4.454429777951787
08_000050_000070_s5,mapper,16872,31072,111671,1678725,1838340,128543,47944,0.10570435109482192,0.35191056232270984,0.13125568875784757,0.01817291760366874,0.0699234091626141,0.37298024785480344
08_000050_000070_s5,dilation,57220,162281,71323,1547516,1838340,128543,219501,0.19675129975517838,0.2606821836802566,0.44514287047913925,0.09491243697351207,0.0699234091626141,1.7076075710073673
08_000050_000070_s5,seed0,59110,258000,69433,1451797,1838340,128543,317110,0.15291959756094406,0.18640219482198606,0.4598461215313164,0.15089510626115263,0.0699234091626141,2.466956582622158
08_000050_000070_s5,seed1,59469,338395,69074,1371402,1838340,128543,397864,0.12735952096423936,0.14947067339593428,0.4626389612814389,0.1979153080745843,0.0699234091626141,3.095182156943591
08_000050_000070_s5,seed2,65389,258406,63154,1451391,1838340,128543,323795,0.1689860937746318,0.20194567550456308,0.5086935889157713,0.15113256135085043,0.0699234091626141,2.5189625261585618
08_000075_000095_s5,mapper,14284,34804,82529,1626862,1758479,96813,49088,0.1085270139875548,0.2909876140808344,0.14754216892359498,0.02094524411042893,0.05505496511473836,0.5070393438897669
08_000075_000095_s5,dilation,52963,164682,43850,1496984,1758479,96813,217645,0.20253924549226562,0.24334581543338923,0.5470649602842593,0.09910655932058549,0.05505496511473836,2.2480968464978877
08_000075_000095_s5,seed0,67201,303355,29612,1358311,1758479,96813,370556,0.16793196857319925,0.18135180647459492,0.6941319864067842,0.18256075529017263,0.05505496511473836,3.8275438215942073
08_000075_000095_s5,seed1,68400,333446,28413,1328220,1758479,96813,401846,0.15897401332685662,0.170214460265873,0.7065166868085897,0.2006696893358834,0.05505496511473836,4.150744218235154
08_000075_000095_s5,seed2,68422,288075,28391,1373591,1758479,96813,356497,0.17777119577643366,0.1919286838318415,0.7067439290177971,0.1733651648405877,0.05505496511473836,3.6823257207193247
08_000100_000120_s5,mapper,21932,23256,118858,1509278,1673324,140790,45188,0.13369420772222426,0.4853500929450297,0.15577810924071311,0.01517486724601216,0.08413791949437169,0.32096029547553095
08_000100_000120_s5,dilation,55475,143657,85315,1388877,1673324,140790,199132,0.1950275446744033,0.27858405479782256,0.3940265643866752,0.09373821396458415,0.08413791949437169,1.4143902265785921
08_000100_000120_s5,seed0,48301,178655,92489,1353879,1673324,140790,226956,0.15120286747327397,0.21282098732794022,0.3430712408551744,0.11657490143774951,0.08413791949437169,1.6120178989985083
08_000100_000120_s5,seed1,57141,263677,83649,1268857,1673324,140790,320818,0.14127481352001522,0.17811033046774183,0.40585979117835075,0.17205295282192762,0.08413791949437169,2.278698771219547
08_000100_000120_s5,seed2,61818,199806,78972,1332728,1673324,140790,261624,0.18149948913081773,0.23628566186588387,0.43907948007671,0.13037622656332584,0.08413791949437169,1.8582569784785852
08_000125_000145_s5,mapper,19852,18287,167654,1408545,1614338,187506,38139,0.09646586618592469,0.5205170560318834,0.10587394536708158,0.01281650537694697,0.11615039725261996,0.20340149115228312
08_000125_000145_s5,dilation,59003,127092,128503,1299740,1614338,187506,186095,0.18755046122352972,0.3170584916306188,0.31467259714355805,0.08907285510837996,0.11615039725261996,0.9924749074696276
