clip_id,block,anchor,condition,corrector,is_oracle,scale_used,tp,fp,fn,precision,recall,iou,n_pred_occupied,n_occupied_pred,n_valid_eval_voxels,n_gt_occupied,frac_pred_in_eval_mask,n_fused_points,n_points_in_grid,n_points_out_grid
2013_05_28_drive_0006_sync_001660,15,1660,A,dilate_r2,0,23.43285447574178,11846,18709,50477,0.3876943217149403,0.19007429039038556,0.14618915983808867,30555,118295,255439,62323,0.25829494061456526,291573,100721,190852
2013_05_28_drive_0006_sync_001660,15,1660,B,raw,0,21.147440324043533,3967,5958,58356,0.3996977329974811,0.06365226320940905,0.058098153219782955,9925,22868,255439,62323,0.43401259401784154,291573,118729,172844
2013_05_28_drive_0006_sync_001660,15,1660,B,dilate_r2,0,21.147440324043533,15631,25146,46692,0.3833288373347721,0.25080628339457345,0.17870331203054796,40777,106418,255439,62323,0.3831776579150144,291573,118729,172844
2013_05_28_drive_0006_sync_001660,15,1660,OR,raw,1,20.170304548933213,4192,6485,58131,0.3926196497143392,0.06726248736421546,0.06092314847110801,10677,22248,255439,62323,0.47990830636461707,291573,127104,164469
2013_05_28_drive_0006_sync_001660,15,1660,OR,dilate_r2,1,20.170304548933213,17494,26968,44829,0.3934595834645315,0.28069893939637053,0.19592120146487327,44462,101645,255439,62323,0.43742436912784693,291573,127104,164469
2013_05_28_drive_0006_sync_001665,15,1665,C0,raw,0,27.3665,2055,2484,76595,0.4527428949107733,0.026128417037507946,0.02532846895259694,4539,26988,310091,78650,0.16818586038239217,284594,107687,176907
2013_05_28_drive_0006_sync_001665,15,1665,C0,dilate_r2,0,27.3665,10232,14044,68418,0.42148624155544573,0.13009535918626827,0.11038470666925583,24276,138578,310091,78650,0.1751793213930061,284594,107687,176907
2013_05_28_drive_0006_sync_001665,15,1665,C3,raw,0,25.01610506318528,2424,3176,76226,0.4328571428571429,0.030820089001907185,0.0296238359445653,5600,24984,310091,78650,0.22414345180915787,284594,116512,168082
2013_05_28_drive_0006_sync_001665,15,1665,C3,dilate_r2,0,25.01610506318528,12163,16545,66487,0.42367981050578235,0.15464717101080738,0.12776931561531593,28708,125171,310091,78650,0.22935024885956012,284594,116512,168082
2013_05_28_drive_0006_sync_001665,15,1665,A,raw,0,22.43039406137791,3928,4568,74722,0.4623352165725047,0.049942784488239036,0.047201326636064314,8496,22478,310091,78650,0.3779695702464632,284594,128304,156290
2013_05_28_drive_0006_sync_001665,15,1665,A,dilate_r2,0,22.43039406137791,15482,21754,63168,0.41578042754323774,0.1968467895740623,0.1541970439424724,37236,110706,310091,78650,0.3363503333152675,284594,128304,156290
2013_05_28_drive_0006_sync_001665,15,1665,B,raw,0,20.33638911650775,4728,5870,73922,0.44612190979430083,0.06011443102352193,0.055939422621864646,10598,20853,310091,78650,0.5082242363209131,284594,142701,141893
2013_05_28_drive_0006_sync_001665,15,1665,B,dilate_r2,0,20.33638911650775,17275,26756,61375,0.3923372169607776,0.2196439923712651,0.16389010113276284,44031,100913,310091,78650,0.43632634051113334,284594,142701,141893
2013_05_28_drive_0006_sync_001665,15,1665,OR,raw,1,20.444065668808804,4723,5822,73927,0.44788999525841633,0.06005085823267641,0.05591201818354011,10545,20984,310091,78650,0.5025257338924896,284594,141842,142752
2013_05_28_drive_0006_sync_001665,15,1665,OR,dilate_r2,1,20.444065668808804,17214,26438,61436,0.3943461926143132,0.21886840432294977,0.1638055724725944,43652,101339,310091,78650,0.4307522276714789,284594,141842,142752
2013_05_28_drive_0006_sync_001670,15,1670,C0,raw,0,27.3665,1347,3247,100493,0.29320853286895954,0.013226630007855459,0.012817950840731965,4594,27684,378544,101840,0.16594422771275827,288839,113411,175428
2013_05_28_drive_0006_sync_001670,15,1670,C0,dilate_r2,0,27.3665,8309,19887,93531,0.29468718967229396,0.08158876669285153,0.0682593015518332,28196,145389,378544,101840,0.19393489191066723,288839,113411,175428
2013_05_28_drive_0006_sync_001670,15,1670,C3,raw,0,24.520680110461814,2657,3642,99183,0.42181298618828383,0.02608994501178319,0.0251891317949982,6299,25575,378544,101840,0.24629521016617792,288839,125295,163544
2013_05_28_drive_0006_sync_001670,15,1670,C3,dilate_r2,0,24.520680110461814,12898,22047,88942,0.36909429102875946,0.1266496465043205,0.10411100438302646,34945,130312,378544,101840,0.268164098471361,288839,125295,163544
2013_05_28_drive_0006_sync_001670,15,1670,A,raw,0,21.315716349682,4116,4977,97724,0.45265588914549654,0.040416339355852315,0.03853319228212738,9093,22514,378544,101840,0.4038820289597584,288839,141573,147266
2013_05_28_drive_0006_sync_001670,15,1670,A,dilate_r2,0,21.315716349682,17195,27132,84645,0.387912558936991,0.16884328358208955,0.13332351208014143,44327,112474,378544,101840,0.39410886071447626,288839,141573,147266
2013_05_28_drive_0006_sync_001670,15,1670,B,raw,0,19.449889830887614,4026,6094,97814,0.3978260869565217,0.03953260015710919,0.03730057257212741,10120,20606,378544,101840,0.49111909152673977,288839,155711,133128
2013_05_28_drive_0006_sync_001670,15,1670,B,dilate_r2,0,19.449889830887614,18281,30821,83559,0.37230662702130257,0.17950706991358995,0.1378023684428732,49102,102672,378544,101840,0.47824139005765937,288839,155711,133128
2013_05_28_drive_0006_sync_001670,15,1670,OR,raw,1,20.1515680775599,4286,5528,97554,0.4367230487059303,0.042085624509033775,0.039918783995231355,9814,21342,378544,101840,0.45984443819698245,288839,150029,138810
2013_05_28_drive_0006_sync_001670,15,1670,OR,dilate_r2,1,20.1515680775599,18249,29462,83591,0.38249041101632747,0.1791928515318146,0.13898493549222404,47711,106187,378544,101840,0.4493111209470086,288839,150029,138810
2013_05_28_drive_0006_sync_001675,15,1675,C0,raw,0,27.3665,1520,4442,98717,0.2549480040254948,0.015164061175015214,0.01452058196964052,5962,30093,377732,100237,0.19811916392516532,291411,134327,157084
2013_05_28_drive_0006_sync_001675,15,1675,C0,dilate_r2,0,27.3665,10586,30778,89651,0.25592302485252877,0.10560970499915201,0.08079990840743426,41364,165233,377732,100237,0.25033740233488466,291411,134327,157084
2013_05_28_drive_0006_sync_001675,15,1675,C3,raw,0,25.09605946347608,2217,4647,98020,0.32298951048951047,0.022117581332242585,0.02113763777125205,6864,28059,377732,100237,0.2446273922805517,291411,142754,148657
2013_05_28_drive_0006_sync_001675,15,1675,C3,dilate_r2,0,25.09605946347608,12804,31048,87433,0.29198212168202137,0.1277372626874308,0.09752827817343947,43852,148404,377732,100237,0.29549068758254493,291411,142754,148657
2013_05_28_drive_0006_sync_001675,15,1675,A,raw,0,21.90963314847578,4092,5266,96145,0.43727292156443687,0.040823248900106746,0.03878562694899671,9358,25216,377732,100237,0.37111357868020306,291411,159218,132193
2013_05_28_drive_0006_sync_001675,15,1675,A,dilate_r2,0,21.90963314847578,18194,33048,82043,0.3550603020959369,0.18150982172251764,0.13650448287504222,51242,125954,377732,100237,0.4068310653095575,291411,159218,132193
2013_05_28_drive_0006_sync_001675,15,1675,B,raw,0,19.7918492101174,4924,6544,95313,0.4293686780606906,0.04912357712222034,0.04611307255036008,11468,23311,377732,100237,0.4919565870190039,291411,178587,112824
2013_05_28_drive_0006_sync_001675,15,1675,B,dilate_r2,0,19.7918492101174,19313,34764,80924,0.35713889453926806,0.19267336412701896,0.14305819956889207,54077,112892,377732,100237,0.47901534209687135,291411,178587,112824
2013_05_28_drive_0006_sync_001675,15,1675,OR,raw,1,20.152283305593706,4783,6473,95454,0.4249289267945984,0.047716910921116955,0.04482241589354325,11256,23658,377732,100237,0.4757798630484403,291411,175051,116360
2013_05_28_drive_0006_sync_001675,15,1675,OR,dilate_r2,1,20.152283305593706,18992,34328,81245,0.35618904726181544,0.18947095383940063,0.1411362538550143,53320,114795,377732,100237,0.46448016028572675,291411,175051,116360
2013_05_28_drive_0006_sync_001680,15,1680,C0,raw,0,27.3665,1366,4471,92929,0.23402432756553024,0.01448645209183944,0.013830670473644776,5837,27314,394254,94295,0.21369993409972907,301361,118618,182743
2013_05_28_drive_0006_sync_001680,15,1680,C0,dilate_r2,0,27.3665,9607,29865,84688,0.2433877178759627,0.10188239037064531,0.07737596649484536,39472,154978,394254,94295,0.25469421466272635,301361,118618,182743
2013_05_28_drive_0006_sync_001680,15,1680,C3,raw,0,26.07452915627128,1532,4561,92763,0.25143607418348923,0.016246884776499285,0.015497288985999839,6093,26471,394254,94295,0.23017641947791923,301361,122720,178641
2013_05_28_drive_0006_sync_001680,15,1680,C3,dilate_r2,0,26.07452915627128,10370,30852,83925,0.2515646984619863,0.10997401771037701,0.08286255363692298,41222,148346,394254,94295,0.27787739473932566,301361,122720,178641
2013_05_28_drive_0006_sync_001680,15,1680,A,raw,0,20.883205812226397,3806,6314,90489,0.3760869565217391,0.04036269155310462,0.03782961762864157,10120,22942,394254,94295,0.4411123703251678,301361,152961,148400
2013_05_28_drive_0006_sync_001680,15,1680,A,dilate_r2,0,20.883205812226397,16861,35620,77434,0.32127817686400795,0.17881117768704596,0.1297848593311011,52481,118807,394254,94295,0.44173323120691543,301361,152961,148400
2013_05_28_drive_0006_sync_001680,15,1680,B,raw,0,20.032389829958458,4094,6811,90201,0.3754241173773498,0.04341693621082772,0.04049215674638498,10905,22332,394254,94295,0.488312735088662,301361,160576,140785
2013_05_28_drive_0006_sync_001680,15,1680,B,dilate_r2,0,20.032389829958458,17452,35886,76843,0.3271963703175972,0.18507874224508192,0.13405950177061168,53338,114502,394254,94295,0.4658259244380011,301361,160576,140785
2013_05_28_drive_0006_sync_001680,15,1680,OR,raw,1,19.501797351080892,4457,7005,89838,0.3888501134182516,0.04726655708149955,0.04399802566633761,11462,22148,394254,94295,0.5175185118295106,301361,165375,135986
2013_05_28_drive_0006_sync_001680,15,1680,OR,dilate_r2,1,19.501797351080892,17770,36070,76525,0.3300520059435364,0.18845113738798452,0.1363095922985464,53840,111770,394254,94295,0.4817034982553458,301361,165375,135986
2013_05_28_drive_0006_sync_001685,15,1685,C0,raw,0,27.3665,1135,4397,88506,0.2051699204627621,0.012661616894055176,0.012069588889597822,5532,24727,403579,89641,0.22372305576899745,303418,100143,203275
2013_05_28_drive_0006_sync_001685,15,1685,C0,dilate_r2,0,27.3665,7770,30066,81871,0.20535997462733904,0.08667908657868609,0.06490848488392492,37836,142518,403579,89641,0.26548225487306865,303418,100143,203275
2013_05_28_drive_0006_sync_001685,15,1685,C3,raw,0,26.26455121701166,1395,4448,88246,0.23874721889440356,0.015562075389609666,0.014826387781781079,5843,24137,403579,89641,0.24207648009280358,303451,103593,199858
2013_05_28_drive_0006_sync_001685,15,1685,C3,dilate_r2,0,26.26455121701166,8326,30396,81315,0.2150198853365012,0.09288160551533338,0.06936194673309062,38722,136869,403579,89641,0.28291285828054563,303451,103593,199858
2013_05_28_drive_0006_sync_001685,15,1685,A,raw,0,21.834289588480544,2610,6539,87031,0.2852770794622363,0.02911614105152776,0.027136618839675608,9149,22143,403579,89641,0.4131779794969065,303451,131033,172418
2013_05_28_drive_0006_sync_001685,15,1685,A,dilate_r2,0,21.834289588480544,13316,34987,76325,0.27567645901910853,0.148548097410783,0.10684597361748564,48303,115151,403579,89641,0.4194752976526474,303451,131033,172418
2013_05_28_drive_0006_sync_001685,15,1685,B,raw,0,21.20378687594553,3166,6766,86475,0.3187676198147402,0.03531865998817505,0.03283993900857821,9932,21914,403579,89641,0.4532262480606005,303451,136966,166485
2013_05_28_drive_0006_sync_001685,15,1685,B,dilate_r2,0,21.20378687594553,13774,35494,75867,0.27957294795810667,0.15365736660679824,0.11007312102928837,49268,112624,403579,89641,0.43745560448927406,303451,136966,166485
2013_05_28_drive_0006_sync_001685,15,1685,OR,raw,1,19.632496138097096,3744,7483,85897,0.33348178498263115,0.04176660233598465,0.0385486594456571,11227,21296,403579,89641,0.5271882043576258,303451,155978,147473
2013_05_28_drive_0006_sync_001685,15,1685,OR,dilate_r2,1,19.632496138097096,14655,35558,74986,0.2918566904984765,0.16348545866288863,0.11705365058826349,50213,104478,403579,89641,0.4806083577403855,303451,155978,147473
2013_05_28_drive_0006_sync_001690,15,1690,C0,raw,0,27.3665,1023,3386,90280,0.23202540258562032,0.011204451113325959,0.01080378924690302,4409,26789,396581,91303,0.16458247788271305,307705,96287,211418
2013_05_28_drive_0006_sync_001690,15,1690,C0,dilate_r2,0,27.3665,7969,26118,83334,0.23378414058145333,0.08728081224056165,0.06786690626037932,34087,170005,396581,91303,0.20050586747448604,307705,96287,211418
2013_05_28_drive_0006_sync_001690,15,1690,C3,raw,0,27.15500249414452,1041,3407,90262,0.23403776978417265,0.011401596880715858,0.01099144757681343,4448,26974,396581,91303,0.16489953288351747,307705,97225,210480
2013_05_28_drive_0006_sync_001690,15,1690,C3,dilate_r2,0,27.15500249414452,8118,26156,83185,0.23685592577463968,0.08891274109284471,0.06911347789441422,34274,168858,396581,91303,0.20297528100534176,307705,97225,210480
2013_05_28_drive_0006_sync_001690,15,1690,A,raw,0,22.122672032828287,2594,5985,88709,0.3023662431518825,0.02841089558941108,0.02666310336321026,8579,25361,396581,91303,0.3382753046015536,307705,134632,173073
2013_05_28_drive_0006_sync_001690,15,1690,A,dilate_r2,0,22.122672032828287,13413,32185,77890,0.2941576384929164,0.1469064543333735,0.10861784140969163,45598,142592,396581,91303,0.3197795107719928,307705,134632,173073
2013_05_28_drive_0006_sync_001690,15,1690,B,raw,0,21.61210525294847,2789,6377,88514,0.3042766746672485,0.03054664140280166,0.02855241605241605,9166,24976,396581,91303,0.36699231262011534,307705,137650,170055
2013_05_28_drive_0006_sync_001690,15,1690,B,dilate_r2,0,21.61210525294847,13856,32736,77447,0.2973901098901099,0.15175843071969158,0.11170680189295303,46592,138916,396581,91303,0.33539693051916264,307705,137650,170055
2013_05_28_drive_0006_sync_001690,15,1690,OR,raw,1,20.238117483765727,3886,6793,87417,0.36389175016387304,0.04256158067095276,0.039614255423258846,10679,23824,396581,91303,0.44824546675621224,307705,143908,163797
2013_05_28_drive_0006_sync_001690,15,1690,OR,dilate_r2,1,20.238117483765727,15413,33694,75890,0.31386564033640824,0.1688115395989179,0.12330695936702481,49107,130626,396581,91303,0.37593587800284783,307705,143908,163797
2013_05_28_drive_0006_sync_001695,16,1695,C0,raw,0,27.3665,1430,3427,89183,0.2944204241301215,0.015781400019864698,0.015206295193534666,4857,27978,400641,90613,0.17360068625348488,307846,106775,201071
2013_05_28_drive_0006_sync_001695,16,1695,C0,dilate_r2,0,27.3665,9899,26561,80714,0.2715030170049369,0.10924481034730116,0.08448119890078004,36460,177801,400641,90613,0.20506071394424102,307846,106775,201071
2013_05_28_drive_0006_sync_001695,16,1695,C3,raw,0,27.301396075380822,1467,3394,89146,0.30178975519440443,0.016189729950448612,0.015605220887806227,4861,27968,400641,90613,0.17380577803203662,307846,107028,200818
2013_05_28_drive_0006_sync_001695,16,1695,C3,dilate_r2,0,27.301396075380822,9957,26561,80656,0.27266005805356264,0.10988489510335162,0.08497618925700241,36518,177431,400641,90613,0.20581521831021637,307846,107028,200818
2013_05_28_drive_0006_sync_001695,16,1695,A,raw,0,22.37848078051643,3747,5363,86866,0.41130625686059274,0.04135168242967344,0.03904101025256314,9110,25365,400641,90613,0.35915631776069384,307846,137846,170000
2013_05_28_drive_0006_sync_001695,16,1695,A,dilate_r2,0,22.37848078051643,15491,32009,75122,0.3261263157894737,0.17095780958582102,0.12633132716804488,47500,147516,400641,90613,0.32199896960329727,307846,137846,170000
2013_05_28_drive_0006_sync_001695,16,1695,B,raw,0,22.228749999999994,3715,5531,86898,0.4017953709712308,0.040998532219438714,0.038639956731569315,9246,25359,400641,90613,0.3646042825032533,307846,138604,169242
2013_05_28_drive_0006_sync_001695,16,1695,B,dilate_r2,0,22.228749999999994,15599,32274,75014,0.32584128840891524,0.17214969154536325,0.12693775582445663,47873,146640,400641,90613,0.3264661756683033,307846,138604,169242
2013_05_28_drive_0006_sync_001695,16,1695,OR,raw,1,20.51985807382312,2722,6306,87891,0.3015064244572441,0.030039839758092105,0.028085308350271877,9028,23639,400641,90613,0.38191124836075974,307846,147407,160439
2013_05_28_drive_0006_sync_001695,16,1695,OR,dilate_r2,1,20.51985807382312,14824,33658,75789,0.30576296357411,0.16359683489124077,0.1192876857834893,48482,134572,400641,90613,0.3602681092649288,307846,147407,160439
2013_05_28_drive_0006_sync_001700,16,1700,C0,raw,0,27.3665,1544,3695,92054,0.2947127314372972,0.016496078976046498,0.015869589795771535,5239,28372,403640,93598,0.18465388411109546,316398,98362,218036
2013_05_28_drive_0006_sync_001700,16,1700,C0,dilate_r2,0,27.3665,10613,29111,82985,0.2671684623904944,0.11338917498237142,0.08648917357325053,39724,191906,403640,93598,0.20699717570060341,316398,98362,218036
2013_05_28_drive_0006_sync_001700,16,1700,C3,raw,0,27.730890667944113,1413,3603,92185,0.28169856459330145,0.015096476420436334,0.014536887480581476,5016,28580,403640,93598,0.1755073477956613,316398,97235,219163
2013_05_28_drive_0006_sync_001700,16,1700,C3,dilate_r2,0,27.730890667944113,10125,28505,83473,0.2621019932694797,0.10817538836299921,0.08292179553327927,38630,194817,403640,93598,0.19828865037445398,316398,97235,219163
2013_05_28_drive_0006_sync_001700,16,1700,A,raw,0,23.611663070712687,3750,5229,89848,0.417641162712997,0.04006495865296267,0.03794509597579609,8979,26216,403640,93598,0.34250076289288983,316398,112887,203511
2013_05_28_drive_0006_sync_001700,16,1700,A,dilate_r2,0,23.611663070712687,19051,36895,74547,0.3405247917634862,0.2035406739460245,0.1459925053451143,55946,164484,403640,93598,0.3401303470246346,316398,112887,203511
2013_05_28_drive_0006_sync_001700,16,1700,B,raw,0,23.48163385674505,3890,5249,89708,0.4256483203851625,0.041560717109339944,0.03935374872277358,9139,26437,403640,93598,0.3456897529976926,316398,113602,202796
2013_05_28_drive_0006_sync_001700,16,1700,B,dilate_r2,0,23.48163385674505,19235,37308,74363,0.3401835771006137,0.20550652791726318,0.14693749713534904,56543,163537,403640,93598,0.34575050294428783,316398,113602,202796
2013_05_28_drive_0006_sync_001700,16,1700,OR,raw,1,21.445597271134265,3456,6723,90142,0.3395225464190981,0.0369238658945704,0.03444941737024153,10179,25102,403640,93598,0.4055055374073779,316398,130036,186362
2013_05_28_drive_0006_sync_001700,16,1700,OR,dilate_r2,1,21.445597271134265,19065,40768,74533,0.31863687262881685,0.20369024979166223,0.14188857300209876,59833,148958,403640,93598,0.40167698277366776,316398,130036,186362
2013_05_28_drive_0006_sync_001705,16,1705,C0,raw,0,27.3665,2563,3731,91196,0.40721321893867174,0.027336042406595634,0.026289875884706125,6294,29314,407091,93759,0.2147096950262673,323680,107338,216342
2013_05_28_drive_0006_sync_001705,16,1705,C0,dilate_r2,0,27.3665,15399,29208,78360,0.3452148765888762,0.16424023293763798,0.1252287199004611,44607,180451,407091,93759,0.24719730009808757,323680,107338,216342
2013_05_28_drive_0006_sync_001705,16,1705,C3,raw,0,28.62539915830304,2095,3584,91664,0.3689029758760345,0.02234452159259378,0.02152183516020669,5679,29914,407091,93759,0.18984422009761315,323680,101804,221876
2013_05_28_drive_0006_sync_001705,16,1705,C3,dilate_r2,0,28.62539915830304,14024,28165,79735,0.33240892175685605,0.1495749741358163,0.11502247301597716,42189,189839,407091,93759,0.22223568392163887,323680,101804,221876
2013_05_28_drive_0006_sync_001705,16,1705,A,raw,0,24.35301653002556,4406,5472,89353,0.4460417088479449,0.04699282202241918,0.04440144712841753,9878,27669,407091,93759,0.35700603563554884,323680,123646,200034
2013_05_28_drive_0006_sync_001705,16,1705,A,dilate_r2,0,24.35301653002556,19976,34358,73783,0.36765193065115764,0.21305687987286553,0.1559199793938353,54334,158845,407091,93759,0.34205672196166076,323680,123646,200034
2013_05_28_drive_0006_sync_001705,16,1705,B,raw,0,24.344409664735107,4395,5499,89364,0.44420861127956335,0.04687549995200461,0.044278546817384995,9894,27652,407091,93759,0.35780413713293796,323680,123694,199986
2013_05_28_drive_0006_sync_001705,16,1705,B,dilate_r2,0,24.344409664735107,19977,34386,73782,0.3674742012030241,0.2130675455156305,0.15589371415193726,54363,158795,407091,93759,0.3423470512295727,323680,123694,199986
2013_05_28_drive_0006_sync_001705,16,1705,OR,raw,1,22.379032466471262,4527,7304,89232,0.38263883019186884,0.04828336479697949,0.044793841465224665,11831,26320,407091,93759,0.4495060790273556,323680,133893,189787
2013_05_28_drive_0006_sync_001705,16,1705,OR,dilate_r2,1,22.379032466471262,20012,39269,73747,0.33757865083247585,0.21344084301240415,0.1504344949935352,59281,145061,407091,93759,0.40866256264605927,323680,133893,189787
2013_05_28_drive_0006_sync_001710,16,1710,C0,raw,0,27.3665,2730,2455,94556,0.5265188042430087,0.02806159159591308,0.027370890606671278,5185,29459,393238,97286,0.17600733222444753,327108,120857,206251
2013_05_28_drive_0006_sync_001710,16,1710,C0,dilate_r2,0,27.3665,15500,18533,81786,0.45544030793641466,0.15932405484859075,0.13382950983862751,34033,170385,393238,97286,0.1997417613052792,327108,120857,206251
2013_05_28_drive_0006_sync_001710,16,1710,C3,raw,0,28.35234816674673,2200,2264,95086,0.492831541218638,0.022613736817219333,0.022099447513812154,4464,30240,393238,97286,0.14761904761904762,327108,117480,209628
2013_05_28_drive_0006_sync_001710,16,1710,C3,dilate_r2,0,28.35234816674673,13381,17555,83905,0.43253814326351175,0.1375429147050963,0.11651762001375815,30936,177561,393238,97286,0.17422744859513067,327108,117480,209628
2013_05_28_drive_0006_sync_001710,16,1710,A,raw,0,23.835976782481904,4843,4915,92443,0.4963107194097151,0.04978105791172419,0.047387011868768404,9758,27491,393238,97286,0.35495252991888254,327108,143494,183614
2013_05_28_drive_0006_sync_001710,16,1710,A,dilate_r2,0,23.835976782481904,22156,27854,75130,0.4430313937212558,0.2277408876919598,0.1770497043311491,50010,147641,393238,97286,0.33872704736489184,327108,143494,183614
2013_05_28_drive_0006_sync_001710,16,1710,B,raw,0,24.32395171257063,4499,4582,92787,0.49543001872040526,0.046245091791213534,0.044164997840342404,9081,27690,393238,97286,0.32795232936078006,327108,139524,187584
2013_05_28_drive_0006_sync_001710,16,1710,B,dilate_r2,0,24.32395171257063,21327,26286,75959,0.44792388633356434,0.21921962050038032,0.17258764121321982,47613,150645,393238,97286,0.316060937966743,327108,139524,187584
2013_05_28_drive_0006_sync_001710,16,1710,OR,raw,1,23.01487225447641,5074,5500,92212,0.47985625118214487,0.05215550027753223,0.049364699472690836,10574,27148,393238,97286,0.3894946220716075,327108,149444,177664
2013_05_28_drive_0006_sync_001710,16,1710,OR,dilate_r2,1,23.01487225447641,22975,29753,74311,0.43572674859657107,0.23615936517073371,0.18084997520446477,52728,142456,393238,97286,0.3701353400348178,327108,149444,177664
2013_05_28_drive_0006_sync_001715,16,1715,C0,raw,0,27.3665,2986,2761,95020,0.5195754306594745,0.030467522396587964,0.02963271706014866,5747,29216,395866,98006,0.19670728368017526,329410,122487,206923
2013_05_28_drive_0006_sync_001715,16,1715,C0,dilate_r2,0,27.3665,16599,18852,81407,0.4682237454514682,0.16936718160112646,0.1420441903849116,35451,168374,395866,98006,0.2105491346644969,329410,122487,206923
2013_05_28_drive_0006_sync_001715,16,1715,C3,raw,0,28.4503522671588,2329,2428,95677,0.4895942821105739,0.023763851192784114,0.02318935818547504,4757,29790,395866,98006,0.15968445787176905,329410,118273,211137
2013_05_28_drive_0006_sync_001715,16,1715,C3,dilate_r2,0,28.4503522671588,14342,16968,83664,0.45806451612903226,0.14633797930738934,0.12474124584688712,31310,175654,395866,98006,0.17824814692520524,329410,118273,211137
2013_05_28_drive_0006_sync_001715,16,1715,A,raw,0,23.261838500153274,5161,5920,92845,0.46575218843064703,0.052660041221966,0.04966033523853511,11081,27041,395866,98006,0.4097851410820606,329410,153810,175600
2013_05_28_drive_0006_sync_001715,16,1715,A,dilate_r2,0,23.261838500153274,23044,29012,74962,0.4426771169509759,0.2351284615227639,0.1814231053866381,52056,141415,395866,98006,0.3681080507725489,329410,153810,175600
2013_05_28_drive_0006_sync_001715,16,1715,B,raw,0,23.780746039994263,4685,5386,93321,0.4651971005858405,0.047803195722710856,0.04531298359640978,10071,27339,395866,98006,0.36837484911664653,329410,151185,178225
2013_05_28_drive_0006_sync_001715,16,1715,B,dilate_r2,0,23.780746039994263,23134,28165,74872,0.4509639564124057,0.23604677264657267,0.18335433657496572,51299,144623,395866,98006,0.3547084488635971,329410,151185,178225
2013_05_28_drive_0006_sync_001715,16,1715,OR,raw,1,22.89154718200587,5579,6220,92427,0.47283668107466736,0.056925086219211066,0.05352791050217796,11799,26793,395866,98006,0.4403762176687941,329410,155351,174059
2013_05_28_drive_0006_sync_001715,16,1715,OR,dilate_r2,1,22.89154718200587,22720,29399,75286,0.4359254782325064,0.23182254147705242,0.17832895098308543,52119,138740,395866,98006,0.37565950699149486,329410,155351,174059
2013_05_28_drive_0006_sync_001720,16,1720,C0,raw,0,27.3665,2412,3310,94846,0.4215309332401258,0.024800016451088855,0.02398377217405139,5722,25446,404434,97258,0.22486834865990726,326517,102424,224093
2013_05_28_drive_0006_sync_001720,16,1720,C0,dilate_r2,0,27.3665,14451,26044,82807,0.356858871465613,0.14858417816529232,0.11720004541694376,40495,157441,404434,97258,0.2572074618428491,326517,102424,224093
2013_05_28_drive_0006_sync_001720,16,1720,C3,raw,0,30.02255130828454,1667,2245,95591,0.4261247443762781,0.017139978202307265,0.016753263720691837,3912,26629,404434,97258,0.14690750685343046,326517,94349,232168
2013_05_28_drive_0006_sync_001720,16,1720,C3,dilate_r2,0,30.02255130828454,11415,20620,85843,0.35632901513969095,0.11736823706019042,0.09683740816776668,32035,173932,404434,97258,0.18418117425200653,326517,94349,232168
2013_05_28_drive_0006_sync_001720,16,1720,A,raw,0,23.638667004364088,4550,5629,92708,0.44699872286079184,0.04678278393551173,0.04422327407738587,10179,23290,404434,97258,0.4370545298411335,326517,122082,204435
2013_05_28_drive_0006_sync_001720,16,1720,A,dilate_r2,0,23.638667004364088,20211,32665,77047,0.3822339057417354,0.2078080980484896,0.1555613709658798,52876,133974,404434,97258,0.3946735933837909,326517,122082,204435
2013_05_28_drive_0006_sync_001720,16,1720,B,raw,0,23.75407731451955,4539,5527,92719,0.4509239022451818,0.04666968269962368,0.04416014009826336,10066,23331,404434,97258,0.4314431443144314,326517,121502,205015
2013_05_28_drive_0006_sync_001720,16,1720,B,dilate_r2,0,23.75407731451955,20232,32433,77026,0.38416405582455143,0.2080240185897304,0.15600157296959696,52665,134869,404434,97258,0.3904900310671837,326517,121502,205015
2013_05_28_drive_0006_sync_001720,16,1720,OR,raw,1,23.424322404789876,4646,5790,92612,0.44518972786508243,0.047769849266898354,0.045085785265119166,10436,23115,404434,97258,0.4514817218256543,326517,123249,203268
2013_05_28_drive_0006_sync_001720,16,1720,OR,dilate_r2,1,23.424322404789876,20323,32783,76935,0.382687455278123,0.20895967426844064,0.15628148045616383,53106,132277,404434,97258,0.4014756911632408,326517,123249,203268
2013_05_28_drive_0006_sync_001725,16,1725,C0,raw,0,27.3665,2601,4101,98055,0.38809310653536255,0.025840486409155938,0.02482888971620035,6702,24073,405105,100656,0.27840319029618243,326800,87573,239227
2013_05_28_drive_0006_sync_001725,16,1725,C0,dilate_r2,0,27.3665,16587,30069,84069,0.35551697530864196,0.16478898426323318,0.12688468158347677,46656,153215,405105,100656,0.3045132656724211,326800,87573,239227
2013_05_28_drive_0006_sync_001725,16,1725,C3,raw,0,31.440565139027804,1269,2274,99387,0.35817104149026247,0.012607296137339056,0.012328767123287671,3543,25638,405105,100656,0.13819330681020361,326798,75034,251764
2013_05_28_drive_0006_sync_001725,16,1725,C3,dilate_r2,0,31.440565139027804,11871,24373,88785,0.3275300739432734,0.11793633762517883,0.09494597253437202,36244,181295,405105,100656,0.1999172619211782,326798,75034,251764
