clip_id,block,anchor,s_oracle,s_oracle_anchor_only,s_oracle_voxel_centre,ok,n_valid_lidar_px,s_C0,s_C3,s_A,s_B,absrel_C0,absrel_C3,absrel_A,absrel_B,absrel_OR
2013_05_28_drive_0006_sync_007485,71,7485,17.36013424075586,17.542456398419834,17.67554360480329,1,103183,27.3665,23.637883968409387,14.551431151488616,15.714331010485816,0.5939909675611005,0.3796980291763735,0.1587291411751099,0.09514370381416795,0.04867756470588822
2013_05_28_drive_0006_sync_007490,71,7490,17.733328930324756,18.379856372705152,18.347713751380446,1,102838,27.3665,23.64339457455598,15.033971092253354,16.187726991538955,0.5563328636522235,0.34652405380935636,0.15202997877920027,0.09037644647123776,0.04998104005943599
2013_05_28_drive_0006_sync_007495,72,7495,18.52732927606713,19.149989525873224,18.94743778246123,1,102689,27.3665,24.524133074301464,16.01794344988833,17.2304247606982,0.4780036135863298,0.3261911824871048,0.14183616533621382,0.08015033814420541,0.04081623658522269
2013_05_28_drive_0006_sync_007500,72,7500,19.145962194093546,19.259492102121484,19.314840658160374,1,102519,27.3665,25.488729145801766,16.74344917777535,17.750011755696473,0.4245569856470411,0.32792115419980833,0.13251613142277882,0.08257943867802915,0.03790649600051669
2013_05_28_drive_0006_sync_007505,72,7505,19.91249588758805,19.859518588251024,19.959178565658537,1,101994,27.3665,26.28450704110861,17.63341623844806,18.599718761514374,0.37754601556264106,0.3237166100892079,0.11690853502731989,0.07253253083365865,0.03790829152347843
2013_05_28_drive_0006_sync_007510,72,7510,20.046993440885732,20.051773551849077,20.57141183340806,1,100806,27.3665,26.423900714948765,17.936064469875646,18.732308667632704,0.3643569958520592,0.3179836518994386,0.11064650490792595,0.07342213285637636,0.038535927521331656
2013_05_28_drive_0006_sync_007515,72,7515,20.980441384051016,20.201353050394285,20.31236613537575,1,97594,27.3665,27.298816195708607,18.683796379683,19.435078205458293,0.3193314941837472,0.31613065769597737,0.10807845485687086,0.07614244043589977,0.04301861855949099
2013_05_28_drive_0006_sync_007520,72,7520,22.380729718181453,21.528853102797925,22.154944652792242,1,94547,27.3665,28.601784179293414,20.254613759566322,20.656165484828495,0.2353668390292347,0.2895936527365151,0.10065487839898102,0.08557573929632516,0.05104260905620594
2013_05_28_drive_0006_sync_007525,72,7525,23.900052707654975,23.99649772247267,24.354011974758528,1,91309,27.3665,30.45097968686109,21.80917477116705,22.289332261340547,0.15810250030121284,0.2790073753536068,0.10802080782939594,0.09262865425110794,0.06051667947849832
2013_05_28_drive_0006_sync_007530,72,7530,25.870615313219016,26.767233130948423,26.69852911840203,1,90355,27.3665,32.93860443767027,23.593550446998723,23.77219701604133,0.08465589241383692,0.2836182076892748,0.10730407992968381,0.10190992161569172,0.06310209497094472
2013_05_28_drive_0006_sync_007535,72,7535,27.921318805001256,30.6460027019453,30.780403526561177,1,92316,27.3665,34.77704418137421,24.734869396835855,24.716393096613153,0.09555965083929518,0.26867015791499876,0.13697161648877612,0.13742593859504665,0.09423425720283149
2013_05_28_drive_0006_sync_007540,72,7540,28.045794788259393,29.29621917066784,29.519342416195673,1,94301,27.3665,33.81287083454659,23.819977537831015,24.32450274702578,0.08267560734193094,0.2434137163664082,0.14986235613843316,0.13527611703754044,0.08246516603142294
2013_05_28_drive_0006_sync_007545,72,7545,27.892670501115806,27.816798172026417,27.969835217616886,1,92717,27.3665,34.89904260615951,23.715985018260294,24.36741727941176,0.06312874560986899,0.28735081790476275,0.1479369956525279,0.12722207197730293,0.0636196681884098
2013_05_28_drive_0006_sync_007550,72,7550,27.64392127043273,27.275558353304522,27.293977472167455,1,94912,27.3665,34.84155864920175,23.555009949882077,23.843958601166936,0.059945300065253386,0.30213973513557324,0.14239564438155397,0.1332402911672279,0.061367742055989216
2013_05_28_drive_0006_sync_007555,72,7555,27.126403486993432,26.395352996883567,26.2029945460249,1,95518,27.3665,34.53335834716988,23.162660256410255,23.290823182260166,0.07109918619447866,0.31437788839444203,0.14281569633231483,0.13867008209511814,0.06825940948569287
2013_05_28_drive_0006_sync_007560,72,7560,27.219324813916824,27.19512681506535,26.886912640958297,1,97145,27.3665,34.447288647894794,23.525808513300916,23.61068928655108,0.06719847334935526,0.30908675371959216,0.13727251037129654,0.13462169205156463,0.06589648587025192
2013_05_28_drive_0006_sync_007565,72,7565,27.45697075013064,27.285603277940975,27.691901556677305,1,98749,27.3665,34.665558866686496,24.402948862234826,24.065595790547658,0.07448844363441158,0.3075381033062617,0.12316473452864818,0.13227630556996817,0.07485213311152672
