clip_id,block,variant,s_c0,s_c3,a_clip,n_support_px,ok
2013_05_28_drive_0006_sync_000145,1,C0C3,27.3665,16.933421369667208,-0.4800303727388382,318198,1
2013_05_28_drive_0006_sync_000150,1,C0C3,27.3665,17.163078809397607,-0.46655914187431335,316031,1
2013_05_28_drive_0006_sync_000155,1,C0C3,27.3665,17.263468672753422,-0.4607270061969757,315909,1
2013_05_28_drive_0006_sync_000160,1,C0C3,27.3665,17.580464608766434,-0.4425313174724579,315359,1
2013_05_28_drive_0006_sync_000165,1,C0C3,27.3665,17.918921683723877,-0.4234624058008194,317132,1
2013_05_28_drive_0006_sync_000170,1,C0C3,27.3665,18.304086900468747,-0.4021952748298645,316731,1
2013_05_28_drive_0006_sync_000175,1,C0C3,27.3665,19.856072030235424,-0.3208097815513611,311118,1
2013_05_28_drive_0006_sync_000180,1,C0C3,27.3665,22.28286188636106,-0.20550177991390228,309931,1
2013_05_28_drive_0006_sync_000185,1,C0C3,27.3665,23.318292695257398,-0.16008149087429047,310500,1
2013_05_28_drive_0006_sync_000190,1,C0C3,27.3665,24.3831849396481,-0.11542588472366333,312216,1
2013_05_28_drive_0006_sync_000195,1,C0C3,27.3665,25.273604102237943,-0.07955910265445709,314584,1
2013_05_28_drive_0006_sync_000200,1,C0C3,27.3665,25.999284920556615,-0.051250603049993515,304930,1
2013_05_28_drive_0006_sync_000205,1,C0C3,27.3665,26.865500494521655,-0.018476683646440506,297700,1
2013_05_28_drive_0006_sync_000210,1,C0C3,27.3665,26.818038697230893,-0.020244890823960304,295414,1
2013_05_28_drive_0006_sync_000215,1,C0C3,27.3665,27.509901657369355,0.005226362496614456,291581,1
2013_05_28_drive_0006_sync_000220,1,C0C3,27.3665,29.356662825013444,0.07019989565014839,284924,1
2013_05_28_drive_0006_sync_000225,1,C0C3,27.3665,29.418722527529585,0.0723116546869278,277629,1
2013_05_28_drive_0006_sync_000230,1,C0C3,27.3665,28.49648508880753,0.040461111813783646,277869,1
2013_05_28_drive_0006_sync_000235,1,C0C3,27.3665,28.878764587530807,0.05378689803183079,279706,1
2013_05_28_drive_0006_sync_000240,2,C0C3,27.3665,28.350077623266472,0.035310130566358566,296794,1
2013_05_28_drive_0006_sync_000245,2,C0C3,27.3665,27.693648893292,0.011883467435836792,307598,1
2013_05_28_drive_0006_sync_000250,2,C0C3,27.3665,27.037553619444854,-0.012092863209545612,323171,1
2013_05_28_drive_0006_sync_000255,2,C0C3,27.3665,26.852858586271008,-0.018947357311844826,308578,1
2013_05_28_drive_0006_sync_000260,2,C0C3,27.3665,26.557708347192566,-0.02999959886074066,291097,1
2013_05_28_drive_0006_sync_000265,2,C0C3,27.3665,26.05205807043368,-0.04922286793589592,275133,1
2013_05_28_drive_0006_sync_000270,2,C0C3,27.3665,26.837739649111338,-0.01951054483652115,260175,1
2013_05_28_drive_0006_sync_000275,2,C0C3,27.3665,27.580785523797573,0.007799715967848897,250534,1
2013_05_28_drive_0006_sync_000280,2,C0C3,27.3665,27.593180163533365,0.008249009028077126,263817,1
2013_05_28_drive_0006_sync_000285,2,C0C3,27.3665,28.428344560872283,0.038067057728767395,267626,1
2013_05_28_drive_0006_sync_000290,2,C0C3,27.3665,27.240948134454616,-0.004598350264132023,270384,1
2013_05_28_drive_0006_sync_000295,2,C0C3,27.3665,27.37268392697367,0.00022594151232624426,263740,1
2013_05_28_drive_0006_sync_000300,2,C0C3,27.3665,27.79391895463652,0.015497616492211819,269232,1
2013_05_28_drive_0006_sync_000305,2,C0C3,27.3665,27.372631846231762,0.0002240388566860929,277459,1
