clip_id,block,variant,s_c0,s_c3,a_clip,n_support_px,ok
2013_05_28_drive_0006_sync_001375,12,C0C3,27.3665,26.489106116997103,-0.032586079090833664,295250,1
2013_05_28_drive_0006_sync_001380,12,C0C3,27.3665,27.404969196955058,0.0014047168660908937,306279,1
2013_05_28_drive_0006_sync_001385,12,C0C3,27.3665,28.22980499919029,0.031058697029948235,307866,1
2013_05_28_drive_0006_sync_001390,12,C0C3,27.3665,28.537076289538113,0.04188452661037445,306452,1
2013_05_28_drive_0006_sync_001395,13,C0C3,27.3665,28.262760970649175,0.032225433737039566,301321,1
2013_05_28_drive_0006_sync_001400,13,C0C3,27.3665,29.05003410464555,0.05970001965761185,313379,1
2013_05_28_drive_0006_sync_001405,13,C0C3,27.3665,28.557998369728292,0.04261741228401661,317666,1
2013_05_28_drive_0006_sync_001410,13,C0C3,27.3665,28.229929040658753,0.03106309100985527,317064,1
2013_05_28_drive_0006_sync_001415,13,C0C3,27.3665,27.728865383611364,0.013154304586350918,322864,1
2013_05_28_drive_0006_sync_001420,13,C0C3,27.3665,27.23192031979421,-0.004929811228066683,307439,1
2013_05_28_drive_0006_sync_001425,13,C0C3,27.3665,27.20282182897742,-0.005998926004394889,307284,1
2013_05_28_drive_0006_sync_001430,13,C0C3,27.3665,24.541855912245932,-0.10893957316875458,298461,1
2013_05_28_drive_0006_sync_001435,13,C0C3,27.3665,21.867075190947116,-0.22433754801750183,284681,1
2013_05_28_drive_0006_sync_001440,13,C0C3,27.3665,19.18346681835511,-0.3552708327770233,280912,1
2013_05_28_drive_0006_sync_001445,13,C0C3,27.3665,18.895295583957047,-0.3704066574573517,274030,1
2013_05_28_drive_0006_sync_001450,13,C0C3,27.3665,18.53227845155839,-0.3898056447505951,265537,1
2013_05_28_drive_0006_sync_001455,13,C0C3,27.3665,19.327067946436298,-0.34781304001808167,285191,1
2013_05_28_drive_0006_sync_001460,13,C0C3,27.3665,19.496718287578794,-0.3390734791755676,286187,1
2013_05_28_drive_0006_sync_001465,13,C0C3,27.3665,20.898265567237786,-0.26965346932411194,275865,1
2013_05_28_drive_0006_sync_001470,13,C0C3,27.3665,22.308997002296667,-0.20432958751916885,282596,1
2013_05_28_drive_0006_sync_001475,13,C0C3,27.3665,23.532903464463622,-0.1509200483560562,288586,1
2013_05_28_drive_0006_sync_001480,13,C0C3,27.3665,23.53039176657957,-0.15102678537368774,279163,1
2013_05_28_drive_0006_sync_001485,13,C0C3,27.3665,23.08293913222969,-0.1702258586883545,288059,1
2013_05_28_drive_0006_sync_001490,13,C0C3,27.3665,21.69123884846972,-0.2324111983180046,292014,1
2013_05_28_drive_0006_sync_001495,14,C0C3,27.3665,21.572004220762516,-0.237923264503479,281415,1
2013_05_28_drive_0006_sync_001500,14,C0C3,27.3665,20.00984188651597,-0.3130953907966614,268691,1
2013_05_28_drive_0006_sync_001505,14,C0C3,27.3665,18.327719752441975,-0.40090498328208923,259855,1
2013_05_28_drive_0006_sync_001510,14,C0C3,27.3665,17.820163282246074,-0.428989052772522,262572,1
2013_05_28_drive_0006_sync_001515,14,C0C3,27.3665,18.32111536881329,-0.4012653976678848,255710,1
2013_05_28_drive_0006_sync_001520,14,C0C3,27.3665,20.61914629027163,-0.28309956192970276,262154,1
2013_05_28_drive_0006_sync_001525,14,C0C3,27.3665,22.553310956951304,-0.19343775510787964,278859,1
2013_05_28_drive_0006_sync_001530,14,C0C3,27.3665,23.335262160877136,-0.15935402363538742,280686,1
2013_05_28_drive_0006_sync_001535,14,C0C3,27.3665,24.77338209505016,-0.09954986348748207,274942,1
2013_05_28_drive_0006_sync_001540,14,C0C3,27.3665,26.27177195227461,-0.040824584662914276,275124,1
2013_05_28_drive_0006_sync_001545,14,C0C3,27.3665,27.50586796522208,0.0050797248259186745,275535,1
2013_05_28_drive_0006_sync_001550,14,C0C3,27.3665,26.989024753755356,-0.01388934487476945,263788,1
2013_05_28_drive_0006_sync_001555,14,C0C3,27.3665,27.50958600067119,0.005214888136833906,266557,1
2013_05_28_drive_0006_sync_001560,14,C0C3,27.3665,27.861776805720105,0.01793610490858555,275909,1
2013_05_28_drive_0006_sync_001565,14,C0C3,27.3665,28.10968820470484,0.02679465524852276,282668,1
2013_05_28_drive_0006_sync_001570,14,C0C3,27.3665,27.862005073865312,0.01794429775327444,287856,1
2013_05_28_drive_0006_sync_001575,14,C0C3,27.3665,27.793656196186234,0.015488162636756897,284685,1
2013_05_28_drive_0006_sync_001580,14,C0C3,27.3665,28.902682224401154,0.05461476370692253,280179,1
2013_05_28_drive_0006_sync_001585,14,C0C3,27.3665,30.188988455330296,0.098157599568367,290927,1
2013_05_28_drive_0006_sync_001590,14,C0C3,27.3665,29.5841931911701,0.0779205672442913,296066,1
2013_05_28_drive_0006_sync_001595,15,C0C3,27.3665,31.81470610934954,0.15060900151729584,301863,1
2013_05_28_drive_0006_sync_001600,15,C0C3,27.3665,32.70166366032962,0.17810631543397903,309064,1
2013_05_28_drive_0006_sync_001605,15,C0C3,27.3665,31.94319010422701,0.1546393781900406,317661,1
2013_05_28_drive_0006_sync_001610,15,C0C3,27.3665,30.70582143965815,0.11513262242078781,315548,1
2013_05_28_drive_0006_sync_001615,15,C0C3,27.3665,31.72097833202879,0.1476586014032364,306166,1
2013_05_28_drive_0006_sync_001620,15,C0C3,27.3665,29.266144007860458,0.06711171567440033,299416,1
2013_05_28_drive_0006_sync_001625,15,C0C3,27.3665,29.08458227049142,0.06088857725262642,291221,1
2013_05_28_drive_0006_sync_001630,15,C0C3,27.3665,28.646480543408266,0.04571095481514931,285501,1
2013_05_28_drive_0006_sync_001635,15,C0C3,27.3665,27.270285288666223,-0.003521979204379022,284038,1
2013_05_28_drive_0006_sync_001640,15,C0C3,27.3665,27.038131975581745,-0.012071472592651844,293072,1
2013_05_28_drive_0006_sync_001645,15,C0C3,27.3665,26.484002603223832,-0.03277876228094101,313127,1
2013_05_28_drive_0006_sync_001650,15,C0C3,27.3665,26.936370496204848,-0.015842201188206673,314842,1
2013_05_28_drive_0006_sync_001655,15,C0C3,27.3665,26.975315156737558,-0.014397443272173405,298786,1
2013_05_28_drive_0006_sync_001660,15,C0C3,27.3665,26.23023122848659,-0.04240702837705612,291573,1
2013_05_28_drive_0006_sync_001665,15,C0C3,27.3665,25.01610506318528,-0.08979981765151024,284594,1
2013_05_28_drive_0006_sync_001670,15,C0C3,27.3665,24.520680110461814,-0.10980278998613358,288839,1
2013_05_28_drive_0006_sync_001675,15,C0C3,27.3665,25.09605946347608,-0.08660879731178284,291411,1
2013_05_28_drive_0006_sync_001680,15,C0C3,27.3665,26.07452915627128,-0.04836069419980049,301361,1
2013_05_28_drive_0006_sync_001685,15,C0C3,27.3665,26.26455121701166,-0.04109947010874748,303418,1
2013_05_28_drive_0006_sync_001690,15,C0C3,27.3665,27.15500249414452,-0.007758354302495718,307705,1
2013_05_28_drive_0006_sync_001695,16,C0C3,27.3665,27.301396075380822,-0.00238179846201092,307846,1
2013_05_28_drive_0006_sync_001700,16,C0C3,27.3665,27.730890667944113,0.013227340765297413,316398,1
2013_05_28_drive_0006_sync_001705,16,C0C3,27.3665,28.62539915830304,0.04497476853430271,323680,1
2013_05_28_drive_0006_sync_001710,16,C0C3,27.3665,28.35234816674673,0.0353902168571949,327108,1
2013_05_28_drive_0006_sync_001715,16,C0C3,27.3665,28.4503522671588,0.03884090483188629,329410,1
2013_05_28_drive_0006_sync_001720,16,C0C3,27.3665,30.02255130828454,0.09262917190790176,326517,1
2013_05_28_drive_0006_sync_001725,16,C0C3,27.3665,31.440565139027804,0.13877930492162704,326800,1
2013_05_28_drive_0006_sync_001730,16,C0C3,27.3665,31.84778346089861,0.15164814889431,327239,1
2013_05_28_drive_0006_sync_001735,16,C0C3,27.3665,34.001301395959864,0.21707916259765625,331212,1
2013_05_28_drive_0006_sync_001740,16,C0C3,27.3665,34.98566967482004,0.24561890214681625,329992,1
2013_05_28_drive_0006_sync_001745,16,C0C3,27.3665,34.36830322713329,0.22781508415937424,327172,1
2013_05_28_drive_0006_sync_001750,16,C0C3,27.3665,33.08530154721047,0.18976948410272598,324490,1
2013_05_28_drive_0006_sync_001755,16,C0C3,27.3665,32.35546379568069,0.1674632653594017,315268,1
2013_05_28_drive_0006_sync_001760,16,C0C3,27.3665,30.130869293084128,0.09623056650161743,307603,1
2013_05_28_drive_0006_sync_001765,16,C0C3,27.3665,31.17019287763414,0.13014264404773712,297673,1
2013_05_28_drive_0006_sync_001770,16,C0C3,27.3665,31.392122255335472,0.1372373402118683,293545,1
2013_05_28_drive_0006_sync_001775,16,C0C3,27.3665,32.60342467126234,0.17509769648313522,285232,1
2013_05_28_drive_0006_sync_001780,16,C0C3,27.3665,32.05053316223584,0.15799418091773987,290919,1
2013_05_28_drive_0006_sync_001785,16,C0C3,27.3665,32.98811096415761,0.18682758510112762,302542,1
2013_05_28_drive_0006_sync_001790,16,C0C3,27.3665,32.416612702737574,0.16935139149427414,300748,1
2013_05_28_drive_0006_sync_001795,17,C0C3,27.3665,30.193890429582794,0.09831996262073517,306088,1
2013_05_28_drive_0006_sync_001800,17,C0C3,27.3665,30.944456727191316,0.12287424132227898,304626,1
2013_05_28_drive_0006_sync_001805,17,C0C3,27.3665,31.192974496631066,0.13087325543165207,305374,1
2013_05_28_drive_0006_sync_001810,17,C0C3,27.3665,32.201966840185015,0.16270789504051208,303591,1
2013_05_28_drive_0006_sync_001815,17,C0C3,27.3665,33.024346619435526,0.18792542815208435,303551,1
2013_05_28_drive_0006_sync_001820,17,C0C3,27.3665,32.110986633433164,0.15987859666347504,306687,1
2013_05_28_drive_0006_sync_001825,17,C0C3,27.3665,33.07177539512409,0.189360573887825,296317,1
2013_05_28_drive_0006_sync_001830,17,C0C3,27.3665,33.53988756072794,0.20341576635837555,291803,1
2013_05_28_drive_0006_sync_001835,17,C0C3,27.3665,34.72317957134453,0.23808782547712326,291708,1
2013_05_28_drive_0006_sync_001840,17,C0C3,27.3665,34.15951539530183,0.22172154486179352,288029,1
2013_05_28_drive_0006_sync_001845,17,C0C3,27.3665,33.85187879199285,0.21267486363649368,296634,1
2013_05_28_drive_0006_sync_001850,17,C0C3,27.3665,33.98238193940053,0.21652257442474365,312261,1
2013_05_28_drive_0006_sync_001855,17,C0C3,27.3665,33.33525760332994,0.19729598611593246,316460,1
2013_05_28_drive_0006_sync_001860,17,C0C3,27.3665,31.837630964812426,0.15132931619882584,311060,1
2013_05_28_drive_0006_sync_001865,17,C0C3,27.3665,30.829147058662244,0.11914093792438507,314757,1
2013_05_28_drive_0006_sync_001870,17,C0C3,27.3665,27.830528765966474,0.016813937574625015,323611,1
2013_05_28_drive_0006_sync_001875,17,C0C3,27.3665,27.24112757783332,-0.004591763019561768,338330,1
2013_05_28_drive_0006_sync_001880,17,C0C3,27.3665,26.209913650412958,-0.04318191483616829,348369,1
2013_05_28_drive_0006_sync_001885,17,C0C3,27.3665,23.141453622352262,-0.1676940992474556,351602,1
2013_05_28_drive_0006_sync_001890,17,C0C3,27.3665,21.401895449244442,-0.2458401471376419,345649,1
2013_05_28_drive_0006_sync_001895,18,C0C3,27.3665,20.2508511186693,-0.3011228144168854,329163,1
2013_05_28_drive_0006_sync_001900,18,C0C3,27.3665,19.332256022180974,-0.3475446403026581,314993,1
2013_05_28_drive_0006_sync_001905,18,C0C3,27.3665,18.660456219950916,-0.3829129934310913,307640,1
2013_05_28_drive_0006_sync_001910,18,C0C3,27.3665,19.210874234993067,-0.35384315252304077,312543,1
2013_05_28_drive_0006_sync_001915,18,C0C3,27.3665,21.528342479335834,-0.2399493157863617,315637,1
2013_05_28_drive_0006_sync_001920,18,C0C3,27.3665,22.10156192129721,-0.21367135643959045,316339,1
2013_05_28_drive_0006_sync_001925,18,C0C3,27.3665,22.982787026820695,-0.1745740920305252,321331,1
2013_05_28_drive_0006_sync_001930,18,C0C3,27.3665,23.54798244101445,-0.15027949213981628,320917,1
2013_05_28_drive_0006_sync_001935,18,C0C3,27.3665,24.22902542217547,-0.12176832556724548,319457,1
2013_05_28_drive_0006_sync_001940,18,C0C3,27.3665,25.78971845180714,-0.0593437347561121,315638,1
2013_05_28_drive_0006_sync_001945,18,C0C3,27.3665,26.80914563174657,-0.02057655341923237,310871,1
2013_05_28_drive_0006_sync_001950,18,C0C3,27.3665,27.552876448591817,0.006787300808355212,312804,1
2013_05_28_drive_0006_sync_001955,18,C0C3,27.3665,27.95775506563356,0.021374985575675964,312382,1
2013_05_28_drive_0006_sync_001960,18,C0C3,27.3665,28.326001495762124,0.03446052595973015,312837,1
2013_05_28_drive_0006_sync_001965,18,C0C3,27.3665,28.632944092274624,0.04523830860853195,309523,1
2013_05_28_drive_0006_sync_001970,18,C0C3,27.3665,28.667387199307136,0.04644050449132919,315376,1
2013_05_28_drive_0006_sync_001975,18,C0C3,27.3665,28.320052704766518,0.034250492230057716,318406,1
2013_05_28_drive_0006_sync_001980,18,C0C3,27.3665,29.008768817493376,0.05827851966023445,319473,1
2013_05_28_drive_0006_sync_001985,18,C0C3,27.3665,29.19351946742927,0.06462711095809937,312965,1
2013_05_28_drive_0006_sync_001990,18,C0C3,27.3665,29.400179382329085,0.07168113812804222,315160,1
2013_05_28_drive_0006_sync_001995,19,C0C3,27.3665,30.183025144971598,0.09796004742383957,318591,1
2013_05_28_drive_0006_sync_002000,19,C0C3,27.3665,30.546289569475203,0.1099235862493515,322070,1
2013_05_28_drive_0006_sync_002005,19,C0C3,27.3665,31.410938224209872,0.1378365457057953,315884,1
2013_05_28_drive_0006_sync_002010,19,C0C3,27.3665,32.298793072017766,0.1657102257013321,313989,1
2013_05_28_drive_0006_sync_002015,19,C0C3,27.3665,32.54749064347707,0.17338063567876816,317692,1
2013_05_28_drive_0006_sync_002020,19,C0C3,27.3665,32.603658598710396,0.17510487139225006,316347,1
2013_05_28_drive_0006_sync_002025,19,C0C3,27.3665,32.541911492077375,0.17320920526981354,319067,1
2013_05_28_drive_0006_sync_002030,19,C0C3,27.3665,32.520958392717226,0.17256511747837067,321177,1
2013_05_28_drive_0006_sync_002035,19,C0C3,27.3665,32.15805628372673,0.16134336590766907,315001,1
2013_05_28_drive_0006_sync_002040,19,C0C3,27.3665,31.506338755190924,0.1408691182732582,317346,1
2013_05_28_drive_0006_sync_002045,19,C0C3,27.3665,31.735935306671077,0.14813000708818436,319116,1
2013_05_28_drive_0006_sync_002050,19,C0C3,27.3665,32.506625144577214,0.17212428152561188,320454,1
2013_05_28_drive_0006_sync_002055,19,C0C3,27.3665,31.262009054037158,0.13308395445346832,319893,1
2013_05_28_drive_0006_sync_002060,19,C0C3,27.3665,30.42158081062992,0.10583261400461197,320977,1
2013_05_28_drive_0006_sync_002065,19,C0C3,27.3665,30.366641102089595,0.10402503609657288,321709,1
2013_05_28_drive_0006_sync_002070,19,C0C3,27.3665,29.115612815248035,0.06195491552352905,318014,1
2013_05_28_drive_0006_sync_002075,19,C0C3,27.3665,29.037198824923255,0.05925808846950531,316221,1
2013_05_28_drive_0006_sync_002080,19,C0C3,27.3665,28.759063003476,0.049633314833045006,316230,1
2013_05_28_drive_0006_sync_002085,19,C0C3,27.3665,30.006816478234892,0.09210493415594101,314335,1
2013_05_28_drive_0006_sync_002090,19,C0C3,27.3665,30.428151214935625,0.1060485690832138,311475,1
2013_05_28_drive_0006_sync_002095,20,C0C3,27.3665,30.76287465411837,0.11698895692825317,315008,1
2013_05_28_drive_0006_sync_002100,20,C0C3,27.3665,30.784303953390012,0.11768531054258347,321914,1
2013_05_28_drive_0006_sync_002105,20,C0C3,27.3665,30.90893156108184,0.12172555178403854,322505,1
2013_05_28_drive_0006_sync_002110,20,C0C3,27.3665,31.242747372385708,0.1324676275253296,326896,1
2013_05_28_drive_0006_sync_002115,20,C0C3,27.3665,29.90217682921148,0.08861164376139641,328454,1
2013_05_28_drive_0006_sync_002120,20,C0C3,27.3665,30.448736518418738,0.10672486200928688,327874,1
2013_05_28_drive_0006_sync_002125,20,C0C3,27.3665,30.112171506815997,0.09560982137918472,324668,1
2013_05_28_drive_0006_sync_002130,20,C0C3,27.3665,30.200795190689565,0.09854861721396446,322758,1
2013_05_28_drive_0006_sync_002135,20,C0C3,27.3665,31.131592694207654,0.12890350818634033,325461,1
2013_05_28_drive_0006_sync_002140,20,C0C3,27.3665,30.534190906231174,0.10952743142843246,326309,1
2013_05_28_drive_0006_sync_002145,20,C0C3,27.3665,31.246332337802794,0.13258236646652222,329367,1
2013_05_28_drive_0006_sync_002150,20,C0C3,27.3665,30.5093025964834,0.10871200263500214,333142,1
2013_05_28_drive_0006_sync_002155,20,C0C3,27.3665,29.14345377834066,0.06291067972779274,333256,1
2013_05_28_drive_0006_sync_002160,20,C0C3,27.3665,28.262598092146135,0.032219670712947845,331789,1
2013_05_28_drive_0006_sync_002165,20,C0C3,27.3665,27.829236257330017,0.01676749438047409,328392,1
2013_05_28_drive_0006_sync_002170,20,C0C3,27.3665,27.71602637916012,0.012691177893429995,329320,1
2013_05_28_drive_0006_sync_002175,20,C0C3,27.3665,27.920728495966763,0.02004973217844963,327029,1
2013_05_28_drive_0006_sync_002180,20,C0C3,27.3665,28.811710394199395,0.05146227777004242,325829,1
2013_05_28_drive_0006_sync_002185,20,C0C3,27.3665,29.07596474829672,0.06059224158525467,322761,1
2013_05_28_drive_0006_sync_002190,20,C0C3,27.3665,29.412294268861746,0.07209312170743942,325872,1
2013_05_28_drive_0006_sync_002195,21,C0C3,27.3665,29.14648200088172,0.06301458179950714,326373,1
2013_05_28_drive_0006_sync_002200,21,C0C3,27.3665,28.806071616222646,0.05126654729247093,329179,1
2013_05_28_drive_0006_sync_002205,21,C0C3,27.3665,27.93931235546699,0.020715104416012764,328801,1
2013_05_28_drive_0006_sync_002210,21,C0C3,27.3665,27.968827389120065,0.021770944818854332,337030,1
2013_05_28_drive_0006_sync_002215,21,C0C3,27.3665,27.712438988016704,0.012561735697090626,338756,1
2013_05_28_drive_0006_sync_002220,21,C0C3,27.3665,27.58217864006641,0.00785022508352995,338997,1
2013_05_28_drive_0006_sync_002225,21,C0C3,27.3665,27.581902303805922,0.007840206380933523,338622,1
2013_05_28_drive_0006_sync_002230,21,C0C3,27.3665,27.348574818685858,-0.000655219133477658,336419,1
2013_05_28_drive_0006_sync_002235,21,C0C3,27.3665,27.362524090301424,-0.00014529437612509355,334342,1
2013_05_28_drive_0006_sync_002240,21,C0C3,27.3665,27.325374276628615,-0.0015039064455777407,335105,1
2013_05_28_drive_0006_sync_002245,21,C0C3,27.3665,26.527445182448975,-0.031139773316681385,333742,1
2013_05_28_drive_0006_sync_002250,21,C0C3,27.3665,26.261039668028285,-0.04123317822813988,341587,1
2013_05_28_drive_0006_sync_002255,21,C0C3,27.3665,25.79347200719907,-0.059198200702667236,341657,1
2013_05_28_drive_0006_sync_002260,21,C0C3,27.3665,25.28143052841558,-0.07924948260188103,342000,1
2013_05_28_drive_0006_sync_002265,21,C0C3,27.3665,24.600978035051945,-0.10653343796730042,335959,1
2013_05_28_drive_0006_sync_002270,21,C0C3,27.3665,24.9984512700029,-0.09050576388835907,335913,1
2013_05_28_drive_0006_sync_002275,21,C0C3,27.3665,24.69079996812996,-0.10288893431425095,330697,1
2013_05_28_drive_0006_sync_002280,21,C0C3,27.3665,22.888467537900308,-0.1786864548921585,324537,1
2013_05_28_drive_0006_sync_002285,21,C0C3,27.3665,24.48945999550753,-0.11107681691646576,320589,1
2013_05_28_drive_0006_sync_002290,21,C0C3,27.3665,26.057322043566945,-0.049020832404494286,317858,1
2013_05_28_drive_0006_sync_002295,22,C0C3,27.3665,27.17039077500392,-0.007191831711679697,314681,1
2013_05_28_drive_0006_sync_002300,22,C0C3,27.3665,27.483493277955056,0.004265942377969623,315212,1
2013_05_28_drive_0006_sync_002305,22,C0C3,27.3665,27.43545343568052,0.002516460372135043,321932,1
2013_05_28_drive_0006_sync_002310,22,C0C3,27.3665,26.617330759522183,-0.02775710169225931,324404,1
2013_05_28_drive_0006_sync_002315,22,C0C3,27.3665,25.820330133203235,-0.05815746635198593,324895,1
2013_05_28_drive_0006_sync_002320,22,C0C3,27.3665,24.559273535170266,-0.1082301139831543,324947,1
2013_05_28_drive_0006_sync_002325,22,C0C3,27.3665,23.764444765535522,-0.14112909138202667,325611,1
2013_05_28_drive_0006_sync_002330,22,C0C3,27.3665,23.903720376785696,-0.13528552651405334,324447,1
2013_05_28_drive_0006_sync_002335,22,C0C3,27.3665,23.850708065176807,-0.13750573247671127,320192,1
2013_05_28_drive_0006_sync_002380,22,C0C3,27.3665,17.63608256507037,-0.4393726885318756,317755,1
2013_05_28_drive_0006_sync_002385,22,C0C3,27.3665,18.390694670346438,-0.39747482538223267,325135,1
2013_05_28_drive_0006_sync_002390,22,C0C3,27.3665,19.100635314850116,-0.3595980405807495,322865,1
2013_05_28_drive_0006_sync_002395,22,C0C3,27.3665,21.119072736450427,-0.25914308428764343,320831,1
2013_05_28_drive_0006_sync_002400,22,C0C3,27.3665,22.618219751495236,-0.1905638724565506,328691,1
2013_05_28_drive_0006_sync_002405,22,C0C3,27.3665,22.674213956588456,-0.18809130787849426,326233,1
2013_05_28_drive_0006_sync_002410,22,C0C3,27.3665,22.967473095940765,-0.1752406358718872,328106,1
2013_05_28_drive_0006_sync_002415,22,C0C3,27.3665,23.915486908163125,-0.13479340076446533,331146,1
2013_05_28_drive_0006_sync_002420,22,C0C3,27.3665,24.931730593487917,-0.09317832440137863,331594,1
2013_05_28_drive_0006_sync_002425,22,C0C3,27.3665,25.075351725763326,-0.08743427693843842,332507,1
2013_05_28_drive_0006_sync_002430,22,C0C3,27.3665,24.377001079257337,-0.1156795285642147,332236,1
2013_05_28_drive_0006_sync_002435,23,C0C3,27.3665,24.552079507661244,-0.10852308198809624,333546,1
2013_05_28_drive_0006_sync_002440,23,C0C3,27.3665,24.486507229638143,-0.11119739711284637,335323,1
2013_05_28_drive_0006_sync_002445,23,C0C3,27.3665,24.849209353002646,-0.09649370238184929,334738,1
2013_05_28_drive_0006_sync_002450,23,C0C3,27.3665,24.56741597700335,-0.10789862647652626,334188,1
2013_05_28_drive_0006_sync_002455,23,C0C3,27.3665,24.278367026119984,-0.11973392963409424,327775,1
2013_05_28_drive_0006_sync_002460,23,C0C3,27.3665,25.165107531686704,-0.08386122435331345,325455,1
2013_05_28_drive_0006_sync_002465,23,C0C3,27.3665,25.062989979962346,-0.08792738243937492,317506,1
2013_05_28_drive_0006_sync_002470,23,C0C3,27.3665,26.620752128796894,-0.027628570795059204,315541,1
2013_05_28_drive_0006_sync_002475,23,C0C3,27.3665,27.36704153995488,1.978823001991259e-05,311904,1
2013_05_28_drive_0006_sync_002480,23,C0C3,27.3665,28.193009141017708,0.02975440677255392,312352,1
2013_05_28_drive_0006_sync_002485,23,C0C3,27.3665,28.54420854070469,0.042134424671530724,314864,1
2013_05_28_drive_0006_sync_002490,23,C0C3,27.3665,28.293887929864194,0.03332616947591305,323572,1
2013_05_28_drive_0006_sync_002495,23,C0C3,27.3665,27.79340541185692,0.015479139517992735,325988,1
2013_05_28_drive_0006_sync_002500,23,C0C3,27.3665,26.658117380770154,-0.026225941255688667,330958,1
2013_05_28_drive_0006_sync_002505,23,C0C3,27.3665,26.421705569265278,-0.035133784636855125,328904,1
2013_05_28_drive_0006_sync_002510,23,C0C3,27.3665,26.630306966451965,-0.027269710786640644,328778,1
2013_05_28_drive_0006_sync_002515,23,C0C3,27.3665,26.670962125477296,-0.025744224898517132,328720,1
2013_05_28_drive_0006_sync_002520,23,C0C3,27.3665,27.230079502864445,-0.004997411277145147,326948,1
2013_05_28_drive_0006_sync_002525,23,C0C3,27.3665,27.09113826424179,-0.010112964548170567,329257,1
2013_05_28_drive_0006_sync_002530,23,C0C3,27.3665,27.41245364766465,0.0016777851851657033,325915,1
2013_05_28_drive_0006_sync_002535,24,C0C3,27.3665,27.50055244752509,0.004886455833911896,320113,1
2013_05_28_drive_0006_sync_002540,24,C0C3,27.3665,28.433066675551032,0.03823314979672432,316225,1
2013_05_28_drive_0006_sync_002545,24,C0C3,27.3665,28.33407670668789,0.03474556654691696,310795,1
2013_05_28_drive_0006_sync_002550,24,C0C3,27.3665,28.682170705664994,0.04695606231689453,316095,1
2013_05_28_drive_0006_sync_002555,24,C0C3,27.3665,29.050319265245065,0.059709835797548294,320701,1
2013_05_28_drive_0006_sync_002560,24,C0C3,27.3665,29.211717235729743,0.06525026634335518,320114,1
2013_05_28_drive_0006_sync_002565,24,C0C3,27.3665,29.531907471657792,0.07615165039896965,317698,1
2013_05_28_drive_0006_sync_002570,24,C0C3,27.3665,29.21973243185258,0.06552461162209511,313478,1
2013_05_28_drive_0006_sync_002575,24,C0C3,27.3665,28.77688741437524,0.05025290697813034,311704,1
2013_05_28_drive_0006_sync_002580,24,C0C3,27.3665,29.633102212843756,0.0795724168419838,309723,1
2013_05_28_drive_0006_sync_002585,24,C0C3,27.3665,28.854994337239656,0.05296345427632332,313554,1
2013_05_28_drive_0006_sync_002590,24,C0C3,27.3665,29.78327643260978,0.08462740480899811,316097,1
2013_05_28_drive_0006_sync_002595,24,C0C3,27.3665,30.86791660565586,0.12039770931005478,321272,1
2013_05_28_drive_0006_sync_002600,24,C0C3,27.3665,30.649931324369316,0.1133107841014862,322736,1
2013_05_28_drive_0006_sync_002605,24,C0C3,27.3665,30.019129563457433,0.09251519292593002,321415,1
2013_05_28_drive_0006_sync_002610,24,C0C3,27.3665,29.570741959147032,0.07746578752994537,318716,1
2013_05_28_drive_0006_sync_002615,24,C0C3,27.3665,28.743544866431403,0.0490935780107975,318487,1
2013_05_28_drive_0006_sync_002620,24,C0C3,27.3665,28.15008933933852,0.02823089063167572,317569,1
2013_05_28_drive_0006_sync_002625,24,C0C3,27.3665,28.265041157664083,0.03230610862374306,318391,1
2013_05_28_drive_0006_sync_002630,24,C0C3,27.3665,28.839367818182843,0.052421754226088524,327524,1
2013_05_28_drive_0006_sync_002635,25,C0C3,27.3665,29.096446413876983,0.06129641272127628,318536,1
2013_05_28_drive_0006_sync_002640,25,C0C3,27.3665,29.761134450560316,0.08388369157910347,314550,1
2013_05_28_drive_0006_sync_002645,25,C0C3,27.3665,28.951974809482824,0.05631877854466438,306541,1
2013_05_28_drive_0006_sync_002650,25,C0C3,27.3665,28.343854680937763,0.035090602934360504,296282,1
2013_05_28_drive_0006_sync_002655,25,C0C3,27.3665,27.923297626775316,0.02014174312353134,286440,1
2013_05_28_drive_0006_sync_002660,25,C0C3,27.3665,27.384769196475048,0.0006673524621874094,285770,1
2013_05_28_drive_0006_sync_002665,25,C0C3,27.3665,27.748494365056317,0.0138619439676404,288243,1
2013_05_28_drive_0006_sync_002670,25,C0C3,27.3665,28.05402272251508,0.024812396615743637,288427,1
2013_05_28_drive_0006_sync_002675,25,C0C3,27.3665,27.502174668946395,0.004945442778989673,287028,1
2013_05_28_drive_0006_sync_002680,25,C0C3,27.3665,26.593704311704123,-0.02864512987434864,294679,1
2013_05_28_drive_0006_sync_002685,25,C0C3,27.3665,25.67215669592286,-0.06391263008117676,304352,1
2013_05_28_drive_0006_sync_002690,25,C0C3,27.3665,22.47847519737555,-0.19676144421100616,322851,1
2013_05_28_drive_0006_sync_002695,25,C0C3,27.3665,22.041936966960368,-0.2163727730512619,331191,1
2013_05_28_drive_0006_sync_002700,25,C0C3,27.3665,22.564854908136073,-0.19292603433132172,326049,1
2013_05_28_drive_0006_sync_002705,25,C0C3,27.3665,22.220730583983528,-0.20829397439956665,319240,1
2013_05_28_drive_0006_sync_002710,25,C0C3,27.3665,23.069517487691005,-0.17080748081207275,321474,1
2013_05_28_drive_0006_sync_002715,25,C0C3,27.3665,22.903371460459407,-0.17803551256656647,319235,1
