clip_id,group,unit,B-R_btp,B-R_bfp,B-R_bfn,B-R_oracle_r0_btp,B-R_oracle_r0_bfp,B-R_oracle_r0_bfn,B-R_oracle_r0.4_btp,B-R_oracle_r0.4_bfp,B-R_oracle_r0.4_bfn,B-R_oracle_r0.8_btp,B-R_oracle_r0.8_bfp,B-R_oracle_r0.8_bfn,B-R_oracle_r1.2_btp,B-R_oracle_r1.2_bfp,B-R_oracle_r1.2_bfn,B-R_oracle_r2_btp,B-R_oracle_r2_bfp,B-R_oracle_r2_bfn,B-R_oracle_r4_btp,B-R_oracle_r4_bfp,B-R_oracle_r4_bfn,B-R_morph_r0_btp,B-R_morph_r0_bfp,B-R_morph_r0_bfn,B-R_morph_r0.4_btp,B-R_morph_r0.4_bfp,B-R_morph_r0.4_bfn,B-R_morph_r0.8_btp,B-R_morph_r0.8_bfp,B-R_morph_r0.8_bfn,B-R_morph_r1.2_btp,B-R_morph_r1.2_bfp,B-R_morph_r1.2_bfn,B-R_morph_r2_btp,B-R_morph_r2_bfp,B-R_morph_r2_bfn,B-R_morph_r4_btp,B-R_morph_r4_bfp,B-R_morph_r4_bfn,B-D_btp,B-D_bfp,B-D_bfn,B-D_oracle_r0_btp,B-D_oracle_r0_bfp,B-D_oracle_r0_bfn,B-D_oracle_r0.4_btp,B-D_oracle_r0.4_bfp,B-D_oracle_r0.4_bfn,B-D_oracle_r0.8_btp,B-D_oracle_r0.8_bfp,B-D_oracle_r0.8_bfn,B-D_oracle_r1.2_btp,B-D_oracle_r1.2_bfp,B-D_oracle_r1.2_bfn,B-D_oracle_r2_btp,B-D_oracle_r2_bfp,B-D_oracle_r2_bfn,B-D_oracle_r4_btp,B-D_oracle_r4_bfp,B-D_oracle_r4_bfn,B-D_morph_r0_btp,B-D_morph_r0_bfp,B-D_morph_r0_bfn,B-D_morph_r0.4_btp,B-D_morph_r0.4_bfp,B-D_morph_r0.4_bfn,B-D_morph_r0.8_btp,B-D_morph_r0.8_bfp,B-D_morph_r0.8_bfn,B-D_morph_r1.2_btp,B-D_morph_r1.2_bfp,B-D_morph_r1.2_bfn,B-D_morph_r2_btp,B-D_morph_r2_bfp,B-D_morph_r2_bfn,B-D_morph_r4_btp,B-D_morph_r4_bfp,B-D_morph_r4_bfn
08_002975_002995_s5,08,block005,6659,14198,140108,6659,14198,140108,26302,14198,120465,39183,14198,107584,47605,14198,99162,58042,14198,88725,73706,14198,73061,6659,14198,140108,26302,60793,120465,39183,128770,107584,47605,209933,99162,58042,358468,88725,73706,672679,73061,33611,93316,113156,33611,93316,113156,43050,93316,103717,49987,93316,96780,55412,93316,91355,63494,93316,83273,77526,93316,69241,33611,93316,113156,43050,161927,103717,49987,239748,96780,55412,318178,91355,63494,453119,83273,77526,754323,69241
08_003000_003020_s5,08,block006,9383,14453,148503,9383,14453,148503,32715,14453,125171,47232,14453,110654,56952,14453,100934,70067,14453,87819,97536,14453,60350,9383,14453,148503,32715,64025,125171,47232,142814,110654,56952,237014,100934,70067,414661,87819,97536,790824,60350,40477,98680,117409,40477,98680,117409,51883,98680,106003,59708,98680,98178,66571,98680,91315,77768,98680,80118,105018,98680,52868,40477,98680,117409,51883,179243,106003,59708,269977,98178,66571,363301,91315,77768,527002,80118,105018,887546,52868
08_003025_003045_s5,08,block006,12200,24672,142958,12200,24672,142958,37542,24672,117616,48994,24672,106164,57327,24672,97831,69290,24672,85868,93495,24672,61663,12200,24672,142958,37542,104263,117616,48994,193480,106164,57327,285602,97831,69290,454469,85868,93495,774477,61663,44630,147669,110528,44630,147669,110528,52828,147669,102330,60004,147669,95154,66358,147669,88800,76475,147669,78683,99875,147669,55283,44630,147669,110528,52828,229813,102330,60004,317136,95154,66358,406123,88800,76475,559038,78683,99875,845184,55283
08_003050_003070_s5,08,block006,12095,21676,146905,12095,21676,146905,35956,21676,123044,52269,21676,106731,64333,21676,94667,81199,21676,77801,109310,21676,49690,12095,21676,146905,35956,87162,123044,52269,168735,106731,64333,255556,94667,81199,399824,77801,109310,646340,49690,44528,127893,114472,44528,127893,114472,57674,127893,101326,67924,127893,91076,76768,127893,82232,91028,127893,67972,115198,127893,43802,44528,127893,114472,57674,204588,101326,67924,284681,91076,76768,360855,82232,91028,482263,67972,115198,702994,43802
08_003075_003095_s5,08,block006,12339,9085,141315,12339,9085,141315,31722,9085,121932,45429,9085,108225,56961,9085,96693,72615,9085,81039,96245,9085,57409,12339,9085,141315,31722,46862,121932,45429,100156,108225,56961,160625,96693,72615,266543,81039,96245,455196,57409,38904,72485,114750,38904,72485,114750,50470,72485,103184,60402,72485,93252,68742,72485,84912,80645,72485,73009,101738,72485,51916,38904,72485,114750,50470,124680,103184,60402,181928,93252,68742,238628,84912,80645,326051,73009,101738,504812,51916
08_003100_003120_s5,08,block006,3192,13680,143253,3192,13680,143253,16809,13680,129636,27508,13680,118937,35975,13680,110470,47798,13680,98647,73588,13680,72857,3192,13680,143253,16809,45300,129636,27508,81749,118937,35975,121792,110470,47798,197963,98647,73588,358003,72857,22762,62603,123683,22762,62603,123683,31039,62603,115406,38480,62603,107965,44782,62603,101663,55170,62603,91275,80100,62603,66345,22762,62603,123683,31039,97868,115406,38480,135693,107965,44782,175454,101663,55170,249373,91275,80100,390191,66345
08_003125_003145_s5,08,block006,10226,9048,123176,10226,9048,123176,26745,9048,106657,37704,9048,95698,46099,9048,87303,58721,9048,74681,86099,9048,47303,10226,9048,123176,26745,40201,106657,37704,82284,95698,46099,131426,87303,58721,232297,74681,86099,441610,47303,32508,60126,100894,32508,60126,100894,41375,60126,92027,48578,60126,84824,55388,60126,78014,66765,60126,66637,92784,60126,40618,32508,60126,100894,41375,101542,92027,48578,149184,84824,55388,201707,78014,66765,302363,66637,92784,484652,40618
08_003150_003170_s5,08,block006,9808,12013,124745,9808,12013,124745,24578,12013,109975,33606,12013,100947,40087,12013,94466,49991,12013,84562,71240,12013,63313,9808,12013,124745,24578,51903,109975,33606,103792,100947,40087,163706,94466,49991,280528,84562,71240,503929,63313,29223,75743,105330,29223,75743,105330,36383,75743,98170,42050,75743,92503,47242,75743,87311,56705,75743,77848,76735,75743,57818,29223,75743,105330,36383,126840,98170,42050,185096,92503,47242,247091,87311,56705,354177,77848,76735,553889,57818
08_003175_003195_s5,08,block006,9348,18123,141802,9348,18123,141802,26490,18123,124660,37799,18123,113351,47760,18123,103390,63020,18123,88130,95657,18123,55493,9348,18123,141802,26490,76672,124660,37799,142521,113351,47760,213248,103390,63020,343004,88130,95657,549224,55493,32454,108373,118696,32454,108373,118696,42160,108373,108990,50942,108373,100208,58911,108373,92239,72171,108373,78979,103878,108373,47272,32454,108373,118696,42160,170305,108990,50942,237931,100208,58911,306534,92239,72171,416017,78979,103878,592983,47272
08_003200_003220_s5,08,block006,12641,8594,130878,12641,8594,130878,31658,8594,111861,43274,8594,100245,51596,8594,91923,64135,8594,79384,85607,8594,57912,12641,8594,130878,31658,39604,111861,43274,78881,100245,51596,123505,91923,64135,214009,79384,85607,408794,57912,37537,56784,105982,37537,56784,105982,46808,56784,96711,54015,56784,89504,60555,56784,82964,71276,56784,72243,90562,56784,52957,37537,56784,105982,46808,95557,96711,54015,139067,89504,60555,186210,82964,71276,279193,72243,90562,452719,52957
08_003225_003245_s5,08,block006,8929,8064,126255,8929,8064,126255,20888,8064,114296,29953,8064,105231,38224,8064,96960,51283,8064,83901,77772,8064,57412,8929,8064,126255,20888,37578,114296,29953,77789,105231,38224,125477,96960,51283,221407,83901,77772,415311,57412,25726,57635,109458,25726,57635,109458,33534,57635,101650,40929,57635,94255,47779,57635,87405,59451,57635,75733,83154,57635,52030,25726,57635,109458,33534,97334,101650,40929,143495,94255,47779,193755,87405,59451,285187,75733,83154,458752,52030
08_003250_003270_s5,08,block006,4852,19704,121858,4852,19704,121858,18372,19704,108338,29128,19704,97582,37489,19704,89221,50183,19704,76527,70907,19704,55803,4852,19704,121858,18372,73064,108338,29128,133529,97582,37489,196224,89221,50183,308630,76527,70907,514311,55803,24347,102544,102363,24347,102544,102363,32778,102544,93932,40149,102544,86561,46895,102544,79815,56479,102544,70231,76746,102544,49964,24347,102544,102363,32778,159255,93932,40149,217685,86561,46895,276512,79815,56479,378158,70231,76746,557173,49964
08_003275_003295_s5,08,block006,10119,14140,130786,10119,14140,130786,32328,14140,108577,46420,14140,94485,56322,14140,84583,71521,14140,69384,99651,14140,41254,10119,14140,130786,32328,54891,108577,46420,107043,94485,56322,164823,84583,71521,272528,69384,99651,504890,41254,40632,79160,100273,40632,79160,100273,50988,79160,89917,59445,79160,81460,67437,79160,73468,80338,79160,60567,106030,79160,34875,40632,79160,100273,50988,129947,89917,59445,184666,81460,67437,240551,73468,80338,342773,60567,106030,562978,34875
08_003300_003320_s5,08,block006,11402,9110,131086,11402,9110,131086,33991,9110,108497,47444,9110,95044,57509,9110,84979,71647,9110,70841,95668,9110,46820,11402,9110,131086,33991,43881,108497,47444,88252,95044,57509,136140,84979,71647,230576,70841,95668,447947,46820,41469,64837,101019,41469,64837,101019,51823,64837,90665,60498,64837,81990,67761,64837,74727,79600,64837,62888,100368,64837,42120,41469,64837,101019,51823,107118,90665,60498,153095,81990,67761,202140,74727,79600,296559,62888,100368,496623,42120
08_003325_003345_s5,08,block006,6113,14259,157826,6113,14259,157826,22315,14259,141624,31730,14259,132209,38482,14259,125457,48928,14259,115011,70009,14259,93930,6113,14259,157826,22315,50654,141624,31730,93614,132209,38482,140297,125457,48928,227508,115011,70009,404642,93930,27497,69694,136442,27497,69694,136442,34516,69694,129423,40376,69694,123563,45772,69694,118167,55564,69694,108375,75038,69694,88901,27497,69694,136442,34516,111383,129423,40376,156051,123563,45772,201658,118167,55564,281696,108375,75038,449361,88901
08_003350_003370_s5,08,block006,9158,16378,146883,9158,16378,146883,33569,16378,122472,48886,16378,107155,61278,16378,94763,78949,16378,77092,107871,16378,48170,9158,16378,146883,33569,63846,122472,48886,124228,107155,61278,188132,94763,78949,311010,77092,107871,581080,48170,41692,90499,114349,41692,90499,114349,54343,90499,101698,65079,90499,90962,74243,90499,81798,88923,90499,67118,113722,90499,42319,41692,90499,114349,54343,148524,101698,65079,209302,90962,74243,272957,81798,88923,392623,67118,113722,641807,42319
08_003375_003395_s5,08,block006,13072,7552,105915,13072,7552,105915,31230,7552,87757,41832,7552,77155,50349,7552,68638,61367,7552,57620,76338,7552,42649,13072,7552,105915,31230,30464,87757,41832,60140,77155,50349,92565,68638,61367,157623,57620,76338,306754,42649,37335,43576,81652,37335,43576,81652,45511,43576,73476,52697,43576,66290,58576,43576,60411,67591,43576,51396,78343,43576,40644,37335,43576,81652,45511,72180,73476,52697,103586,66290,58576,137610,60411,67591,201054,51396,78343,347250,40644
08_003400_003420_s5,08,block006,10593,14338,69543,10593,14338,69543,25886,14338,54250,33150,14338,46986,38877,14338,41259,45564,14338,34572,53509,14338,26627,10593,14338,69543,25886,51897,54250,33150,96870,46986,38877,146350,41259,45564,244081,34572,53509,467250,26627,29950,70997,50186,29950,70997,50186,35427,70997,44709,40458,70997,39678,44122,70997,36014,48499,70997,31637,55054,70997,25082,29950,70997,50186,35427,114730,44709,40458,162358,39678,44122,213059,36014,48499,310388,31637,55054,521114,25082
08_003425_003445_s5,08,block006,8419,11133,98626,8419,11133,98626,21621,11133,85424,28423,11133,78622,34241,11133,72804,43149,11133,63896,57857,11133,49188,8419,11133,98626,21621,42396,85424,28423,81706,78622,34241,124157,72804,43149,205582,63896,57857,406452,49188,25522,60539,81523,25522,60539,81523,31033,60539,76012,36098,60539,70947,40811,60539,66234,47950,60539,59095,60611,60539,46434,25522,60539,81523,31033,98268,76012,36098,139230,70947,40811,181701,66234,47950,263019,59095,60611,458350,46434
08_003450_003470_s5,08,block006,6656,10446,100112,6656,10446,100112,22089,10446,84679,31067,10446,75701,37856,10446,68912,48738,10446,58030,65922,10446,40846,6656,10446,100112,22089,41294,84679,31067,88751,75701,37856,145173,68912,48738,265166,58030,65922,555177,40846,26691,62381,80077,26691,62381,80077,33903,62381,72865,40107,62381,66661,45853,62381,60915,55648,62381,51120,68635,62381,38133,26691,62381,80077,33903,110241,72865,40107,165445,66661,45853,227254,60915,55648,353518,51120,68635,617735,38133
08_003475_003495_s5,08,block006,7351,9666,123717,7351,9666,123717,25206,9666,105862,35189,9666,95879,41578,9666,89490,49853,9666,81215,68160,9666,62908,7351,9666,123717,25206,39521,105862,35189,83323,95879,41578,133563,89490,49853,230503,81215,68160,442876,62908,30812,57500,100256,30812,57500,100256,38081,57500,92987,43355,57500,87713,47790,57500,83278,54798,57500,76270,72584,57500,58484,30812,57500,100256,38081,101908,92987,43355,150618,87713,47790,200583,83278,54798,295526,76270,72584,490320,58484
08_003500_003520_s5,08,block007,5698,11341,112560,5698,11341,112560,18770,11341,99488,28447,11341,89811,35304,11341,82954,44456,11341,73802,62347,11341,55911,5698,11341,112560,18770,43198,99488,28447,80538,89811,35304,122229,82954,44456,204888,73802,62347,392008,55911,23715,59659,94543,23715,59659,94543,31433,59659,86825,37366,59659,80892,42125,59659,76133,49445,59659,68813,67712,59659,50546,23715,59659,94543,31433,96355,86825,37366,136855,80892,42125,179989,76133,49445,260648,68813,67712,437445,50546
08_003525_003545_s5,08,block007,3694,10001,127877,3694,10001,127877,14741,10001,116830,22354,10001,109217,28883,10001,102688,40525,10001,91046,60438,10001,71133,3694,10001,127877,14741,41953,116830,22354,82356,109217,28883,127192,102688,40525,214826,91046,60438,394124,71133,19178,60684,112393,19178,60684,112393,25124,60684,106447,31175,60684,100396,37275,60684,94296,46915,60684,84656,65013,60684,66558,19178,60684,112393,25124,100096,106447,31175,143114,100396,37275,188771,94296,46915,274129,84656,65013,436984,66558
08_003550_003570_s5,08,block007,9181,20196,110942,9181,20196,110942,24679,20196,95444,34292,20196,85831,42091,20196,78032,54232,20196,65891,68702,20196,51421,9181,20196,110942,24679,86158,95444,34292,167781,85831,42091,252285,78032,54232,399446,65891,68702,687987,51421,29903,125671,90220,29903,125671,90220,37668,125671,82455,44863,125671,75260,51242,125671,68881,59850,125671,60273,70836,125671,49287,29903,125671,90220,37668,202666,82455,44863,280326,75260,51242,356873,68881,59850,492021,60273,70836,751006,49287
08_003575_003595_s5,08,block007,6882,13649,103718,6882,13649,103718,21601,13649,88999,30297,13649,80303,37332,13649,73268,47974,13649,62626,64632,13649,45968,6882,13649,103718,21601,56406,88999,30297,106212,80303,37332,159566,73268,47974,259913,62626,64632,463591,45968,26630,79043,83970,26630,79043,83970,33426,79043,77174,39680,79043,70920,45290,79043,65310,53590,79043,57010,69838,79043,40762,26630,79043,83970,33426,126992,77174,39680,177641,70920,45290,229777,65310,53590,329587,57010,69838,504859,40762
08_003600_003620_s5,08,block007,6170,8030,92833,6170,8030,92833,21186,8030,77817,27114,8030,71889,31080,8030,67923,37902,8030,61101,50938,8030,48065,6170,8030,92833,21186,37208,77817,27114,81558,71889,31080,127767,67923,37902,215785,61101,50938,404911,48065,24657,57197,74346,24657,57197,74346,28767,57197,70236,32396,57197,66607,36135,57197,62868,41540,57197,57463,54130,57197,44873,24657,57197,74346,28767,99531,70236,32396,143313,66607,36135,188838,62868,41540,274621,57463,54130,449585,44873
08_003625_003645_s5,08,block007,7130,10864,107280,7130,10864,107280,27441,10864,86969,36606,10864,77804,42447,10864,71963,50281,10864,64129,66511,10864,47899,7130,10864,107280,27441,42494,86969,36606,94661,77804,42447,155286,71963,50281,277989,64129,66511,566081,47899,32876,65309,81534,32876,65309,81534,39172,65309,75238,44425,65309,69985,48603,65309,65807,54382,65309,60028,70277,65309,44133,32876,65309,81534,39172,117839,75238,44425,176574,69985,48603,239903,65807,54382,365810,60028,70277,629297,44133
08_003650_003670_s5,08,block007,8463,12437,90010,8463,12437,90010,21126,12437,77347,27804,12437,70669,33243,12437,65230,40494,12437,57979,53575,12437,44898,8463,12437,90010,21126,53779,77347,27804,102554,70669,33243,154036,65230,40494,251262,57979,53575,455621,44898,24836,75270,73637,24836,75270,73637,30142,75270,68331,35010,75270,63463,38846,75270,59627,44532,75270,53941,56072,75270,42401,24836,75270,73637,30142,121957,68331,35010,170929,63463,38846,221664,59627,44532,316449,53941,56072,497317,42401
08_003675_003695_s5,08,block007,5107,11540,109443,5107,11540,109443,17605,11540,96945,26156,11540,88394,32301,11540,82249,40579,11540,73971,55216,11540,59334,5107,11540,109443,17605,47141,96945,26156,93386,88394,32301,145486,82249,40579,249824,73971,55216,482329,59334,21903,68836,92647,21903,68836,92647,28937,68836,85613,33972,68836,80578,38530,68836,76020,44749,68836,69801,59376,68836,55174,21903,68836,92647,28937,114001,85613,33972,164366,80578,38530,218661,76020,44749,324793,69801,59376,533993,55174
08_003700_003720_s5,08,block007,3258,22005,89211,3258,22005,89211,15816,22005,76653,23122,22005,69347,30381,22005,62088,41285,22005,51184,55270,22005,37199,3258,22005,89211,15816,73736,76653,23122,130054,69347,30381,189399,62088,41285,298151,51184,55270,501623,37199,20053,102928,72416,20053,102928,72416,26054,102928,66415,33135,102928,59334,38949,102928,53520,46582,102928,45887,57844,102928,34625,20053,102928,72416,26054,154760,66415,33135,210439,59334,38949,267982,53520,46582,366914,45887,57844,544983,34625
08_003725_003745_s5,08,block007,7349,18144,50558,7349,18144,50558,15610,18144,42297,20980,18144,36927,25828,18144,32079,30924,18144,26983,37232,18144,20675,7349,18144,50558,15610,62920,42297,20980,113403,36927,25828,166303,32079,30924,263591,26983,37232,488187,20675,18573,86568,39334,18573,86568,39334,22959,86568,34948,27073,86568,30834,29806,86568,28101,32967,86568,24940,39218,86568,18689,18573,86568,39334,22959,133529,34948,27073,183671,30834,29806,234963,28101,32967,329334,24940,39218,547770,18689
08_003750_003770_s5,08,block007,8844,9909,84801,8844,9909,84801,20644,9909,73001,28150,9909,65495,35102,9909,58543,42724,9909,50921,53397,9909,40248,8844,9909,84801,20644,43368,73001,28150,85521,65495,35102,130965,58543,42724,215041,50921,53397,412276,40248,24754,62710,68891,24754,62710,68891,31317,62710,62328,37061,62710,56584,41033,62710,52612,46836,62710,46809,55529,62710,38116,24754,62710,68891,31317,103840,62328,37061,146438,56584,41033,190115,52612,46836,274091,46809,55529,463846,38116
08_003775_003795_s5,08,block007,5895,19457,92685,5895,19457,92685,23126,19457,75454,36510,19457,62070,46063,19457,52517,58585,19457,39995,80946,19457,17634,5895,19457,92685,23126,78009,75454,36510,148840,62070,46063,225057,52517,58585,370303,39995,80946,704350,17634,30519,110120,68061,30519,110120,68061,41047,110120,57533,48735,110120,49845,55115,110120,43465,67262,110120,31318,84278,110120,14302,30519,110120,68061,41047,178238,57533,48735,250896,49845,55115,325760,43465,67262,468029,31318,84278,785013,14302
08_003800_003820_s5,08,block007,3671,12270,104485,3671,12270,104485,21730,12270,86426,36847,12270,71309,45923,12270,62233,58215,12270,49941,78188,12270,29968,3671,12270,104485,21730,56507,86426,36847,121342,71309,45923,197820,62233,58215,344741,49941,78188,676801,29968,30829,85862,77327,30829,85862,77327,41353,85862,66803,48555,85862,59601,54651,85862,53505,66357,85862,41799,80974,85862,27182,30829,85862,77327,41353,151964,66803,48555,224305,59601,54651,300303,53505,66357,443935,41799,80974,757851,27182
08_003825_003845_s5,08,block007,7184,17754,109574,7184,17754,109574,30460,17754,86298,45245,17754,71513,55802,17754,60956,69746,17754,47012,88560,17754,28198,7184,17754,109574,30460,97148,86298,45245,205031,71513,55802,311773,60956,69746,492878,47012,88560,861125,28198,39207,153266,77551,39207,153266,77551,50359,153266,66399,59096,153266,57662,66520,153266,50238,75804,153266,40954,92883,153266,23875,39207,153266,77551,50359,250672,66399,59096,347294,57662,66520,441231,50238,75804,608603,40954,92883,941447,23875
08_003850_003870_s5,08,block007,6211,20925,97722,6211,20925,97722,30005,20925,73928,45354,20925,58579,56432,20925,47501,67615,20925,36318,88267,20925,15666,6211,20925,97722,30005,95935,73928,45354,199255,58579,56432,305389,47501,67615,480433,36318,88267,852299,15666,38822,146935,65111,38822,146935,65111,50837,146935,53096,59129,146935,44804,64683,146935,39250,75191,146935,28742,92038,146935,11895,38822,146935,65111,50837,243798,53096,59129,339554,44804,64683,430042,39250,75191,590736,28742,92038,936041,11895
08_003875_003895_s5,08,block007,5813,14552,106051,5813,14552,106051,23905,14552,87959,35106,14552,76758,45004,14552,66860,59867,14552,51997,83588,14552,28276,5813,14552,106051,23905,62256,87959,35106,124969,76758,45004,193545,66860,59867,328654,51997,83588,631544,28276,30216,91490,81648,30216,91490,81648,39259,91490,72605,48392,91490,63472,56327,91490,55537,68837,91490,43027,87241,91490,24623,30216,91490,81648,39259,151810,72605,48392,217475,63472,56327,287363,55537,68837,422292,43027,87241,690908,24623
08_003900_003920_s5,08,block007,6640,11714,114695,6640,11714,114695,23881,11714,97454,36000,11714,85335,44395,11714,76940,57614,11714,63721,77089,11714,44246,6640,11714,114695,23881,53328,97454,36000,109797,85335,44395,171876,76940,57614,283033,63721,77089,533139,44246,30974,80203,90361,30974,80203,90361,39819,80203,81516,47241,80203,74094,54468,80203,66867,63952,80203,57383,81491,80203,39844,30974,80203,90361,39819,134794,81516,47241,192858,74094,54468,250638,66867,63952,356413,57383,81491,591413,39844
08_003925_003945_s5,08,block007,5196,5115,111286,5196,5115,111286,20031,5115,96451,29348,5115,87134,36894,5115,79588,49127,5115,67355,69436,5115,47046,5196,5115,111286,20031,33231,96451,29348,82428,87134,36894,141261,79588,49127,260865,67355,69436,557488,47046,25733,55919,90749,25733,55919,90749,32731,55919,83751,39573,55919,76909,46151,55919,70331,55476,55919,61006,73722,55919,42760,25733,55919,90749,32731,105880,83751,39573,162773,76909,46151,224864,70331,55476,350248,61006,73722,627791,42760
08_003950_003970_s5,08,block007,11414,11105,80126,11414,11105,80126,31418,11105,60122,41232,11105,50308,48727,11105,42813,57351,11105,34189,67331,11105,24209,11414,11105,80126,31418,56794,60122,41232,124435,50308,48727,215298,42813,57351,426499,34189,67331,865274,24209,36900,88357,54640,36900,88357,54640,44520,88357,47020,50877,88357,40663,55702,88357,35838,60831,88357,30709,69642,88357,21898,36900,88357,54640,44520,159956,47020,50877,252796,40663,55702,364436,35838,60831,569249,30709,69642,959127,21898
08_003975_003995_s5,08,block007,7209,23445,85576,7209,23445,85576,28087,23445,64698,37366,23445,55419,43382,23445,49403,50663,23445,42122,64906,23445,27879,7209,23445,85576,28087,90930,64698,37366,179286,55419,43382,285618,49403,50663,498220,42122,64906,965725,27879,33404,130295,59381,33404,130295,59381,39944,130295,52841,45078,130295,47707,48904,130295,43881,55226,130295,37559,68006,130295,24779,33404,130295,59381,39944,219903,52841,45078,323885,47707,48904,434962,43881,55226,642262,37559,68006,1081066,24779
08_004000_004020_s5,08,block007,2251,16087,80927,2251,16087,80927,17816,16087,65362,23770,16087,59408,27301,16087,55877,31758,16087,51420,42913,16087,40265,2251,16087,80927,17816,60129,65362,23770,115048,59408,27301,181843,55877,31758,319046,51420,42913,650600,40265,21663,81059,61515,21663,81059,61515,25174,81059,58004,28301,81059,54877,30639,81059,52539,34634,81059,48544,46292,81059,36886,21663,81059,61515,25174,137395,58004,28301,204393,54877,30639,276348,52539,34634,412328,48544,46292,742097,36886
08_004025_004045_s5,08,block007,1793,21723,79615,1793,21723,79615,22231,21723,59177,30385,21723,51023,34435,21723,46973,39176,21723,42232,49277,21723,32131,1793,21723,79615,22231,81803,59177,30385,155634,51023,34435,239913,46973,39176,408853,42232,49277,808899,32131,27835,113597,53573,27835,113597,53573,32428,113597,48980,35547,113597,45861,38013,113597,43395,42317,113597,39091,51438,113597,29970,27835,113597,53573,32428,187324,48980,35547,269371,45861,38013,357397,43395,42317,526774,39091,51438,911755,29970
08_004050_004070_s5,08,block007,2416,33863,10678,2416,33863,10678,7204,33863,5890,8367,33863,4727,9034,33863,4060,9959,33863,3135,11988,33863,1106,2416,33863,10678,7204,135183,5890,8367,251122,4727,9034,374045,4060,9959,597064,3135,11988,1044453,1106,7965,186680,5129,7965,186680,5129,8694,186680,4400,9186,186680,3908,9477,186680,3617,11086,186680,2008,12294,186680,800,7965,186680,5129,8694,297721,4400,9186,414488,3908,9477,530185,3617,11086,731169,2008,12294,1144282,800
