clip_id,group,unit,B-R_btp,B-R_bfp,B-R_bfn,B-R_oracle_r0_btp,B-R_oracle_r0_bfp,B-R_oracle_r0_bfn,B-R_oracle_r0.4_btp,B-R_oracle_r0.4_bfp,B-R_oracle_r0.4_bfn,B-R_oracle_r0.8_btp,B-R_oracle_r0.8_bfp,B-R_oracle_r0.8_bfn,B-R_oracle_r1.2_btp,B-R_oracle_r1.2_bfp,B-R_oracle_r1.2_bfn,B-R_oracle_r2_btp,B-R_oracle_r2_bfp,B-R_oracle_r2_bfn,B-R_oracle_r4_btp,B-R_oracle_r4_bfp,B-R_oracle_r4_bfn,B-R_morph_r0_btp,B-R_morph_r0_bfp,B-R_morph_r0_bfn,B-R_morph_r0.4_btp,B-R_morph_r0.4_bfp,B-R_morph_r0.4_bfn,B-R_morph_r0.8_btp,B-R_morph_r0.8_bfp,B-R_morph_r0.8_bfn,B-R_morph_r1.2_btp,B-R_morph_r1.2_bfp,B-R_morph_r1.2_bfn,B-R_morph_r2_btp,B-R_morph_r2_bfp,B-R_morph_r2_bfn,B-R_morph_r4_btp,B-R_morph_r4_bfp,B-R_morph_r4_bfn,B-D_btp,B-D_bfp,B-D_bfn,B-D_oracle_r0_btp,B-D_oracle_r0_bfp,B-D_oracle_r0_bfn,B-D_oracle_r0.4_btp,B-D_oracle_r0.4_bfp,B-D_oracle_r0.4_bfn,B-D_oracle_r0.8_btp,B-D_oracle_r0.8_bfp,B-D_oracle_r0.8_bfn,B-D_oracle_r1.2_btp,B-D_oracle_r1.2_bfp,B-D_oracle_r1.2_bfn,B-D_oracle_r2_btp,B-D_oracle_r2_bfp,B-D_oracle_r2_bfn,B-D_oracle_r4_btp,B-D_oracle_r4_bfp,B-D_oracle_r4_bfn,B-D_morph_r0_btp,B-D_morph_r0_bfp,B-D_morph_r0_bfn,B-D_morph_r0.4_btp,B-D_morph_r0.4_bfp,B-D_morph_r0.4_bfn,B-D_morph_r0.8_btp,B-D_morph_r0.8_bfp,B-D_morph_r0.8_bfn,B-D_morph_r1.2_btp,B-D_morph_r1.2_bfp,B-D_morph_r1.2_bfn,B-D_morph_r2_btp,B-D_morph_r2_bfp,B-D_morph_r2_bfn,B-D_morph_r4_btp,B-D_morph_r4_bfp,B-D_morph_r4_bfn
scene-0003_CAM_FRONT_1ac0914c_e617edf7,scene-0003,scene-0003,226,144,13407,226,144,13407,861,144,12772,1709,144,11924,2263,144,11370,2974,144,10659,4732,144,8901,226,144,13407,861,450,12772,1709,1073,11924,2263,2513,11370,2974,7165,10659,4732,22673,8901,1222,799,12411,1222,799,12411,2039,799,11594,2426,799,11207,2815,799,10818,3468,799,10165,5206,799,8427,1222,799,12411,2039,1708,11594,2426,3197,11207,2815,5625,10818,3468,11648,10165,5206,26228,8427
scene-0003_CAM_FRONT_3be45164_1b5a6659,scene-0003,scene-0003,417,292,12883,417,292,12883,1028,292,12272,2170,292,11130,3071,292,10229,4208,292,9092,6229,292,7071,417,292,12883,1028,809,12272,2170,1825,11130,3071,3776,10229,4208,9133,9092,6229,24831,7071,1595,1505,11705,1595,1505,11705,2724,1505,10576,3367,1505,9933,3982,1505,9318,4877,1505,8423,6801,1505,6499,1595,1505,11705,2724,2886,10576,3367,4682,9933,3982,7504,9318,4877,13966,8423,6801,27821,6499
scene-0003_CAM_FRONT_7c0aa537_5e4e25f8,scene-0003,scene-0003,169,154,12064,169,154,12064,692,154,11541,1571,154,10662,2034,154,10199,2565,154,9668,3807,154,8426,169,154,12064,692,504,11541,1571,1232,10662,2034,2810,10199,2565,6626,9668,3807,17868,8426,1011,997,11222,1011,997,11222,1840,997,10393,2135,997,10098,2435,997,9798,2944,997,9289,4155,997,8078,1011,997,11222,1840,2006,10393,2135,3458,10098,2435,5433,9798,2944,9905,9289,4155,20685,8078
scene-0003_CAM_FRONT_b214d0d4_20684b77,scene-0003,scene-0003,544,117,10459,544,117,10459,2112,117,8891,3448,117,7555,4252,117,6751,5154,117,5849,6253,117,4750,544,117,10459,2112,411,8891,3448,1031,7555,4252,2165,6751,5154,6116,5849,6253,15020,4750,2655,871,8348,2655,871,8348,3898,871,7105,4459,871,6544,4966,871,6037,5661,871,5342,6460,871,4543,2655,871,8348,3898,1612,7105,4459,2675,6544,4966,4766,6037,5661,9094,5342,6460,16454,4543
scene-0003_CAM_FRONT_c1ab33c3_57a79294,scene-0003,scene-0003,181,118,11154,181,118,11154,795,118,10540,1759,118,9576,2195,118,9140,2759,118,8576,3898,118,7437,181,118,11154,795,409,10540,1759,1022,9576,2195,2409,9140,2759,6853,8576,3898,19010,7437,1154,818,10181,1154,818,10181,2022,818,9313,2333,818,9002,2643,818,8692,3157,818,8178,4191,818,7144,1154,818,10181,2022,1714,9313,2333,3057,9002,2643,5396,8692,3157,10482,8178,4191,21961,7144
scene-0003_CAM_FRONT_cd908fdc_6180726f,scene-0003,scene-0003,306,446,13199,306,446,13199,1510,446,11995,2446,446,11059,3093,446,10412,3886,446,9619,5326,446,8179,306,446,13199,1510,1122,11995,2446,2383,11059,3093,4864,10412,3886,11333,9619,5326,27966,8179,2057,1918,11448,2057,1918,11448,2836,1918,10669,3291,1918,10214,3730,1918,9775,4355,1918,9150,5773,1918,7732,2057,1918,11448,2836,3566,10669,3291,5876,10214,3730,9349,9775,4355,16802,9150,5773,31320,7732
scene-0003_CAM_FRONT_f286cdae_21b99feb,scene-0003,scene-0003,323,481,11605,323,481,11605,1145,481,10783,2115,481,9813,2774,481,9154,3464,481,8464,5265,481,6663,323,481,11605,1145,1280,10783,2115,2578,9813,2774,4825,9154,3464,10524,8464,5265,27087,6663,1595,2120,10333,1595,2120,10333,2493,2120,9435,2920,2120,9008,3305,2120,8623,4019,2120,7909,5855,2120,6073,1595,2120,10333,2493,3693,9435,2920,5756,9008,3305,8876,8623,4019,15445,7909,5855,31258,6073
scene-0003_CAM_FRONT_fd842039_f56a5440,scene-0003,scene-0003,255,168,11741,255,168,11741,881,168,11115,1473,168,10523,1950,168,10046,2643,168,9353,4043,168,7953,255,168,11741,881,581,11115,1473,1382,10523,1950,2980,10046,2643,7254,9353,4043,20971,7953,1211,1069,10785,1211,1069,10785,1753,1069,10243,2085,1069,9911,2489,1069,9507,3107,1069,8889,4452,1069,7544,1211,1069,10785,1753,2147,10243,2085,3663,9911,2489,6026,9507,3107,11182,8889,4452,24870,7544
scene-0012_CAM_FRONT_114d8a1f_b76ef036,scene-0012,scene-0012,2042,525,10764,2042,525,10764,3368,525,9438,4551,525,8255,5670,525,7136,7270,525,5536,9840,525,2966,2042,525,10764,3368,1647,9438,4551,3799,8255,5670,7194,7136,7270,14669,5536,9840,28601,2966,4132,2805,8674,4132,2805,8674,5163,2805,7643,5982,2805,6824,6820,2805,5986,8287,2805,4519,10292,2805,2514,4132,2805,8674,5163,5361,7643,5982,8491,6824,6820,12425,5986,8287,20071,4519,10292,31013,2514
scene-0012_CAM_FRONT_2e8bed7f_45a4f3c2,scene-0012,scene-0012,2054,649,8977,2054,649,8977,3621,649,7410,4079,649,6952,4542,649,6489,5422,649,5609,6691,649,4340,2054,649,8977,3621,1457,7410,4079,2939,6952,4542,5885,6489,5422,11862,5609,6691,17770,4340,3943,2190,7088,3943,2190,7088,4331,2190,6700,4732,2190,6299,5207,2190,5824,5914,2190,5117,6892,2190,4139,3943,2190,7088,4331,3842,6700,4732,6601,6299,5207,9765,5824,5914,14853,5117,6892,18028,4139
scene-0012_CAM_FRONT_5e8e7172_56a8812e,scene-0012,scene-0012,2237,433,9336,2237,433,9336,3084,433,8489,3803,433,7770,4586,433,6987,5502,433,6071,7114,433,4459,2237,433,9336,3084,1432,8489,3803,3474,7770,4586,7002,6987,5502,14870,6071,7114,27548,4459,3543,2194,8030,3543,2194,8030,4265,2194,7308,4786,2194,6787,5297,2194,6276,6067,2194,5506,7466,2194,4107,3543,2194,8030,4265,4517,7308,4786,8061,6787,5297,12214,6276,6067,19798,5506,7466,29238,4107
scene-0012_CAM_FRONT_62697033_a2d86049,scene-0012,scene-0012,2428,619,7744,2428,619,7744,4417,619,5755,5723,619,4449,6609,619,3563,7294,619,2878,8322,619,1850,2428,619,7744,4417,2201,5755,5723,5135,4449,6609,9623,3563,7294,18913,2878,8322,29521,1850,5219,3287,4953,5219,3287,4953,6302,3287,3870,6803,3287,3369,7177,3287,2995,7632,3287,2540,8543,3287,1629,5219,3287,4953,6302,6760,3870,6803,11112,3369,7177,16005,2995,7632,23596,2540,8543,30820,1629
scene-0012_CAM_FRONT_88a090c5_20a871df,scene-0012,scene-0012,2142,2299,13433,2142,2299,13433,5532,2299,10043,6724,2299,8851,7583,2299,7992,8660,2299,6915,11172,2299,4403,2142,2299,13433,5532,5579,10043,6724,10281,8851,7583,16658,7992,8660,28186,6915,11172,43764,4403,6340,7600,9235,6340,7600,9235,7250,7600,8325,7824,7600,7751,8369,7600,7206,9481,7600,6094,11795,7600,3780,6340,7600,9235,7250,12623,8325,7824,18372,7751,8369,24518,7206,9481,34734,6094,11795,45143,3780
scene-0012_CAM_FRONT_ba3778e1_feedde26,scene-0012,scene-0012,1095,4,4140,1095,4,4140,1920,4,3315,2170,4,3065,2372,4,2863,2696,4,2539,3101,4,2134,1095,4,4140,1920,86,3315,2170,459,3065,2372,1333,2863,2696,3077,2539,3101,3769,2134,2081,187,3154,2081,187,3154,2288,187,2947,2446,187,2789,2624,187,2611,2848,187,2387,3223,187,2012,2081,187,3154,2288,636,2947,2446,1542,2789,2624,2541,2611,2848,3571,2387,3223,3779,2012
scene-0012_CAM_FRONT_c51b9abd_745713b3,scene-0012,scene-0012,2525,2188,10465,2525,2188,10465,4393,2188,8597,5906,2188,7084,7353,2188,5637,9121,2188,3869,10818,2188,2172,2525,2188,10465,4393,5205,8597,5906,9211,7084,7353,14656,5637,9121,23780,3869,10818,38401,2172,5368,7568,7622,5368,7568,7622,6719,7568,6271,7728,7568,5262,8734,7568,4256,10007,7568,2983,11022,7568,1968,5368,7568,7622,6719,11656,6271,7728,16230,5262,8734,21163,4256,10007,29136,2983,11022,40537,1968
scene-0012_CAM_FRONT_d34f2eec_5254163f,scene-0012,scene-0012,2692,1320,6732,2692,1320,6732,4349,1320,5075,5188,1320,4236,5758,1320,3666,6373,1320,3051,7324,1320,2100,2692,1320,6732,4349,3145,5075,5188,5852,4236,5758,10208,3666,6373,18237,3051,7324,26480,2100,4848,4380,4576,4848,4380,4576,5529,4380,3895,5900,4380,3524,6233,4380,3191,6748,4380,2676,7556,4380,1868,4848,4380,4576,5529,7515,3895,5900,11491,3524,6233,15823,3191,6748,22170,2676,7556,27351,1868
scene-0013_CAM_FRONT_1f0a495a_51f7ea7d,scene-0013,scene-0013,1424,184,6821,1424,184,6821,2039,184,6206,2372,184,5873,2640,184,5605,3076,184,5169,4373,184,3872,1424,184,6821,2039,523,6206,2372,985,5873,2640,1861,5605,3076,3518,5169,4373,5488,3872,2243,767,6002,2243,767,6002,2532,767,5713,2731,767,5514,2965,767,5280,3473,767,4772,4642,767,3603,2243,767,6002,2532,1240,5713,2731,2092,5514,2965,2998,5280,3473,4558,4772,4642,5604,3603
scene-0013_CAM_FRONT_2c1f8867_d82980cf,scene-0013,scene-0013,2336,258,11267,2336,258,11267,4520,258,9083,5907,258,7696,7043,258,6560,8753,258,4850,11213,258,2390,2336,258,11267,4520,877,9083,5907,2596,7696,7043,6253,6560,8753,13888,4850,11213,24675,2390,5307,1638,8296,5307,1638,8296,6555,1638,7048,7458,1638,6145,8375,1638,5228,9736,1638,3867,11682,1638,1921,5307,1638,8296,6555,3852,7048,7458,7405,6145,8375,11517,5228,9736,18169,3867,11682,25419,1921
scene-0013_CAM_FRONT_4635c393_6b506fcb,scene-0013,scene-0013,1115,288,17332,1115,288,17332,2652,288,15795,3807,288,14640,4705,288,13742,5782,288,12665,7906,288,10541,1115,288,17332,2652,810,15795,3807,1948,14640,4705,4534,13742,5782,12600,12665,7906,31354,10541,3187,1474,15260,3187,1474,15260,4371,1474,14076,4947,1474,13500,5534,1474,12913,6515,1474,11932,8445,1474,10002,3187,1474,15260,4371,3030,14076,4947,5559,13500,5534,9758,12913,6515,18929,11932,8445,34736,10002
scene-0013_CAM_FRONT_61361625_a32eb5c0,scene-0013,scene-0013,1290,661,16103,1290,661,16103,2623,661,14770,3321,661,14072,3913,661,13480,4685,661,12708,6344,661,11049,1290,661,16103,2623,1778,14770,3321,3566,14072,3913,6516,13480,4685,14328,12708,6344,30621,11049,3047,2933,14346,3047,2933,14346,3693,2933,13700,4084,2933,13309,4503,2933,12890,5211,2933,12182,6818,2933,10575,3047,2933,14346,3693,4836,13700,4084,7667,13309,4503,11808,12890,5211,19959,12182,6818,33871,10575
scene-0013_CAM_FRONT_7184209f_867689f9,scene-0013,scene-0013,1996,744,13125,1996,744,13125,3570,744,11551,4236,744,10885,4843,744,10278,5934,744,9187,8497,744,6624,1996,744,13125,3570,1776,11551,4236,3534,10885,4843,7464,10278,5934,15694,9187,8497,29199,6624,4119,2734,11002,4119,2734,11002,4566,2734,10555,5091,2734,10030,5667,2734,9454,6737,2734,8384,9117,2734,6004,4119,2734,11002,4566,4919,10555,5091,8680,10030,5667,13082,9454,6737,20551,8384,9117,31167,6004
scene-0013_CAM_FRONT_b2329c1f_e30a3a96,scene-0013,scene-0013,1783,485,14775,1783,485,14775,3359,485,13199,4579,485,11979,5410,485,11148,6544,485,10014,9116,485,7442,1783,485,14775,3359,1347,13199,4579,3271,11979,5410,7031,11148,6544,17076,10014,9116,35526,7442,3942,2475,12616,3942,2475,12616,5079,2475,11479,5652,2475,10906,6255,2475,10303,7448,2475,9110,9543,2475,7015,3942,2475,12616,5079,4904,11479,5652,8453,10906,6255,13799,10303,7448,24094,9110,9543,38467,7015
scene-0013_CAM_FRONT_b9c60cfa_31815eed,scene-0013,scene-0013,1514,772,13046,1514,772,13046,3048,772,11512,3971,772,10589,4493,772,10067,5164,772,9396,7308,772,7252,1514,772,13046,3048,1931,11512,3971,3973,10589,4493,7868,10067,5164,17312,9396,7308,35611,7252,3360,3155,11200,3360,3155,11200,4279,3155,10281,4616,3155,9944,4960,3155,9600,5768,3155,8792,8000,3155,6560,3360,3155,11200,4279,5725,10281,4616,9342,9944,4960,14233,9600,5768,23800,8792,8000,38296,6560
scene-0013_CAM_FRONT_da5566fe_9a7dc9c8,scene-0013,scene-0013,2351,1078,14694,2351,1078,14694,4331,1078,12714,5213,1078,11832,6013,1078,11032,7233,1078,9812,9468,1078,7577,2351,1078,14694,4331,2909,12714,5213,5885,11832,6013,10891,11032,7233,19647,9812,9468,31670,7577,5006,4685,12039,5006,4685,12039,5717,4685,11328,6295,4685,10750,6989,4685,10056,8017,4685,9028,9927,4685,7118,5006,4685,12039,5717,8161,11328,6295,12446,10750,6989,17190,10056,8017,24375,9028,9927,33432,7118
scene-0014_CAM_FRONT_23e22334_ce60545b,scene-0014,scene-0014,1004,885,15939,1004,885,15939,2313,885,14630,3780,885,13163,5146,885,11797,7447,885,9496,11154,885,5789,1004,885,15939,2313,2498,14630,3780,5222,13163,5146,9808,11797,7447,19638,9496,11154,39070,5789,3041,4495,13902,3041,4495,13902,4493,4495,12450,5716,4495,11227,7014,4495,9929,8837,4495,8106,11878,4495,5065,3041,4495,13902,4493,7707,12450,5716,11405,11227,7014,16723,9929,8837,26525,8106,11878,41999,5065
scene-0014_CAM_FRONT_2c0c09db_1c6d9929,scene-0014,scene-0014,1363,904,12651,1363,904,12651,2863,904,11151,4496,904,9518,6054,904,7960,7937,904,6077,10424,904,3590,1363,904,12651,2863,1931,11151,4496,3457,9518,6054,5786,7960,7937,10692,6077,10424,18944,3590,3824,3008,10190,3824,3008,10190,5396,3008,8618,6516,3008,7498,7542,3008,6472,8856,3008,5158,10989,3008,3025,3824,3008,10190,5396,4714,8618,6516,6630,7498,7542,9261,6472,8856,14085,5158,10989,19757,3025
scene-0014_CAM_FRONT_43cfc03b_3fa89fab,scene-0014,scene-0014,101,8,18486,101,8,18486,451,8,18136,723,8,17864,916,8,17671,1223,8,17364,2097,8,16490,101,8,18486,451,48,18136,723,184,17864,916,492,17671,1223,1849,17364,2097,7909,16490,607,99,17980,607,99,17980,841,99,17746,991,99,17596,1156,99,17431,1484,99,17103,2432,99,16155,607,99,17980,841,287,17746,991,637,17596,1156,1323,17431,1484,3332,17103,2432,9987,16155
scene-0014_CAM_FRONT_5a42a9de_d0501e05,scene-0014,scene-0014,1288,305,6253,1288,305,6253,2542,305,4999,3315,305,4226,4125,305,3416,5207,305,2334,6164,305,1377,1288,305,6253,2542,797,4999,3315,1529,4226,4125,2780,3416,5207,4799,2334,6164,6151,1377,3072,1237,4469,3072,1237,4469,3771,1237,3770,4382,1237,3159,4963,1237,2578,5670,1237,1871,6322,1237,1219,3072,1237,4469,3771,2072,3770,4382,3085,3159,4963,4164,2578,5670,5711,1871,6322,6168,1219
scene-0014_CAM_FRONT_65e61ba2_907c55da,scene-0014,scene-0014,346,921,17797,346,921,17797,1593,921,16550,3364,921,14779,4257,921,13886,5503,921,12640,8380,921,9763,346,921,17797,1593,2544,16550,3364,4975,14779,4257,8788,13886,5503,16609,12640,8380,34307,9763,2263,4225,15880,2263,4225,15880,3899,4225,14244,4523,4225,13620,5211,4225,12932,6373,4225,11770,9146,4225,8997,2263,4225,15880,3899,7059,14244,4523,10170,13620,5211,14214,12932,6373,21986,11770,9146,37929,8997
scene-0014_CAM_FRONT_96237b21_2da9ed79,scene-0014,scene-0014,156,277,18608,156,277,18608,546,277,18218,943,277,17821,1167,277,17597,1477,277,17287,2600,277,16164,156,277,18608,546,570,18218,943,850,17821,1167,1359,17597,1477,3103,17287,2600,9520,16164,747,723,18017,747,723,18017,1084,723,17680,1245,723,17519,1416,723,17348,1775,723,16989,2999,723,15765,747,723,18017,1084,1058,17680,1245,1575,17519,1416,2479,17348,1775,4775,16989,2999,11701,15765
scene-0014_CAM_FRONT_d703cae6_6a53a53e,scene-0014,scene-0014,277,510,19252,277,510,19252,1272,510,18257,2186,510,17343,2659,510,16870,3365,510,16164,5184,510,14345,277,510,19252,1272,1247,18257,2186,2193,17343,2659,3800,16870,3365,8861,16164,5184,21047,14345,1697,1854,17832,1697,1854,17832,2474,1854,17055,2806,1854,16723,3201,1854,16328,3897,1854,15632,5654,1854,13875,1697,1854,17832,2474,2918,17055,2806,4465,16723,3201,7118,16328,3897,12923,15632,5654,23669,13875
scene-0014_CAM_FRONT_e8953eb6_303119a4,scene-0014,scene-0014,1564,1722,16152,1564,1722,16152,4013,1722,13703,6180,1722,11536,8414,1722,9302,10811,1722,6905,13260,1722,4456,1564,1722,16152,4013,4168,13703,6180,8118,11536,8414,13885,9302,10811,23676,6905,13260,35678,4456,5384,7174,12332,5384,7174,12332,7414,7174,10302,8948,7174,8768,10331,7174,7385,11996,7174,5720,13653,7174,4063,5384,7174,12332,7414,11473,10302,8948,15802,8768,10331,21096,7385,11996,28894,5720,13653,36654,4063
scene-0015_CAM_FRONT_061805d6_dca60e24,scene-0015,scene-0015,1910,1359,10212,1910,1359,10212,3601,1359,8521,5086,1359,7036,6603,1359,5519,8658,1359,3464,10169,1359,1953,1910,1359,10212,3601,3321,8521,5086,6092,7036,6603,10458,5519,8658,19172,3464,10169,33673,1953,4377,5067,7745,4377,5067,7745,5775,5067,6347,6983,5067,5139,8117,5067,4005,9341,5067,2781,10401,5067,1721,4377,5067,7745,5775,8263,6347,6983,11959,5139,8117,16604,4005,9341,24754,2781,10401,35465,1721
scene-0015_CAM_FRONT_234b0f37_f405bf53,scene-0015,scene-0015,480,539,13141,480,539,13141,1444,539,12177,2823,539,10798,4007,539,9614,6134,539,7487,9410,539,4211,480,539,13141,1444,1343,12177,2823,2543,10798,4007,4825,9614,6134,11198,7487,9410,30922,4211,1926,2134,11695,1926,2134,11695,3301,2134,10320,4465,2134,9156,5627,2134,7994,7314,2134,6307,10001,2134,3620,1926,2134,11695,3301,3635,10320,4465,5705,9156,5627,8969,7994,7314,16776,6307,10001,34507,3620
scene-0015_CAM_FRONT_42605be9_8a96bc21,scene-0015,scene-0015,635,99,5223,635,99,5223,1224,99,4634,1508,99,4350,1805,99,4053,2199,99,3659,3176,99,2682,635,99,5223,1224,320,4634,1508,752,4350,1805,1579,4053,2199,3243,3659,3176,4373,2682,1385,557,4473,1385,557,4473,1650,557,4208,1882,557,3976,2088,557,3770,2503,557,3355,3367,557,2491,1385,557,4473,1650,1115,4208,1882,1873,3976,2088,2809,3770,2503,3828,3355,3367,4480,2491
scene-0015_CAM_FRONT_54f30ff0_07ccc904,scene-0015,scene-0015,1572,838,10511,1572,838,10511,3445,838,8638,4910,838,7173,5913,838,6170,6812,838,5271,8256,838,3827,1572,838,10511,3445,2421,8638,4910,5063,7173,5913,9107,6170,6812,17723,5271,8256,30786,3827,4208,4181,7875,4208,4181,7875,5505,4181,6578,6155,4181,5928,6644,4181,5439,7300,4181,4783,8635,4181,3448,4208,4181,7875,5505,7119,6578,6155,10486,5928,6644,15139,5439,7300,22820,4783,8635,32807,3448
scene-0015_CAM_FRONT_985f2f38_2c63d07c,scene-0015,scene-0015,1597,1247,9398,1597,1247,9398,3281,1247,7714,4870,1247,6125,5935,1247,5060,6777,1247,4218,7847,1247,3148,1597,1247,9398,3281,3349,7714,4870,6351,6125,5935,10594,5060,6777,18424,4218,7847,28586,3148,4070,5386,6925,4070,5386,6925,5456,5386,5539,6157,5386,4838,6606,5386,4389,7200,5386,3795,8056,5386,2939,4070,5386,6925,5456,8614,5539,6157,12005,4838,6606,16299,4389,7200,22421,3795,8056,29896,2939
scene-0015_CAM_FRONT_9a59cb6d_948b555d,scene-0015,scene-0015,1011,203,6950,1011,203,6950,2423,203,5538,3270,203,4691,3838,203,4123,4534,203,3427,5764,203,2197,1011,203,6950,2423,494,5538,3270,1079,4691,3838,2323,4123,4534,5836,3427,5764,11260,2197,2850,827,5111,2850,827,5111,3579,827,4382,3987,827,3974,4374,827,3587,4937,827,3024,6006,827,1955,2850,827,5111,3579,1613,4382,3987,2752,3974,4374,4608,3587,4937,8232,3024,6006,11595,1955
scene-0015_CAM_FRONT_d6b547f2_c9b7e76f,scene-0015,scene-0015,1203,671,9951,1203,671,9951,2859,671,8295,4442,671,6712,5595,671,5559,6835,671,4319,8306,671,2848,1203,671,9951,2859,1853,8295,4442,3904,6712,5595,7342,5559,6835,13445,4319,8306,21586,2848,3697,3288,7457,3697,3288,7457,5043,3288,6111,5907,3288,5247,6570,3288,4584,7453,3288,3701,8584,3288,2570,3697,3288,7457,5043,5710,6111,5907,8467,5247,6570,11858,4584,7453,16749,3701,8584,22313,2570
scene-0015_CAM_FRONT_e18b1aef_c99f5e4f,scene-0015,scene-0015,1608,1137,10225,1608,1137,10225,3461,1137,8372,5582,1137,6251,7423,1137,4410,9244,1137,2589,10570,1137,1263,1608,1137,10225,3461,3057,8372,5582,6002,6251,7423,10955,4410,9244,21787,2589,10570,38053,1263,4434,5065,7399,4434,5065,7399,6407,5065,5426,7856,5065,3977,8930,5065,2903,9853,5065,1980,10694,5065,1139,4434,5065,7399,6407,8575,5426,7856,12846,3977,8930,18760,2903,9853,28503,1980,10694,40085,1139
scene-0016_CAM_FRONT_381fe530_49ae81f8,scene-0016,scene-0016,1081,1682,12153,1081,1682,12153,3713,1682,9521,5125,1682,8109,6285,1682,6949,7776,1682,5458,10309,1682,2925,1081,1682,12153,3713,4114,9521,5125,7370,8109,6285,11993,6949,7776,22646,5458,10309,46145,2925,4666,6256,8568,4666,6256,8568,5798,6256,7436,6652,6256,6582,7462,6256,5772,8688,6256,4546,10757,6256,2477,4666,6256,8568,5798,9548,7436,6652,13616,6582,7462,19188,5772,8688,29807,4546,10757,50849,2477
scene-0016_CAM_FRONT_4d53a5c4_48de6a86,scene-0016,scene-0016,987,1347,13027,987,1347,13027,3342,1347,10672,4378,1347,9636,5555,1347,8459,7236,1347,6778,9956,1347,4058,987,1347,13027,3342,3254,10672,4378,6150,9636,5555,11505,8459,7236,24090,6778,9956,47369,4058,4028,5116,9986,4028,5116,9986,5010,5116,9004,5925,5116,8089,6897,5116,7117,8225,5116,5789,10489,5116,3525,4028,5116,9986,5010,8623,9004,5925,13447,8089,6897,20215,7117,8225,32655,5789,10489,51009,3525
scene-0016_CAM_FRONT_52c853ea_856952a1,scene-0016,scene-0016,859,1299,10048,859,1299,10048,2841,1299,8066,4814,1299,6093,6168,1299,4739,7792,1299,3115,9505,1299,1402,859,1299,10048,2841,3057,8066,4814,5291,6093,6168,8534,4739,7792,17016,3115,9505,32626,1402,3678,4500,7229,3678,4500,7229,5525,4500,5382,6551,4500,4356,7493,4500,3414,8474,4500,2433,9788,4500,1119,3678,4500,7229,5525,6770,5382,6551,9634,4356,7493,14025,3414,8474,22434,2433,9788,34666,1119
scene-0016_CAM_FRONT_7ac3bb7f_1fe2834e,scene-0016,scene-0016,780,1304,11541,780,1304,11541,2934,1304,9387,3896,1304,8425,4801,1304,7520,6391,1304,5930,8961,1304,3360,780,1304,11541,2934,3255,9387,3896,5714,8425,4801,9601,7520,6391,18808,5930,8961,37912,3360,3581,4861,8740,3581,4861,8740,4359,4861,7962,5060,4861,7261,5968,4861,6353,7326,4861,4995,9409,4861,2912,3581,4861,8740,4359,7551,7962,5060,10913,7261,5968,15835,6353,7326,25485,4995,9409,40943,2912
scene-0016_CAM_FRONT_921505c4_a78c3609,scene-0016,scene-0016,583,644,7177,583,644,7177,1656,644,6104,3169,644,4591,4203,644,3557,5664,644,2096,6887,644,873,583,644,7177,1656,1710,6104,3169,3306,4591,4203,5557,3557,5664,10121,2096,6887,17461,873,2312,2676,5448,2312,2676,5448,3670,2676,4090,4486,2676,3274,5361,2676,2399,6307,2676,1453,7012,2676,748,2312,2676,5448,3670,4348,4090,4486,6208,3274,5361,8544,2399,6307,12949,1453,7012,18080,748
scene-0016_CAM_FRONT_9234bbf8_30b94629,scene-0016,scene-0016,994,1736,10230,994,1736,10230,3491,1736,7733,4750,1736,6474,5709,1736,5515,7000,1736,4224,8566,1736,2658,994,1736,10230,3491,4288,7733,4750,7368,6474,5709,11315,5515,7000,19572,4224,8566,33578,2658,4351,6406,6873,4351,6406,6873,5302,6406,5922,6034,6406,5190,6733,6406,4491,7649,6406,3575,8825,6406,2399,4351,6406,6873,5302,9461,5922,6034,12586,5190,6733,17042,4491,7649,24680,3575,8825,35930,2399
scene-0016_CAM_FRONT_ebbbaf52_9cdae13a,scene-0016,scene-0016,383,352,4364,383,352,4364,1431,352,3316,2488,352,2259,3154,352,1593,3730,352,1017,4193,352,554,383,352,4364,1431,888,3316,2488,1690,2259,3154,2895,1593,3730,5215,1017,4193,7064,554,1886,1358,2861,1886,1358,2861,2833,1358,1914,3304,1358,1443,3606,1358,1141,3953,1358,794,4291,1358,456,1886,1358,2861,2833,2255,1914,3304,3319,1443,3606,4524,1141,3953,6102,794,4291,7072,456
scene-0016_CAM_FRONT_fbd3aa20_581b3ac0,scene-0016,scene-0016,1550,1183,12554,1550,1183,12554,3817,1183,10287,5016,1183,9088,5829,1183,8275,6933,1183,7171,8958,1183,5146,1550,1183,12554,3817,2487,10287,5016,4129,9088,5829,7256,8275,6933,15730,7171,8958,34249,5146,4485,3566,9619,4485,3566,9619,5486,3566,8618,6071,3566,8033,6667,3566,7437,7644,3566,6460,9436,3566,4668,4485,3566,9619,5486,5373,8618,6071,8309,8033,6667,12756,7437,7644,20917,6460,9436,37703,4668
