clip_id,group,unit,B-R_btp,B-R_bfp,B-R_bfn,B-R_oracle_r0_btp,B-R_oracle_r0_bfp,B-R_oracle_r0_bfn,B-R_oracle_r0.4_btp,B-R_oracle_r0.4_bfp,B-R_oracle_r0.4_bfn,B-R_oracle_r0.8_btp,B-R_oracle_r0.8_bfp,B-R_oracle_r0.8_bfn,B-R_oracle_r1.2_btp,B-R_oracle_r1.2_bfp,B-R_oracle_r1.2_bfn,B-R_oracle_r2_btp,B-R_oracle_r2_bfp,B-R_oracle_r2_bfn,B-R_oracle_r4_btp,B-R_oracle_r4_bfp,B-R_oracle_r4_bfn,B-R_morph_r0_btp,B-R_morph_r0_bfp,B-R_morph_r0_bfn,B-R_morph_r0.4_btp,B-R_morph_r0.4_bfp,B-R_morph_r0.4_bfn,B-R_morph_r0.8_btp,B-R_morph_r0.8_bfp,B-R_morph_r0.8_bfn,B-R_morph_r1.2_btp,B-R_morph_r1.2_bfp,B-R_morph_r1.2_bfn,B-R_morph_r2_btp,B-R_morph_r2_bfp,B-R_morph_r2_bfn,B-R_morph_r4_btp,B-R_morph_r4_bfp,B-R_morph_r4_bfn,B-D_btp,B-D_bfp,B-D_bfn,B-D_oracle_r0_btp,B-D_oracle_r0_bfp,B-D_oracle_r0_bfn,B-D_oracle_r0.4_btp,B-D_oracle_r0.4_bfp,B-D_oracle_r0.4_bfn,B-D_oracle_r0.8_btp,B-D_oracle_r0.8_bfp,B-D_oracle_r0.8_bfn,B-D_oracle_r1.2_btp,B-D_oracle_r1.2_bfp,B-D_oracle_r1.2_bfn,B-D_oracle_r2_btp,B-D_oracle_r2_bfp,B-D_oracle_r2_bfn,B-D_oracle_r4_btp,B-D_oracle_r4_bfp,B-D_oracle_r4_bfn,B-D_morph_r0_btp,B-D_morph_r0_bfp,B-D_morph_r0_bfn,B-D_morph_r0.4_btp,B-D_morph_r0.4_bfp,B-D_morph_r0.4_bfn,B-D_morph_r0.8_btp,B-D_morph_r0.8_bfp,B-D_morph_r0.8_bfn,B-D_morph_r1.2_btp,B-D_morph_r1.2_bfp,B-D_morph_r1.2_bfn,B-D_morph_r2_btp,B-D_morph_r2_bfp,B-D_morph_r2_bfn,B-D_morph_r4_btp,B-D_morph_r4_bfp,B-D_morph_r4_bfn
2013_05_28_drive_0006_sync_000040,0,block000,3425,4884,54016,3425,4884,54016,9979,4884,47462,15580,4884,41861,20609,4884,36832,27670,4884,29771,36425,4884,21016,3425,4884,54016,9979,15167,47462,15580,27001,41861,20609,40342,36832,27670,60238,29771,36425,86641,21016,13128,21546,44313,13128,21546,44313,17875,21546,39566,22391,21546,35050,26308,21546,31133,30523,21546,26918,38148,21546,19293,13128,21546,44313,17875,32583,39566,22391,44660,35050,26308,55284,31133,30523,70688,26918,38148,91237,19293
2013_05_28_drive_0006_sync_000045,0,block000,2286,4433,61861,2286,4433,61861,7838,4433,56309,13495,4433,50652,18607,4433,45540,25028,4433,39119,34455,4433,29692,2286,4433,61861,7838,12751,56309,13495,21115,50652,18607,32493,45540,25028,53976,39119,34455,79545,29692,11083,17225,53064,11083,17225,53064,15909,17225,48238,20158,17225,43989,23526,17225,40621,28056,17225,36091,36791,17225,27356,11083,17225,53064,15909,25288,48238,20158,36708,43989,23526,48465,40621,28056,63527,36091,36791,85201,27356
2013_05_28_drive_0006_sync_000050,0,block000,2702,3942,75250,2702,3942,75250,9626,3942,68326,16165,3942,61787,21702,3942,56250,29208,3942,48744,38756,3942,39196,2702,3942,75250,9626,12755,68326,16165,23651,61787,21702,37407,56250,29208,58013,48744,38756,84110,39196,13435,17828,64517,13435,17828,64517,18754,17828,59198,23509,17828,54443,27455,17828,50497,33310,17828,44642,40225,17828,37727,13435,17828,64517,18754,29134,59198,23509,41785,54443,27455,53311,50497,33310,67601,44642,40225,89144,37727
2013_05_28_drive_0006_sync_000055,0,block000,3183,4640,74103,3183,4640,74103,9456,4640,67830,15367,4640,61919,20138,4640,57148,26299,4640,50987,34016,4640,43270,3183,4640,74103,9456,15064,67830,15367,26879,61919,20138,40273,57148,26299,60500,50987,34016,90436,43270,12731,21027,64555,12731,21027,64555,17723,21027,59563,21645,21027,55641,24931,21027,52355,29194,21027,48092,35497,21027,41789,12731,21027,64555,17723,32590,59563,21645,44469,55641,24931,55230,52355,29194,71514,48092,35497,97415,41789
2013_05_28_drive_0006_sync_000060,0,block000,2566,5561,71602,2566,5561,71602,8169,5561,65999,14366,5561,59802,19408,5561,54760,25866,5561,48302,34798,5561,39370,2566,5561,71602,8169,17942,65999,14366,30247,59802,19408,43524,54760,25866,65879,48302,34798,101001,39370,11125,24379,63043,11125,24379,63043,16613,24379,57555,20856,24379,53312,24118,24379,50050,29161,24379,45007,36702,24379,37466,11125,24379,63043,16613,35749,57555,20856,47975,53312,24118,59998,50050,29161,79119,45007,36702,108561,37466
2013_05_28_drive_0006_sync_000065,0,block000,3089,6076,69277,3089,6076,69277,10608,6076,61758,17521,6076,54845,22516,6076,49850,29563,6076,42803,39986,6076,32380,3089,6076,69277,10608,18733,61758,17521,33024,54845,22516,49286,49850,29563,77200,42803,39986,120300,32380,14137,25861,58229,14137,25861,58229,19658,25861,52708,24173,25861,48193,27992,25861,44374,32849,25861,39517,42345,25861,30021,14137,25861,58229,19658,39736,52708,24173,54964,48193,27992,69757,44374,32849,93545,39517,42345,129042,30021
2013_05_28_drive_0006_sync_000070,0,block000,3322,5434,68408,3322,5434,68408,10361,5434,61369,17529,5434,54201,22602,5434,49128,30668,5434,41062,44936,5434,26794,3322,5434,68408,10361,17774,61369,17529,30658,54201,22602,43889,49128,30668,65553,41062,44936,110440,26794,13624,24445,58106,13624,24445,58106,19728,24445,52002,24278,24445,47452,28622,24445,43108,35599,24445,36131,47397,24445,24333,13624,24445,58106,19728,36484,52002,24278,48252,47452,28622,59607,43108,35599,80236,36131,47397,120737,24333
2013_05_28_drive_0006_sync_000075,0,block000,2087,5514,70220,2087,5514,70220,7850,5514,64457,15155,5514,57152,19823,5514,52484,25741,5514,46566,40823,5514,31484,2087,5514,70220,7850,17008,64457,15155,28709,57152,19823,40567,52484,25741,60106,46566,40823,98304,31484,10971,23149,61336,10971,23149,61336,17192,23149,55115,20991,23149,51316,24045,23149,48262,30920,23149,41387,42790,23149,29517,10971,23149,61336,17192,33778,55115,20991,44492,51316,24045,54775,48262,30920,72362,41387,42790,106614,29517
2013_05_28_drive_0006_sync_000080,0,block000,2336,4402,66444,2336,4402,66444,6875,4402,61905,10503,4402,58277,13264,4402,55516,19129,4402,49651,33223,4402,35557,2336,4402,66444,6875,13801,61905,10503,24811,58277,13264,36890,55516,19129,55592,49651,33223,87710,35557,8426,18981,60354,8426,18981,60354,11719,18981,57061,14258,18981,54522,17247,18981,51533,23402,18981,45378,35940,18981,32840,8426,18981,60354,11719,29655,57061,14258,40658,54522,17247,50474,51533,23402,66440,45378,35940,92735,32840
2013_05_28_drive_0006_sync_000085,0,block000,1897,3684,66116,1897,3684,66116,6637,3684,61376,11058,3684,56955,15282,3684,52731,21991,3684,46022,34197,3684,33816,1897,3684,66116,6637,13160,61376,11058,24030,56955,15282,35178,52731,21991,52996,46022,34197,83965,33816,9102,18802,58911,9102,18802,58911,12975,18802,55038,16715,18802,51298,20279,18802,47734,26298,18802,41715,35962,18802,32051,9102,18802,58911,12975,28698,55038,16715,39009,51298,20279,48391,47734,26298,63586,41715,35962,88601,32051
2013_05_28_drive_0006_sync_000090,0,block000,1264,3729,72210,1264,3729,72210,4961,3729,68513,8299,3729,65175,12143,3729,61331,19240,3729,54234,27478,3729,45996,1264,3729,72210,4961,13013,68513,8299,23140,65175,12143,32665,61331,19240,47564,54234,27478,66668,45996,6758,18096,66716,6758,18096,66716,9929,18096,63545,13678,18096,59796,17323,18096,56151,22519,18096,50955,29232,18096,44242,6758,18096,66716,9929,27097,63545,13678,35667,59796,17323,43805,56151,22519,55771,50955,29232,69404,44242
2013_05_28_drive_0006_sync_000095,0,block000,1520,4128,69675,1520,4128,69675,5328,4128,65867,9224,4128,61971,13160,4128,58035,19770,4128,51425,30308,4128,40887,1520,4128,69675,5328,12895,65867,9224,21771,61971,13160,30431,58035,19770,43581,51425,30308,58825,40887,7213,17024,63982,7213,17024,63982,10887,17024,60308,14444,17024,56751,17833,17024,53362,23726,17024,47469,32173,17024,39022,7213,17024,63982,10887,24973,60308,14444,32967,56751,17833,40098,53362,23726,50010,47469,32173,61258,39022
2013_05_28_drive_0006_sync_000100,0,block000,2060,3191,67270,2060,3191,67270,6668,3191,62662,11074,3191,58256,15234,3191,54096,20791,3191,48539,26745,3191,42585,2060,3191,67270,6668,10718,62662,11074,18948,58256,15234,26287,54096,20791,37455,48539,26745,49552,42585,9019,14649,60311,9019,14649,60311,12866,14649,56464,16426,14649,52904,19449,14649,49881,22806,14649,46524,28042,14649,41288,9019,14649,60311,12866,21666,56464,16426,28547,52904,19449,34628,49881,22806,42249,46524,28042,52479,41288
2013_05_28_drive_0006_sync_000105,0,block000,1654,2894,71157,1654,2894,71157,5842,2894,66969,10121,2894,62690,13184,2894,59627,17796,2894,55015,23294,2894,49517,1654,2894,71157,5842,10313,66969,10121,17084,62690,13184,23686,59627,17796,32918,55015,23294,44666,49517,7867,13535,64944,7867,13535,64944,11439,13535,61372,14107,13535,58704,16602,13535,56209,19649,13535,53162,24419,13535,48392,7867,13535,64944,11439,19511,61372,14107,25578,58704,16602,30677,56209,19649,36498,53162,24419,47893,48392
2013_05_28_drive_0006_sync_000110,0,block000,2224,2260,73833,2224,2260,73833,6610,2260,69447,10295,2260,65762,13420,2260,62637,18030,2260,58027,25810,2260,50247,2224,2260,73833,6610,8776,69447,10295,15192,65762,13420,21710,62637,18030,31812,58027,25810,47386,50247,8444,11667,67613,8444,11667,67613,11612,11667,64445,14430,11667,61627,16813,11667,59244,20816,11667,55241,27714,11667,48343,8444,11667,67613,11612,17620,64445,14430,23708,61627,16813,29132,59244,20816,38236,55241,27714,49927,48343
2013_05_28_drive_0006_sync_000115,0,block000,2052,3099,76333,2052,3099,76333,7647,3099,70738,11871,3099,66514,15440,3099,62945,19239,3099,59146,24401,3099,53984,2052,3099,76333,7647,10193,70738,11871,18012,66514,15440,25083,62945,19239,32804,59146,24401,41526,53984,9885,13638,68500,9885,13638,68500,13501,13638,64884,16465,13638,61920,18462,13638,59923,20664,13638,57721,25679,13638,52706,9885,13638,68500,13501,20803,64884,16465,27053,61920,18462,31288,59923,20664,36073,57721,25679,43400,52706
2013_05_28_drive_0006_sync_000120,0,block000,1944,3572,72607,1944,3572,72607,6226,3572,68325,10006,3572,64545,12566,3572,61985,14969,3572,59582,19406,3572,55145,1944,3572,72607,6226,10960,68325,10006,17899,64545,12566,23810,61985,14969,29497,59582,19406,37502,55145,8216,14363,66335,8216,14363,66335,11270,14363,63281,13210,14363,61341,14414,14363,60137,16323,14363,58228,20677,14363,53874,8216,14363,66335,11270,20455,63281,13210,25397,61341,14414,28353,60137,16323,32079,58228,20677,39519,53874
2013_05_28_drive_0006_sync_000125,0,block000,2163,3235,72847,2163,3235,72847,6056,3235,68954,9299,3235,65711,11273,3235,63737,13517,3235,61493,20089,3235,54921,2163,3235,72847,6056,9699,68954,9299,16108,65711,11273,21709,63737,13517,28479,61493,20089,45387,54921,7819,12689,67191,7819,12689,67191,10279,12689,64731,11783,12689,63227,12936,12689,62074,15160,12689,59850,22108,12689,52902,7819,12689,67191,10279,18632,64731,11783,23272,63227,12936,26673,62074,15160,33529,59850,22108,49251,52902
2013_05_28_drive_0006_sync_000130,0,block000,1909,3330,74332,1909,3330,74332,5429,3330,70812,8701,3330,67540,10503,3330,65738,12531,3330,63710,16465,3330,59776,1909,3330,74332,5429,9269,70812,8701,14480,67540,10503,18353,65738,12531,22643,63710,16465,30702,59776,7253,11628,68988,7253,11628,68988,9633,11628,66608,10938,11628,65303,11993,11628,64248,13822,11628,62419,17347,11628,58894,7253,11628,68988,9633,16223,66608,10938,19370,65303,11993,21631,64248,13822,25084,62419,17347,32841,58894
2013_05_28_drive_0006_sync_000135,0,block000,1991,2944,74783,1991,2944,74783,5918,2944,70856,8638,2944,68136,10338,2944,66436,12510,2944,64264,16275,2944,60499,1991,2944,74783,5918,8755,70856,8638,14184,68136,10338,18020,66436,12510,22506,64264,16275,31740,60499,7528,11329,69246,7528,11329,69246,9516,11329,67258,10819,11329,65955,11933,11329,64841,13903,11329,62871,16826,11329,59948,7528,11329,69246,9516,15952,67258,10819,19108,65955,11933,21438,64841,13903,25322,62871,16826,34582,59948
2013_05_28_drive_0006_sync_000140,1,block001,2072,2684,78480,2072,2684,78480,5338,2684,75214,7780,2684,72772,9473,2684,71079,11745,2684,68807,16615,2684,63937,2072,2684,78480,5338,8413,75214,7780,12683,72772,9473,16543,71079,11745,22613,68807,16615,36581,63937,6845,10603,73707,6845,10603,73707,8657,10603,71895,9944,10603,70608,11114,10603,69438,13275,10603,67277,17869,10603,62683,6845,10603,73707,8657,14247,71895,9944,17853,70608,11114,21049,69438,13275,27261,67277,17869,39797,62683
2013_05_28_drive_0006_sync_000145,1,block001,1315,2455,80946,1315,2455,80946,3650,2455,78611,5500,2455,76761,7237,2455,75024,10106,2455,72155,16286,2455,65975,1315,2455,80946,3650,7429,78611,5500,12300,76761,7237,16942,75024,10106,24422,72155,16286,38911,65975,4657,9942,77604,4657,9942,77604,6268,9942,75993,7837,9942,74424,9308,9942,72953,11946,9942,70315,17780,9942,64481,4657,9942,77604,6268,14273,75993,7837,18498,74424,9308,22436,72953,11946,29323,70315,17780,41778,64481
2013_05_28_drive_0006_sync_000150,1,block001,804,2441,79955,804,2441,79955,2499,2441,78260,4201,2441,76558,6155,2441,74604,9968,2441,70791,14872,2441,65887,804,2441,79955,2499,7265,78260,4201,12172,76558,6155,17021,74604,9968,25029,70791,14872,38617,65887,3310,9744,77449,3310,9744,77449,4967,9744,75792,6916,9744,73843,8984,9744,71775,11745,9744,69014,16081,9744,64678,3310,9744,77449,4967,14132,75792,6916,18592,73843,8984,22912,71775,11745,29639,69014,16081,41296,64678
2013_05_28_drive_0006_sync_000155,1,block001,613,2129,79647,613,2129,79647,2267,2129,77993,4209,2129,76051,6305,2129,73955,9677,2129,70583,13954,2129,66306,613,2129,79647,2267,5912,77993,4209,9722,76051,6305,13954,73955,9677,21808,70583,13954,38233,66306,3205,7652,77055,3205,7652,77055,5040,7652,75220,7021,7652,73239,8815,7652,71445,11296,7652,68964,15033,7652,65227,3205,7652,77055,5040,11406,75220,7021,15383,73239,8815,19520,71445,11296,27387,68964,15033,41370,65227
2013_05_28_drive_0006_sync_000160,1,block001,700,2292,77236,700,2292,77236,2873,2292,75063,5595,2292,72341,7990,2292,69946,11270,2292,66666,16762,2292,61174,700,2292,77236,2873,6789,75063,5595,12264,72341,7990,18670,69946,11270,28829,66666,16762,40056,61174,4212,9321,73724,4212,9321,73724,6624,9321,71312,8670,9321,69266,10410,9321,67526,13010,9321,64926,17814,9321,60122,4212,9321,73724,6624,14869,71312,8670,20738,69266,10410,26159,67526,13010,33507,64926,17814,42202,60122
2013_05_28_drive_0006_sync_000165,1,block001,1675,2615,77027,1675,2615,77027,5215,2615,73487,8166,2615,70536,11166,2615,67536,16225,2615,62477,23508,2615,55194,1675,2615,77027,5215,8986,73487,8166,15773,70536,11166,22855,67536,16225,36357,62477,23508,61803,55194,6754,12486,71948,6754,12486,71948,9436,12486,69266,12225,12486,66477,14928,12486,63774,18878,12486,59824,25161,12486,53541,6754,12486,71948,9436,18600,69266,12225,25319,66477,14928,32521,63774,18878,45738,59824,25161,66036,53541
2013_05_28_drive_0006_sync_000170,1,block001,1979,3159,81924,1979,3159,81924,6331,3159,77572,9821,3159,74082,12892,3159,71011,17918,3159,65985,26030,3159,57873,1979,3159,81924,6331,10726,77572,9821,18629,74082,12892,27598,71011,17918,42852,65985,26030,64426,57873,8096,14156,75807,8096,14156,75807,11145,14156,72758,13908,14156,69995,16439,14156,67464,21116,14156,62787,28005,14156,55898,8096,14156,75807,11145,21887,72758,13908,30464,69995,16439,38709,67464,21116,51571,62787,28005,68883,55898
2013_05_28_drive_0006_sync_000175,1,block001,2507,3668,88174,2507,3668,88174,7202,3668,83479,11004,3668,79677,14334,3668,76347,19690,3668,70991,30617,3668,60064,2507,3668,88174,7202,11268,83479,11004,19789,79677,14334,29504,76347,19690,45901,70991,30617,69759,60064,8944,14844,81737,8944,14844,81737,12351,14844,78330,15502,14844,75179,18320,14844,72361,22703,14844,67978,33524,14844,57157,8944,14844,81737,12351,23390,78330,15502,32526,75179,18320,41461,72361,22703,54002,67978,33524,75527,57157
2013_05_28_drive_0006_sync_000180,1,block001,2342,3861,90864,2342,3861,90864,7301,3861,85905,12211,3861,80995,16059,3861,77147,21704,3861,71502,33373,3861,59833,2342,3861,90864,7301,13127,85905,12211,24135,80995,16059,37906,77147,21704,59550,71502,33373,80326,59833,9814,18363,83392,9814,18363,83392,13974,18363,79232,17197,18363,76009,20049,18363,73157,26039,18363,67167,35351,18363,57855,9814,18363,83392,13974,29631,79232,17197,43089,76009,20049,55079,73157,26039,67853,67167,35351,84252,57855
2013_05_28_drive_0006_sync_000185,1,block001,1849,4214,94848,1849,4214,94848,6276,4214,90421,11237,4214,85460,15307,4214,81390,21643,4214,75054,31395,4214,65302,1849,4214,94848,6276,15547,90421,11237,28825,85460,15307,42687,81390,21643,57056,75054,31395,73561,65302,8950,22249,87747,8950,22249,87747,13125,22249,83572,16800,22249,79897,20332,22249,76365,24705,22249,71992,33203,22249,63494,8950,22249,87747,13125,34961,83572,16800,46606,79897,20332,54124,76365,24705,63001,71992,33203,77386,63494
2013_05_28_drive_0006_sync_000190,1,block001,1927,4658,107378,1927,4658,107378,7644,4658,101661,13035,4658,96270,18094,4658,91211,24055,4658,85250,33329,4658,75976,1927,4658,107378,7644,16763,101661,13035,29403,96270,18094,40525,91211,24055,54667,85250,33329,76961,75976,10523,23749,98782,10523,23749,98782,15430,23749,93875,19554,23749,89751,22545,23749,86760,27461,23749,81844,35431,23749,73874,10523,23749,98782,15430,34151,93875,19554,43750,89751,22545,51190,86760,27461,62488,81844,35431,81694,73874
2013_05_28_drive_0006_sync_000195,1,block001,2264,4565,110812,2264,4565,110812,7738,4565,105338,13842,4565,99234,19053,4565,94023,26446,4565,86630,36085,4565,76991,2264,4565,110812,7738,16922,105338,13842,29656,99234,19053,43387,94023,26446,61879,86630,36085,83320,76991,10609,23039,102467,10609,23039,102467,16324,23039,96752,20676,23039,92400,24512,23039,88564,30063,23039,83013,38301,23039,74775,10609,23039,102467,16324,34826,96752,20676,47617,92400,24512,57714,88564,30063,70515,83013,38301,88073,74775
2013_05_28_drive_0006_sync_000200,1,block001,2397,5061,105298,2397,5061,105298,10532,5061,97163,17148,5061,90547,21800,5061,85895,27490,5061,80205,35869,5061,71826,2397,5061,105298,10532,15903,97163,17148,27273,90547,21800,39748,85895,27490,57595,80205,35869,80664,71826,14077,20913,93618,14077,20913,93618,19374,20913,88321,23058,20913,84637,26012,20913,81683,30544,20913,77151,37778,20913,69917,14077,20913,93618,19374,31731,88321,23058,43511,84637,26012,53155,81683,30544,66492,77151,37778,86254,69917
2013_05_28_drive_0006_sync_000205,1,block001,3534,4459,103388,3534,4459,103388,11188,4459,95734,16344,4459,90578,20585,4459,86337,25774,4459,81148,33296,4459,73626,3534,4459,103388,11188,15735,95734,16344,27229,90578,20585,39411,86337,25774,58580,81148,33296,84951,73626,14060,20394,92862,14060,20394,92862,18217,20394,88705,21869,20394,85053,24462,20394,82460,28249,20394,78673,35001,20394,71921,14060,20394,92862,18217,31544,88705,21869,43112,85053,24462,53819,82460,28249,68230,78673,35001,91059,71921
2013_05_28_drive_0006_sync_000210,1,block001,2459,4032,106478,2459,4032,106478,9893,4032,99044,15141,4032,93796,18851,4032,90086,24375,4032,84562,37349,4032,71588,2459,4032,106478,9893,13831,99044,15141,24847,93796,18851,36442,90086,24375,54911,84562,37349,91659,71588,12438,18241,96499,12438,18241,96499,16809,18241,92128,19982,18241,88955,22946,18241,85991,27914,18241,81023,40845,18241,68092,12438,18241,96499,16809,28824,92128,19982,39823,88955,22946,49824,85991,27914,65534,81023,40845,104236,68092
2013_05_28_drive_0006_sync_000215,1,block001,2741,4822,99312,2741,4822,99312,9939,4822,92114,15406,4822,86647,19765,4822,82288,27533,4822,74520,42439,4822,59614,2741,4822,99312,9939,16463,92114,15406,29705,86647,19765,44012,82288,27533,67920,74520,42439,119199,59614,12946,22445,89107,12946,22445,89107,17334,22445,84719,21357,22445,80696,25483,22445,76570,32491,22445,69562,46023,22445,56030,12946,22445,89107,17334,35222,84719,21357,48712,80696,25483,61515,76570,32491,84679,69562,46023,129387,56030
2013_05_28_drive_0006_sync_000220,1,block001,3718,4722,98247,3718,4722,98247,11868,4722,90097,17162,4722,84803,21878,4722,80087,30621,4722,71344,47531,4722,54434,3718,4722,98247,11868,16728,90097,17162,32540,84803,21878,52392,80087,30621,89537,71344,47531,160481,54434,14994,24243,86971,14994,24243,86971,19364,24243,82601,23670,24243,78295,28218,24243,73747,36401,24243,65564,49492,24243,52473,14994,24243,86971,19364,40456,82601,23670,59705,78295,28218,79708,73747,36401,112729,65564,49492,176034,52473
2013_05_28_drive_0006_sync_000225,1,block001,3894,4417,96275,3894,4417,96275,10845,4417,89324,15481,4417,84688,19560,4417,80609,26406,4417,73763,46913,4417,53256,3894,4417,96275,10845,15203,89324,15481,29009,84688,19560,46633,80609,26406,82840,73763,46913,156965,53256,13495,21547,86674,13495,21547,86674,17402,21547,82767,20944,21547,79225,24463,21547,75706,31864,21547,68305,51726,21547,48443,13495,21547,86674,17402,35566,82767,20944,53117,79225,24463,72394,75706,31864,106429,68305,51726,174508,48443
2013_05_28_drive_0006_sync_000230,1,block001,3904,4945,91331,3904,4945,91331,12095,4945,83140,18932,4945,76303,24699,4945,70536,33712,4945,61523,48919,4945,46316,3904,4945,91331,12095,16524,83140,18932,29900,76303,24699,45666,70536,33712,74430,61523,48919,141752,46316,15833,22942,79402,15833,22942,79402,21528,22942,73707,26720,22942,68515,31407,22942,63828,39411,22942,55824,50612,22942,44623,15833,22942,79402,21528,35729,73707,26720,50869,68515,31407,66547,63828,39411,93952,55824,50612,157215,44623
2013_05_28_drive_0006_sync_000235,1,block001,4080,4747,86268,4080,4747,86268,12915,4747,77433,20402,4747,69946,26680,4747,63668,34838,4747,55510,47463,4747,42885,4080,4747,86268,12915,15840,77433,20402,26796,69946,26680,37412,63668,34838,56764,55510,47463,106316,42885,17425,21954,72923,17425,21954,72923,23402,21954,66946,28704,21954,61644,33029,21954,57319,38874,21954,51474,49581,21954,40767,17425,21954,72923,23402,31097,66946,28704,40978,61644,33029,51333,57319,38874,70846,51474,49581,118195,40767
2013_05_28_drive_0006_sync_000240,2,block002,3909,5961,74158,3909,5961,74158,13006,5961,65061,20310,5961,57757,27011,5961,51056,35744,5961,42323,50532,5961,27535,3909,5961,74158,13006,16581,65061,20310,25522,57757,27011,34872,51056,35744,52761,42323,50532,94879,27535,17325,21390,60742,17325,21390,60742,23450,21390,54617,29154,21390,48913,33665,21390,44402,41186,21390,36881,52021,21390,26046,17325,21390,60742,23450,29190,54617,29154,38045,48913,33665,47758,44402,41186,64170,36881,52021,106889,26046
2013_05_28_drive_0006_sync_000245,2,block002,3489,4250,69541,3489,4250,69541,10473,4250,62557,16207,4250,56823,21372,4250,51658,30826,4250,42204,49570,4250,23460,3489,4250,69541,10473,12077,62557,16207,19988,56823,21372,28533,51658,30826,46161,42204,49570,97861,23460,13948,16361,59082,13948,16361,59082,18558,16361,54472,23163,16361,49867,28114,16361,44916,38540,16361,34490,51654,16361,21376,13948,16361,59082,18558,23332,54472,23163,31593,49867,28114,40867,44916,38540,59180,34490,51654,111505,21376
2013_05_28_drive_0006_sync_000250,2,block002,3174,2696,66251,3174,2696,66251,8781,2696,60644,13368,2696,56057,19953,2696,49472,31475,2696,37950,46498,2696,22927,3174,2696,66251,8781,9177,60644,13368,18644,56057,19953,28806,49472,31475,51344,37950,46498,108230,22927,11471,14401,57954,11471,14401,57954,15975,14401,53450,23067,14401,46358,29471,14401,39954,36419,14401,33006,48898,14401,20527,11471,14401,57954,15975,23084,53450,23067,32437,46358,29471,44062,39954,36419,70722,33006,48898,117150,20527
2013_05_28_drive_0006_sync_000255,2,block002,1430,2247,65015,1430,2247,65015,5022,2247,61423,11161,2247,55284,18922,2247,47523,26608,2247,39837,37634,2247,28811,1430,2247,65015,5022,9029,61423,11161,16388,55284,18922,24097,47523,26608,44109,39837,37634,82620,28811,8033,13273,58412,8033,13273,58412,14823,13273,51622,20966,13273,45479,24972,13273,41473,30368,13273,36077,39335,13273,27110,8033,13273,58412,14823,19317,51622,20966,27273,45479,24972,37744,41473,30368,57177,36077,39335,90760,27110
2013_05_28_drive_0006_sync_000260,2,block002,2287,4189,68723,2287,4189,68723,8034,4189,62976,13091,4189,57919,17312,4189,53698,24329,4189,46681,34048,4189,36962,2287,4189,68723,8034,11192,62976,13091,19036,57919,17312,27817,53698,24329,43656,46681,34048,74947,36962,11007,15069,60003,11007,15069,60003,14946,15069,56064,18801,15069,52209,22587,15069,48423,28055,15069,42955,35459,15069,35551,11007,15069,60003,14946,22732,56064,18801,30659,52209,22587,38822,48423,28055,53827,42955,35459,80251,35551
2013_05_28_drive_0006_sync_000265,2,block002,3222,3011,76225,3222,3011,76225,9224,3011,70223,14080,3011,65367,17931,3011,61516,22705,3011,56742,31746,3011,47701,3222,3011,76225,9224,10817,70223,14080,19281,65367,17931,28466,61516,22705,44640,56742,31746,73585,47701,11772,15156,67675,11772,15156,67675,15845,15156,63602,18999,15156,60448,21330,15156,58117,26139,15156,53308,33535,15156,45912,11772,15156,67675,15845,22939,63602,18999,31526,60448,21330,40032,58117,26139,54031,53308,33535,79122,45912
2013_05_28_drive_0006_sync_000270,2,block002,2701,2704,74137,2701,2704,74137,8757,2704,68081,13987,2704,62851,18458,2704,58380,26451,2704,50387,43272,2704,33566,2701,2704,74137,8757,10153,68081,13987,18890,62851,18458,28653,58380,26451,46445,50387,43272,80571,33566,11644,14814,65194,11644,14814,65194,15998,14814,60840,20048,14814,56790,24273,14814,52565,32708,14814,44130,46760,14814,30078,11644,14814,65194,15998,22814,60840,20048,32145,56790,24273,41539,52565,32708,56683,44130,46760,89851,30078
2013_05_28_drive_0006_sync_000275,2,block002,2705,4131,70649,2705,4131,70649,8838,4131,64516,14239,4131,59115,19053,4131,54301,27917,4131,45437,43338,4131,30016,2705,4131,70649,8838,12376,64516,14239,20885,59115,19053,29726,54301,27917,46689,45437,43338,84569,30016,11710,16815,61644,11710,16815,61644,16362,16815,56992,20697,16815,52657,25318,16815,48036,33946,16815,39408,45922,16815,27432,11710,16815,61644,16362,24378,56992,20697,32733,52657,25318,41774,48036,33946,58867,39408,45922,93568,27432
2013_05_28_drive_0006_sync_000280,2,block002,3751,6594,73085,3751,6594,73085,12325,6594,64511,20171,6594,56665,26844,6594,49992,36104,6594,40732,46996,6594,29840,3751,6594,73085,12325,20025,64511,20171,32775,56665,26844,46694,49992,36104,69917,40732,46996,102428,29840,16622,26748,60214,16622,26748,60214,23083,26748,53753,29181,26748,47655,34245,26748,42591,40420,26748,36416,48506,26748,28330,16622,26748,60214,23083,38482,53753,29181,51213,47655,34245,63836,42591,40420,82641,36416,48506,108043,28330
