clip_id,sequence,method,iou,precision,recall,n_points
08_000000_000020_s5,08,ceiling_gt_lidar_gt_pose,0.1536032418224299,0.9009153685562872,0.156242747198678,92665
08_000025_000045_s5,08,ceiling_gt_lidar_gt_pose,0.1408583725730939,0.800552104899931,0.14598131886570836,87172
08_000050_000070_s5,08,ceiling_gt_lidar_gt_pose,0.1254455506391347,0.9090909090909091,0.12703920088997456,93231
08_000075_000095_s5,08,ceiling_gt_lidar_gt_pose,0.15361872747154834,0.8860596858027214,0.1567144908225135,86635
08_000100_000120_s5,08,ceiling_gt_lidar_gt_pose,0.12026475144345866,0.9328235936646642,0.12131543433482492,91681
08_000125_000145_s5,08,ceiling_gt_lidar_gt_pose,0.08876632554383057,0.9600045971727388,0.08909581560056745,90172
08_000150_000170_s5,08,ceiling_gt_lidar_gt_pose,0.09115341035262232,0.9372950819672131,0.09171268819175508,86454
08_000175_000195_s5,08,ceiling_gt_lidar_gt_pose,0.11138588705579457,0.8640807316304006,0.11337227344509651,89943
08_000200_000220_s5,08,ceiling_gt_lidar_gt_pose,0.09893535171533975,0.8971912457510883,0.10006983936945027,92215
08_000225_000245_s5,08,ceiling_gt_lidar_gt_pose,0.11800343264082794,0.9688206530311794,0.11845328019028639,91967
08_000250_000270_s5,08,ceiling_gt_lidar_gt_pose,0.12107274729545896,0.950419527078566,0.12184230255223442,93157
08_000275_000295_s5,08,ceiling_gt_lidar_gt_pose,0.12980440856876746,0.9723255813953489,0.1302857498987255,91900
