clip_id,sequence,anchor_frame,method,deployable,scale,s_star_joint,abs_log_scale_err,iou,precision,recall,n_pred_occupied,n_gt_occupied,n_points,reliable_target
08_000000_000020_s5,08,20,raw_canonical,1,1.0,29.560553168507,3.3864408093185405,0.0,0.0,0.0,66,107717,5918,1
08_000000_000020_s5,08,20,global_median_train,1,27.440963354012354,29.560553168507,0.07440389942360381,0.0748964723615647,0.3708370114758045,0.08579889896673691,24922,107717,78176,1
08_000000_000020_s5,08,20,oracle_depth,0,29.00970873786408,29.560553168507,0.018810251295468206,0.09798598658431294,0.48093064949881836,0.10957416192430164,24542,107717,78176,1
08_000000_000020_s5,08,20,oracle_pose,0,30.121857186645677,29.560553168507,0.018810251295468206,0.09505543498376487,0.503094252259472,0.10490451832115637,22461,107717,78173,1
08_000000_000020_s5,08,20,oracle_joint,0,29.560553168507,29.560553168507,0.0,0.09990890781303538,0.5002720006695401,0.11098526694950658,23897,107717,78175,1
08_000025_000045_s5,08,45,raw_canonical,1,1.0,22.062611171272522,3.093884373605354,0.0,0.0,0.0,40,71516,4588,1
08_000025_000045_s5,08,45,global_median_train,1,27.440963354012354,22.062611171272522,0.21815253628958287,0.022400123162189207,0.21355185909980431,0.02441411712064433,8176,71516,67835,1
08_000025_000045_s5,08,45,oracle_depth,0,22.029173419773095,22.062611171272522,0.0015167341589736871,0.0798769385320525,0.43929558011049724,0.08894513115946082,14480,71516,67835,1
08_000025_000045_s5,08,45,oracle_pose,0,22.096099677432782,22.062611171272522,0.0015167341589736871,0.08072431670609553,0.4465093617317464,0.08970020694669724,14367,71516,67835,1
08_000025_000045_s5,08,45,oracle_joint,0,22.062611171272522,22.062611171272522,0.0,0.08037902303545172,0.4425378814087041,0.08943453213266961,14453,71516,67835,1
08_000050_000070_s5,08,70,raw_canonical,1,1.0,28.674226241614992,3.355998678923904,0.0,0.0,0.0,61,128543,3492,1
08_000050_000070_s5,08,70,global_median_train,1,27.440963354012354,28.674226241614992,0.04396176902896709,0.07297425133768883,0.593425085642166,0.07681476237523631,16639,128543,66938,1
08_000050_000070_s5,08,70,oracle_depth,0,26.337582865884748,28.674226241614992,0.08500175349062955,0.06735614672448142,0.535242418951167,0.07154026279143944,17181,128543,66938,1
08_000050_000070_s5,08,70,oracle_pose,0,31.2181742243453,28.674226241614992,0.08500175349062955,0.02021736070468133,0.2976333296978951,0.021230249799677928,9169,128543,66936,1
08_000050_000070_s5,08,70,oracle_joint,0,28.674226241614992,28.674226241614992,0.0,0.06273533161374485,0.5704657275729595,0.06584567032043752,14837,128543,66938,1
08_000075_000095_s5,08,95,raw_canonical,1,1.0,33.186537970329574,3.502144310870656,0.0,0.0,0.0,28,96813,1365,1
08_000075_000095_s5,08,95,global_median_train,1,27.440963354012354,33.186537970329574,0.1901074009757191,0.016105610561056107,0.09816543289346637,0.018902420129528058,18642,96813,68230,1
08_000075_000095_s5,08,95,oracle_depth,0,32.03007518796992,33.186537970329574,0.03546899982899365,0.07813249234628011,0.421458416235575,0.08751923811884768,20104,96813,68230,1
08_000075_000095_s5,08,95,oracle_pose,0,34.38475545226873,33.186537970329574,0.03546899982899321,0.06861479152631185,0.421630634774609,0.07574396000537117,17392,96813,68229,1
08_000075_000095_s5,08,95,oracle_joint,0,33.186537970329574,33.186537970329574,0.0,0.07437809560910456,0.421608832807571,0.0828297852561123,19020,96813,68230,1
08_000100_000120_s5,08,120,raw_canonical,1,1.0,38.16029060143091,3.64179546189257,0.0,0.0,0.0,57,140790,6522,1
08_000100_000120_s5,08,120,global_median_train,1,27.440963354012354,38.16029060143091,0.3297585519976334,0.009263946542472411,0.07826365871912755,0.01039846580012785,18706,140790,74000,1
08_000100_000120_s5,08,120,oracle_depth,0,36.488372093023266,38.16029060143091,0.04480182485309969,0.03967154530305768,0.40700308959835224,0.042105263157894736,14565,140790,73641,1
08_000100_000120_s5,08,120,oracle_pose,0,39.908817391831235,38.16029060143091,0.04480182485309969,0.014312420849498462,0.2017568716350241,0.015171532069038995,10587,140790,73218,1
08_000100_000120_s5,08,120,oracle_joint,0,38.16029060143091,38.16029060143091,0.0,0.021580569464965,0.2686194557709911,0.022927764756019604,12017,140790,73577,1
08_000125_000145_s5,08,145,raw_canonical,1,1.0,31.930175352630194,3.4635514984945797,0.0,0.0,0.0,43,187506,6249,1
08_000125_000145_s5,08,145,global_median_train,1,27.440963354012354,31.930175352630194,0.15151458859964295,0.020156633638383974,0.18272191431336324,0.022153957740018985,22734,187506,84128,1
08_000125_000145_s5,08,145,oracle_depth,0,31.532846715328468,31.930175352630194,0.012521743084548564,0.04593867884673688,0.40292066259808196,0.049294422578477486,22940,187506,84128,1
08_000125_000145_s5,08,145,oracle_pose,0,32.3325105168543,31.930175352630194,0.01252174308454812,0.043849400675141564,0.39275059001647594,0.04703849476816742,22457,187506,84128,1
08_000125_000145_s5,08,145,oracle_joint,0,31.930175352630194,31.930175352630194,0.0,0.04549928907360822,0.4015444015444015,0.048809104775313854,22792,187506,84128,1
08_000150_000170_s5,08,170,raw_canonical,1,1.0,32.90385599055384,3.493589854263848,0.0,0.0,0.0,68,174556,4801,1
08_000150_000170_s5,08,170,global_median_train,1,27.440963354012354,32.90385599055384,0.18155294436891145,0.0249986300619212,0.3650768245838668,0.026134879351039208,12496,174556,78925,1
08_000150_000170_s5,08,170,oracle_depth,0,32.406995230524636,32.90385599055384,0.015215552592398929,0.009435052817579804,0.19430903525677362,0.009819198423428585,8821,174556,78688,1
08_000150_000170_s5,08,170,oracle_pose,0,33.40833456930091,32.90385599055384,0.015215552592398929,0.009558017441315977,0.1993794529993105,0.009939503654987511,8702,174556,78603,1
