clip_id,sequence,anchor_frame,method,deployable,scale,s_star_joint,abs_log_scale_err,iou,precision,recall,n_pred_occupied,n_gt_occupied,n_points,reliable_target
08_000175_000195_s5,08,195,oracle_pose,0,36.43901184164816,36.29473796867138,0.003967183393533524,0.05731145618257565,0.33417631344612647,0.0646994324490204,28075,145009,331281,1
08_000175_000195_s5,08,195,oracle_joint,0,36.29473796867138,36.29473796867138,0.0,0.059654333663354236,0.3439636338008316,0.06731306332710384,28378,145009,331299,1
08_000200_000220_s5,08,220,raw_canonical,1,1.0,35.4463497065663,3.568020277480751,0.0,0.0,0.0,30,150345,4176,1
08_000200_000220_s5,08,220,global_median_train,1,27.440963354012354,35.4463497065663,0.2559833675858143,0.02571204166838907,0.18649875781718495,0.02896005853204297,23346,150345,308075,1
08_000200_000220_s5,08,220,oracle_depth,0,34.2207534699273,35.4463497065663,0.03518799085094315,0.09015615045258388,0.4833564270292914,0.099770527786092,31033,150345,308056,1
08_000200_000220_s5,08,220,oracle_pose,0,36.71583995438139,35.4463497065663,0.03518799085094271,0.05868643052293534,0.37167033467405325,0.06515015464431807,26354,150345,308018,1
08_000200_000220_s5,08,220,oracle_joint,0,35.4463497065663,35.4463497065663,0.0,0.0776763694622959,0.44251871602912524,0.08610196547939739,29253,150345,308037,1
08_000225_000245_s5,08,245,raw_canonical,1,1.0,33.520522868313286,3.512157874188921,0.0,0.0,0.0,50,155555,13966,1
08_000225_000245_s5,08,245,global_median_train,1,27.440963354012354,33.520522868313286,0.2001209642939843,0.031844407635098326,0.19045877659574467,0.036829417247918744,30080,155555,302801,1
08_000225_000245_s5,08,245,oracle_depth,0,32.65422222222222,33.520522868313286,0.026183709148203338,0.09839843704301642,0.5220170674941815,0.10814181479219569,32225,155555,302801,1
08_000225_000245_s5,08,245,oracle_pose,0,34.40980604953597,33.520522868313286,0.026183709148203338,0.07395904616518398,0.4505933079143356,0.08128957603420012,28063,155555,302801,1
08_000225_000245_s5,08,245,oracle_joint,0,33.520522868313286,33.520522868313286,0.0,0.08730116943669305,0.49242699224550407,0.09593391404969304,30305,155555,302801,1
08_000250_000270_s5,08,270,raw_canonical,1,1.0,30.058170929899283,3.403134535164816,0.0,0.0,0.0,31,153395,5882,1
08_000250_000270_s5,08,270,global_median_train,1,27.440963354012354,30.058170929899283,0.09109762526987941,0.05488677033008183,0.48473841149362973,0.05828742788226474,18445,153395,304974,1
08_000250_000270_s5,08,270,oracle_depth,0,28.6803105151729,30.058170929899283,0.046923692603133116,0.0385216703555422,0.39290851103745855,0.04095961406825516,15991,153395,304974,1
08_000250_000270_s5,08,270,oracle_pose,0,31.502226559683248,30.058170929899283,0.046923692603133116,0.027966696148098446,0.30294020482325734,0.029890152873300956,15135,153395,304953,1
08_000250_000270_s5,08,270,oracle_joint,0,30.058170929899283,30.058170929899283,0.0,0.03147366489264085,0.338042049934297,0.03354085856774992,15220,153395,304974,1
08_000275_000295_s5,08,295,raw_canonical,1,1.0,34.035450175748004,3.527402633659745,0.0,0.0,0.0,48,128364,10366,1
08_000275_000295_s5,08,295,global_median_train,1,27.440963354012354,34.035450175748004,0.21536572376480834,0.07725481550883188,0.40041419695779473,0.08736094232027672,28006,128364,309537,1
08_000275_000295_s5,08,295,oracle_depth,0,33.9568345323741,34.035450175748004,0.002312488210835628,0.019742159992327823,0.14058536585365855,0.02245177775700352,20500,128364,309292,1
08_000275_000295_s5,08,295,oracle_pose,0,34.11424782723508,34.035450175748004,0.002312488210835628,0.019282707942035345,0.13836013968816094,0.021914243868997537,20331,128364,309268,1
08_000275_000295_s5,08,295,oracle_joint,0,34.035450175748004,34.035450175748004,0.0,0.019510992059957936,0.13924607637021463,0.022186905986102023,20453,128364,309275,1
08_000300_000320_s5,08,320,raw_canonical,1,1.0,36.699079087960676,3.602751661774592,0.0,0.0,0.0,69,129038,20084,1
08_000300_000320_s5,08,320,global_median_train,1,27.440963354012354,36.699079087960676,0.29071475187965534,0.029997693963308394,0.14746355134301098,0.03629163502224151,31757,129038,313810,1
08_000300_000320_s5,08,320,oracle_depth,0,35.86274509803921,36.699079087960676,0.023052646108052244,0.06763650363688864,0.3747238516035652,0.07624110727072646,26254,129038,313783,1
08_000300_000320_s5,08,320,oracle_pose,0,37.55491673106837,36.699079087960676,0.023052646108052244,0.048720635270762105,0.3059475370097827,0.05477456253196733,23102,129038,313722,1
08_000300_000320_s5,08,320,oracle_joint,0,36.699079087960676,36.699079087960676,0.0,0.058211785800489635,0.34582923631596196,0.06541483903966273,24408,129038,313769,1
08_000325_000345_s5,08,345,raw_canonical,1,1.0,34.95202170757832,3.553976312717216,0.0,0.0,0.0,53,148835,15059,1
08_000325_000345_s5,08,345,global_median_train,1,27.440963354012354,34.95202170757832,0.24193940282227944,0.052795868598479415,0.2656101151814324,0.06182013639264958,34641,148835,322273,1
08_000325_000345_s5,08,345,oracle_depth,0,33.78869778869779,34.95202170757832,0.03384995109712596,0.061763773309482926,0.36044968926750925,0.06936540464272517,28642,148835,322267,1
08_000325_000345_s5,08,345,oracle_pose,0,36.15539814782864,34.95202170757832,0.03384995109712552,0.03764374503941613,0.25187669701325666,0.04238250411529546,25044,148835,322233,1
08_000325_000345_s5,08,345,oracle_joint,0,34.95202170757832,34.95202170757832,0.0,0.04633567194798825,0.2967630722083892,0.052050928880975574,26105,148835,322253,1
08_000350_000370_s5,08,370,raw_canonical,1,1.0,32.715071794604285,3.487835882866269,0.0,0.0,0.0,46,148629,6511,1
08_000350_000370_s5,08,370,global_median_train,1,27.440963354012354,32.715071794604285,0.1757989729713323,0.05857408376490968,0.35592105263157897,0.06551884221787134,27360,148629,305075,1
08_000350_000370_s5,08,370,oracle_depth,0,32.60823653643084,32.715071794604285,0.0032709719136345683,0.04977776126979411,0.38381861575179,0.05410115118852983,20950,148629,305075,1
08_000350_000370_s5,08,370,oracle_pose,0,32.82225708005922,32.715071794604285,0.0032709719136345683,0.04603857704572897,0.3662381163489483,0.050023884975341285,20301,148629,305075,1
08_000350_000370_s5,08,370,oracle_joint,0,32.715071794604285,32.715071794604285,0.0,0.04780538545839551,0.3747876316683656,0.0519481393267801,20601,148629,305075,1
08_000375_000395_s5,08,395,raw_canonical,1,1.0,32.40119745443536,3.4781953805855634,0.0,0.0,0.0,36,97683,6562,1
08_000375_000395_s5,08,395,global_median_train,1,27.440963354012354,32.40119745443536,0.16615847069062673,0.06274216458366602,0.25955286672925143,0.0764206668509362,28761,97683,275830,1
08_000375_000395_s5,08,395,oracle_depth,0,32.2865671641791,32.40119745443536,0.00354411412788469,0.10031462192043798,0.4321209800918836,0.11554722930294933,26120,97683,275830,1
08_000375_000395_s5,08,395,oracle_pose,0,32.51623472829497,32.40119745443536,0.00354411412788469,0.09722617354196302,0.4249795981813236,0.11195397356756037,25733,97683,275830,1
08_000375_000395_s5,08,395,oracle_joint,0,32.40119745443536,32.40119745443536,0.0,0.0987503999431192,0.42826857847671906,0.11374548283734119,25944,97683,275830,1
08_000400_000420_s5,08,420,raw_canonical,1,1.0,30.75877789530925,3.4261754135266274,0.0,0.0,0.0,33,146040,20243,1
08_000400_000420_s5,08,420,global_median_train,1,27.440963354012354,30.75877789530925,0.11413850363169065,0.037890722162341434,0.219019580994112,0.043809915091755684,29212,146040,261609,1
08_000400_000420_s5,08,420,oracle_depth,0,30.71505791505792,30.75877789530925,0.001422393349827633,0.050551990511237495,0.3115534562902984,0.05690906600931252,26676,146040,261609,1
08_000400_000420_s5,08,420,oracle_pose,0,30.80256010681792,30.75877789530925,0.001422393349827633,0.04975886835367597,0.3078833490122295,0.0560257463708573,26575,146040,261609,1
08_000400_000420_s5,08,420,oracle_joint,0,30.75877789530925,30.75877789530925,0.0,0.050157826555002095,0.3097115817936007,0.0564708299096138,26628,146040,261609,1
08_000425_000445_s5,08,445,raw_canonical,1,1.0,30.04906359422687,3.402831498905896,0.0,0.0,0.0,38,158001,10719,1
08_000425_000445_s5,08,445,global_median_train,1,27.440963354012354,30.04906359422687,0.09079458901095938,0.05632727564948856,0.37704603089218475,0.06210720185315283,26026,158001,285200,1
08_000425_000445_s5,08,445,oracle_depth,0,29.981184283342557,30.04906359422687,0.002261504565262751,0.0801161990673496,0.5306122448979592,0.08622730235884583,25676,158001,285173,1
08_000425_000445_s5,08,445,oracle_pose,0,30.117096588194645,30.04906359422687,0.002261504565263195,0.0800713209678938,0.532730404823428,0.08611970810311327,25542,158001,285169,1
08_000425_000445_s5,08,445,oracle_joint,0,30.04906359422687,30.04906359422687,0.0,0.07978707761079905,0.5303178388521834,0.08585388700071518,25579,158001,285171,1
08_000450_000470_s5,08,470,raw_canonical,1,1.0,31.2086936417821,3.440696698366674,0.0,0.0,0.0,96,110791,46150,1
08_000450_000470_s5,08,470,global_median_train,1,27.440963354012354,31.2086936417821,0.1286597884717371,0.07902836201641972,0.3221472392638037,0.09479109313933443,32600,110791,300227,1
08_000450_000470_s5,08,470,oracle_depth,0,30.898404701931153,31.2086936417821,0.009992143564951483,0.0866630263605644,0.41288692832635826,0.0988437688981957,26523,110791,299902,1
08_000450_000470_s5,08,470,oracle_pose,0,31.522098575067748,31.2086936417821,0.009992143564951483,0.07187911167816276,0.38149652954122226,0.0813603993104133,23628,110791,299856,1
08_000450_000470_s5,08,470,oracle_joint,0,31.2086936417821,31.2086936417821,0.0,0.07968890265894485,0.3993709439821635,0.09053984529429286,25117,110791,299875,1
08_000475_000495_s5,08,495,raw_canonical,1,1.0,27.950692735436856,3.3304419841038753,0.0,0.0,0.0,99,97972,39018,1
08_000475_000495_s5,08,495,global_median_train,1,27.440963354012354,27.950692735436856,0.018405074208938554,0.10756170649660687,0.37119400835373756,0.13152737516841548,34715,97972,330413,1
08_000475_000495_s5,08,495,oracle_depth,0,27.720588235294116,27.950692735436856,0.008266589397870838,0.10683857158384963,0.37137791728427355,0.13042501939329604,34407,97972,330413,1
08_000475_000495_s5,08,495,oracle_pose,0,28.182707298978556,27.950692735436856,0.008266589397870838,0.1037540197650694,0.3690419304742564,0.12612787326991384,33484,97972,330401,1
08_000475_000495_s5,08,495,oracle_joint,0,27.950692735436856,27.950692735436856,0.0,0.10535320412288132,0.3713601560883318,0.1282203078430572,33827,97972,330403,1
08_000500_000520_s5,08,520,raw_canonical,1,1.0,23.938687353911252,3.175495867962881,0.0,0.0,0.0,81,104754,31057,1
08_000500_000520_s5,08,520,global_median_train,1,27.440963354012354,23.938687353911252,0.13654104193205585,0.04704647955255075,0.2928319376415442,0.05307673215342612,18987,104754,327042,1
08_000500_000520_s5,08,520,oracle_depth,0,23.848238482384826,23.938687353911252,0.0037855115371101533,0.10640087966279593,0.45512203812577945,0.121933291330164,28065,104754,327668,1
08_000500_000520_s5,08,520,oracle_pose,0,24.02947926957347,23.938687353911252,0.0037855115371101533,0.10814691151919867,0.4626812370544961,0.12368024132730016,28002,104754,327668,1
08_000500_000520_s5,08,520,oracle_joint,0,23.938687353911252,23.938687353911252,0.0,0.10702662104648251,0.4596609440521845,0.12242969242224641,27901,104754,327668,1
08_000525_000545_s5,08,545,raw_canonical,1,1.0,24.28718038355654,3.1899486549075107,0.0,0.0,0.0,68,112160,26310,1
08_000525_000545_s5,08,545,global_median_train,1,27.440963354012354,24.28718038355654,0.12208825498742604,0.05210438520514548,0.3414262441536602,0.057926176890156916,19029,112160,341395,1
08_000525_000545_s5,08,545,oracle_depth,0,23.65998396150762,24.28718038355654,0.02616347423122667,0.07156621648861117,0.4279446506918663,0.07913694721825963,20741,112160,341424,1
08_000525_000545_s5,08,545,oracle_pose,0,24.931002994045446,24.28718038355654,0.026163474231227113,0.05908380212447009,0.3808509532962751,0.06536198288159772,19249,112160,341424,1
08_000525_000545_s5,08,545,oracle_joint,0,24.28718038355654,24.28718038355654,0.0,0.06471779235131364,0.40454820492133925,0.07153174037089871,19832,112160,341424,1
08_000550_000570_s5,08,570,raw_canonical,1,1.0,24.83567265847025,3.2122810332929923,0.0,0.0,0.0,60,103575,20929,1
08_000550_000570_s5,08,570,global_median_train,1,27.440963354012354,24.83567265847025,0.0997558766019444,0.03585015735285659,0.19400595846858465,0.04212406468742457,22489,103575,344390,1
08_000550_000570_s5,08,570,oracle_depth,0,24.749549549549545,24.83567265847025,0.003473744462115569,0.0527079503013414,0.26517068314737235,0.06172338884866039,24109,103575,344407,1
08_000550_000570_s5,08,570,oracle_pose,0,24.922095457285327,24.83567265847025,0.003473744462115569,0.05077886755130635,0.25760996822211074,0.0594834660873763,23916,103575,344407,1
08_000550_000570_s5,08,570,oracle_joint,0,24.83567265847025,24.83567265847025,0.0,0.05190856050367538,0.26167331339315386,0.0608158339367608,24072,103575,344407,1
08_000575_000595_s5,08,595,raw_canonical,1,1.0,22.712822020714302,3.122929611748993,0.0,0.0,0.0,54,99525,17498,1
08_000575_000595_s5,08,595,global_median_train,1,27.440963354012354,22.712822020714302,0.18910729814594385,0.04707136939699998,0.2769940877502334,0.053664908314493845,19282,99525,339810,1
08_000575_000595_s5,08,595,oracle_depth,0,22.796216680997418,22.712822020714302,0.0036649753986868205,0.08231966560153237,0.42986679130638,0.09240894247676464,21395,99525,339824,1
08_000575_000595_s5,08,595,oracle_pose,0,22.629732440412692,22.712822020714302,0.0036649753986872646,0.08419658991286923,0.43427305864439625,0.09456920371765888,21673,99525,339824,1
08_000575_000595_s5,08,595,oracle_joint,0,22.712822020714302,22.712822020714302,0.0,0.08326467743668732,0.43365514668159133,0.09342376287364984,21441,99525,339824,1
08_000600_000620_s5,08,620,raw_canonical,1,1.0,25.848347734795542,3.2522466814956,0.0,0.0,0.0,61,102186,18876,1
08_000600_000620_s5,08,620,global_median_train,1,27.440963354012354,25.848347734795542,0.05979022839933679,0.044760348777325924,0.32570911675389286,0.04933161098389212,15477,102186,331629,1
08_000600_000620_s5,08,620,oracle_depth,0,25.583333333333336,25.848347734795542,0.010305583696402998,0.059785349625290876,0.3840950432014552,0.06612451803573875,17592,102186,331783,1
08_000600_000620_s5,08,620,oracle_pose,0,26.116107385755434,25.848347734795542,0.010305583696402998,0.053258627862308255,0.3579842931937173,0.058882821521539154,16808,102186,331734,1
08_000600_000620_s5,08,620,oracle_joint,0,25.848347734795542,25.848347734795542,0.0,0.05580904958933967,0.3709658421672556,0.06164249505803143,16980,102186,331765,1
08_000625_000645_s5,08,645,raw_canonical,1,1.0,24.850083747930526,3.212861122675008,0.0,0.0,0.0,46,125767,15549,1
08_000625_000645_s5,08,645,global_median_train,1,27.440963354012354,24.850083747930526,0.09917578721992859,0.059868262965214074,0.3500702537399785,0.06735471149029555,24198,125767,341904,1
08_000625_000645_s5,08,645,oracle_depth,0,25.441134751773053,24.850083747930526,0.023506219824664498,0.07690188210026565,0.4082589453154302,0.08654893573035852,26662,125767,341904,1
08_000625_000645_s5,08,645,oracle_pose,0,24.27276410051339,24.850083747930526,0.023506219824664942,0.08271938757593848,0.414776729116777,0.09364936748113575,28396,125767,341904,1
08_000625_000645_s5,08,645,oracle_joint,0,24.850083747930526,24.850083747930526,0.0,0.0826408386122829,0.42283259943694507,0.09314844116501149,27706,125767,341904,1
08_000650_000670_s5,08,670,raw_canonical,1,1.0,25.62140436079542,3.2434281099856372,0.0,0.0,0.0,62,124059,29835,1
08_000650_000670_s5,08,670,global_median_train,1,27.440963354012354,25.62140436079542,0.06860879990929947,0.05735751564599589,0.42066862681041056,0.06227681990020877,18366,124059,341674,1
08_000650_000670_s5,08,670,oracle_depth,0,25.542885473475465,25.62140436079542,0.0030692871616135875,0.09175849437169087,0.5340757046052915,0.09974286428231728,23169,124059,341816,1
08_000650_000670_s5,08,670,oracle_pose,0,25.700164615351362,25.62140436079542,0.0030692871616131434,0.09058713471133285,0.5344283837056505,0.09834836650303484,22830,124059,341816,1
08_000650_000670_s5,08,670,oracle_joint,0,25.62140436079542,25.62140436079542,0.0,0.09191580322417837,0.5371036995272586,0.0998234710903683,23057,124059,341816,1
08_000675_000695_s5,08,695,raw_canonical,1,1.0,27.849689963903824,3.3268218339559894,0.0,0.0,0.0,78,90159,37440,1
08_000675_000695_s5,08,695,global_median_train,1,27.440963354012354,27.849689963903824,0.014784924061052696,0.1519566259727806,0.47393092341759413,0.182788185317051,34773,90159,360177,1
08_000675_000695_s5,08,695,oracle_depth,0,28.0554962646745,27.849689963903824,0.007362724082637939,0.15057270869654876,0.4928968120033138,0.17817411461972738,32591,90159,360176,1
08_000675_000695_s5,08,695,oracle_pose,0,27.64539339345612,27.849689963903824,0.007362724082637939,0.15372479141724904,0.48495139946129523,0.18371987266939518,34156,90159,360177,1
08_000675_000695_s5,08,695,oracle_joint,0,27.849689963903824,27.849689963903824,0.0,0.15291044776119403,0.49029402087757606,0.18181213190030945,33433,90159,360176,1
08_000700_000720_s5,08,720,raw_canonical,1,1.0,23.830147381341614,3.1709514757890336,0.0,0.0,0.0,76,116924,29479,1
08_000700_000720_s5,08,720,global_median_train,1,27.440963354012354,23.830147381341614,0.14108543410590313,0.05250149085088353,0.38876300040671663,0.05722520611679381,17211,116924,321444,1
08_000700_000720_s5,08,720,oracle_depth,0,23.83364839319471,23.830147381341614,0.00014690445032750077,0.10712783610794607,0.5029439218783658,0.11981286989839554,27854,116924,321444,1
08_000700_000720_s5,08,720,oracle_pose,0,23.82664688376498,23.830147381341614,0.00014690445032705668,0.10676493975166677,0.501724633515378,0.11942800451575382,27832,116924,321444,1
08_000700_000720_s5,08,720,oracle_joint,0,23.830147381341614,23.830147381341614,0.0,0.10703607124012572,0.5027296889591265,0.11971023912969109,27842,116924,321444,1
08_000725_000745_s5,08,745,raw_canonical,1,1.0,27.425448481491017,3.3114713590445772,0.0,0.0,0.0,65,140679,38684,1
08_000725_000745_s5,08,745,global_median_train,1,27.440963354012354,27.425448481491017,0.0005655508503594753,0.08675252133436773,0.406053915872647,0.09936095650381364,34424,140679,336610,1
08_000725_000745_s5,08,745,oracle_depth,0,28.461295418641395,27.425448481491017,0.03707374975066369,0.08699590791241059,0.41803008015370297,0.0989842122847049,33311,140679,336610,1
08_000725_000745_s5,08,745,oracle_pose,0,26.42730112411806,27.425448481491017,0.03707374975066369,0.07936439662535409,0.3692395654659806,0.09181185535865338,34980,140679,336610,1
08_000725_000745_s5,08,745,oracle_joint,0,27.425448481491017,27.425448481491017,0.0,0.08672256598995798,0.4059912252665834,0.09932541459635055,34417,140679,336610,1
08_000750_000770_s5,08,770,raw_canonical,1,1.0,29.31664387457404,3.3781554050702676,0.0,0.0,0.0,86,115135,63849,1
08_000750_000770_s5,08,770,global_median_train,1,27.440963354012354,29.31664387457404,0.06611849517533086,0.12858054585726622,0.48685145700071075,0.14873843748642898,35175,115135,351639,1
08_000750_000770_s5,08,770,oracle_depth,0,29.08860759493671,29.31664387457404,0.0078087991285880065,0.13159286135738424,0.5277666799840192,0.14915533938420117,32539,115135,351590,1
08_000750_000770_s5,08,770,oracle_pose,0,29.546467814368743,29.31664387457404,0.0078087991285880065,0.12111277919053892,0.5062594051163833,0.13733443349111912,31233,115135,351508,1
08_000750_000770_s5,08,770,oracle_joint,0,29.31664387457404,29.31664387457404,0.0,0.12682310607510622,0.5169293181463567,0.1438745820124202,32045,115135,351570,1
08_000775_000795_s5,08,795,raw_canonical,1,1.0,24.762158741857355,3.2093166306821495,0.0,0.0,0.0,52,88559,29297,1
08_000775_000795_s5,08,795,global_median_train,1,27.440963354012354,24.762158741857355,0.10272027921278726,0.10600453964560246,0.4055089383436702,0.12550954730744476,27410,88559,348911,1
08_000775_000795_s5,08,795,oracle_depth,0,24.837980406932935,24.762158741857355,0.0030573190090512625,0.1032007829774894,0.3432498417578443,0.1285922379430662,33177,88559,348911,1
08_000775_000795_s5,08,795,oracle_pose,0,24.686568533800457,24.762158741857355,0.0030573190090508184,0.10158127767235926,0.3370611339309807,0.1269436195078987,33353,88559,348911,1
08_000775_000795_s5,08,795,oracle_joint,0,24.762158741857355,24.762158741857355,0.0,0.10243505023988413,0.34056640683781264,0.12777922063257263,33227,88559,348911,1
08_000800_000820_s5,08,820,raw_canonical,1,1.0,22.883494594140835,3.1304158906065824,0.0,0.0,0.0,46,97648,14436,1
08_000800_000820_s5,08,820,global_median_train,1,27.440963354012354,22.883494594140835,0.18162101928835428,0.04049118268114977,0.3625138380311675,0.04359536293626085,11743,97648,323086,1
08_000800_000820_s5,08,820,oracle_depth,0,22.961937716262977,22.883494594140835,0.0034220725913205463,0.10375375519488622,0.6230188461760129,0.11070375225299034,17351,97648,323094,1
08_000800_000820_s5,08,820,oracle_pose,0,22.8053194512931,22.883494594140835,0.0034220725913205463,0.10665298213977402,0.6273060648801129,0.11386817958381124,17725,97648,323094,1
08_000800_000820_s5,08,820,oracle_joint,0,22.883494594140835,22.883494594140835,0.0,0.10552223768171569,0.6261102254611706,0.11261879403572014,17564,97648,323094,1
08_000825_000845_s5,08,845,raw_canonical,1,1.0,26.273529820168584,3.2685619616359416,0.0,0.0,0.0,55,93828,20908,1
08_000825_000845_s5,08,845,global_median_train,1,27.440963354012354,26.273529820168584,0.043474948258995116,0.07989930251653478,0.34250019339367216,0.09437481348851089,25854,93828,351893,1
08_000825_000845_s5,08,845,oracle_depth,0,26.007315288953908,26.273529820168584,0.010184105920534758,0.09753805675624883,0.3782798833819242,0.11615935541629364,28812,93828,351899,1
