clip_id,condition,corrector,band,tp,fp,fn,precision,recall,iou,n_pred_occupied
08_000025_000045_s5,M2,raw,10-20m,1086,10980,21258,0.09000497265042268,0.048603651987110634,0.0325891249549874,12066
08_000025_000045_s5,M2,raw,20-30m,24,4871,19768,0.004902962206332993,0.0012126111560226355,0.0009731176255929935,4895
08_000025_000045_s5,M2,raw,30-40m,0,609,8463,0.0,0.0,0.0,609
08_000025_000045_s5,M2,dilate_r2,0-10m,4695,9921,3057,0.32122331691297207,0.6056501547987616,0.2656594805635715,14616
08_000025_000045_s5,M2,dilate_r2,10-20m,7934,46800,14410,0.14495560346402603,0.35508413891872537,0.11474603725558255,54734
08_000025_000045_s5,M2,dilate_r2,20-30m,1585,32152,18207,0.04698105937101699,0.08008286176232822,0.030513630063144927,33737
08_000025_000045_s5,M2,dilate_r2,30-40m,56,8997,8407,0.006185794764166574,0.006617038875103391,0.0032073310423825887,9053
08_000025_000045_s5,OR,raw,0-10m,2476,631,5276,0.7969102027679433,0.3194014447884417,0.29535965644757245,3107
08_000025_000045_s5,OR,raw,10-20m,4453,4323,17891,0.5074065633546034,0.19929287504475474,0.16698541268234146,8776
08_000025_000045_s5,OR,raw,20-30m,1076,7061,18716,0.13223546761705787,0.05436540016168149,0.040070010799538223,8137
08_000025_000045_s5,OR,raw,30-40m,16,1974,8447,0.008040201005025126,0.001890582535743826,0.001533007569224873,1990
08_000025_000045_s5,OR,dilate_r2,0-10m,4950,7098,2802,0.4108565737051793,0.6385448916408669,0.3333333333333333,12048
08_000025_000045_s5,OR,dilate_r2,10-20m,9841,29487,12503,0.25022884458909683,0.4404314357321876,0.18986706797090544,39328
08_000025_000045_s5,OR,dilate_r2,20-30m,4781,37755,15011,0.11239890915930036,0.24156224737267584,0.08307991728500183,42536
08_000025_000045_s5,OR,dilate_r2,30-40m,620,17210,7843,0.034772854739203586,0.07326007326007326,0.024149885093288668,17830
08_000050_000070_s5,M0,raw,0-10m,3026,752,4838,0.8009528851244044,0.3847914547304171,0.3512070566388115,3778
08_000050_000070_s5,M0,raw,10-20m,7487,8249,20104,0.47578800203355365,0.2713566017904389,0.20890066964285714,15736
08_000050_000070_s5,M0,raw,20-30m,4318,1144,25017,0.7905529110216039,0.14719618203511164,0.14167131467567834,5462
08_000050_000070_s5,M0,raw,30-40m,1520,89,32493,0.944686140459913,0.0446887954605592,0.04457216585537505,1609
08_000050_000070_s5,M0,dilate_r2,0-10m,4924,10219,2940,0.325166743709965,0.626144455747711,0.2722999502294973,15143
08_000050_000070_s5,M0,dilate_r2,10-20m,14919,51454,12672,0.22477513446732858,0.5407197999347614,0.18874059080270733,66373
08_000050_000070_s5,M0,dilate_r2,20-30m,17249,26486,12086,0.3943980793414885,0.5880006817794443,0.3090055713799466,43735
08_000050_000070_s5,M0,dilate_r2,30-40m,11683,10187,22330,0.5342021033379059,0.3434863140563902,0.2643212669683258,21870
08_000050_000070_s5,M1,raw,0-10m,1849,2163,6015,0.46086739780658026,0.23512207527975584,0.18440211429141318,4012
08_000050_000070_s5,M1,raw,10-20m,4578,11291,23013,0.28848698720776356,0.16592367076220507,0.11774085695180289,15869
08_000050_000070_s5,M1,raw,20-30m,2707,2569,26628,0.5130780894617134,0.09227884779273905,0.08484829488465397,5276
08_000050_000070_s5,M1,raw,30-40m,837,488,33176,0.6316981132075472,0.024608238026636874,0.024260166371989217,1325
08_000050_000070_s5,M1,dilate_r2,0-10m,5001,13013,2863,0.27761740868213614,0.6359359104781281,0.2395459117689323,18014
08_000050_000070_s5,M1,dilate_r2,10-20m,14260,59062,13331,0.19448460216578925,0.5168351998840202,0.1645644120803665,73322
08_000050_000070_s5,M1,dilate_r2,20-30m,17122,29565,12213,0.3667402060530769,0.5836713823078234,0.2906960950764007,46687
08_000050_000070_s5,M1,dilate_r2,30-40m,9604,11985,24409,0.44485617675668165,0.28236262605474377,0.20879168659506936,21589
08_000050_000070_s5,M2,raw,0-10m,167,4246,7697,0.03784273736687061,0.021236012207527976,0.01379025598678778,4413
08_000050_000070_s5,M2,raw,10-20m,249,12657,27342,0.019293351929335192,0.009024681961509188,0.006186642814549791,12906
08_000050_000070_s5,M2,raw,20-30m,128,5527,29207,0.022634836427939876,0.0043633884438384184,0.003671619528426367,5655
08_000050_000070_s5,M2,raw,30-40m,56,342,33957,0.1407035175879397,0.0016464293064416546,0.0016300392955901615,398
08_000050_000070_s5,M2,dilate_r2,0-10m,4758,17708,3106,0.21178669990207424,0.6050356052899288,0.18606288127639606,22466
08_000050_000070_s5,M2,dilate_r2,10-20m,12291,58900,15300,0.17264822800634913,0.4454713493530499,0.14210727127678024,71191
08_000050_000070_s5,M2,dilate_r2,20-30m,11445,41637,17890,0.21560981123544704,0.39014828702914606,0.16126077889872062,53082
08_000050_000070_s5,M2,dilate_r2,30-40m,2171,6100,31842,0.26248337564986096,0.06382853614794343,0.054122105053224644,8271
08_000050_000070_s5,OR,raw,0-10m,2555,574,5309,0.8165548098434005,0.32489827060020343,0.3027968712965158,3129
08_000050_000070_s5,OR,raw,10-20m,6695,7266,20896,0.4795501754888618,0.2426515892863615,0.1920704593051611,13961
08_000050_000070_s5,OR,raw,20-30m,4440,1598,24895,0.7353428287512421,0.15135503664564515,0.14353602948307634,6038
08_000050_000070_s5,OR,raw,30-40m,1544,49,32469,0.9692404268675455,0.04539440802046277,0.04532910574834126,1593
08_000050_000070_s5,OR,dilate_r2,0-10m,4864,9113,3000,0.3480002861844459,0.6185147507629705,0.28650527183836955,13977
08_000050_000070_s5,OR,dilate_r2,10-20m,14368,45150,13223,0.24140596122181526,0.5207495197709398,0.19752271758705545,59518
08_000050_000070_s5,OR,dilate_r2,20-30m,16560,27675,12775,0.3743641912512716,0.5645133799215953,0.29047535520084194,44235
08_000050_000070_s5,OR,dilate_r2,30-40m,12254,8366,21759,0.5942774005819592,0.3602740128774292,0.2891526463578659,20620
08_000075_000095_s5,M0,raw,0-10m,856,5636,6145,0.13185459026494148,0.12226824739322954,0.06773759594840548,6492
08_000075_000095_s5,M0,raw,10-20m,662,17608,18778,0.036234263820470715,0.03405349794238683,0.01786871086158497,18270
08_000075_000095_s5,M0,raw,20-30m,280,3788,25382,0.0688298918387414,0.010911074740861976,0.009507640067911714,4068
08_000075_000095_s5,M0,raw,30-40m,8,642,18874,0.012307692307692308,0.00042368393178688696,0.0004097520999795124,650
08_000075_000095_s5,M0,dilate_r2,0-10m,6829,26759,172,0.2033166607121591,0.975432081131267,0.2022808056872038,33588
08_000075_000095_s5,M0,dilate_r2,10-20m,12179,79814,7261,0.13239050797343277,0.6264917695473251,0.12270538215084531,91993
08_000075_000095_s5,M0,dilate_r2,20-30m,9346,32376,16316,0.22400651934231341,0.36419608760034294,0.1610324270305662,41722
08_000075_000095_s5,M0,dilate_r2,30-40m,3414,10438,15468,0.24646260467802483,0.18080711789005402,0.11643929058663029,13852
08_000075_000095_s5,M1,raw,0-10m,3810,2781,3191,0.5780609922621757,0.5442079702899586,0.38949090165610306,6591
08_000075_000095_s5,M1,raw,10-20m,4894,14885,14546,0.2474341473279741,0.25174897119341566,0.1425782957028405,19779
08_000075_000095_s5,M1,raw,20-30m,1845,4092,23817,0.31076301162203135,0.07189618891746552,0.062008469449485785,5937
08_000075_000095_s5,M1,raw,30-40m,390,899,18492,0.30256012412723043,0.02065459167461074,0.01971588898437895,1289
08_000075_000095_s5,M1,dilate_r2,0-10m,6784,22891,217,0.2286099410278012,0.9690044279388659,0.22695035460992907,29675
08_000075_000095_s5,M1,dilate_r2,10-20m,16196,78536,3244,0.17096651606637672,0.8331275720164609,0.16530578917285865,94732
08_000075_000095_s5,M1,dilate_r2,20-30m,13081,38471,12581,0.2537437926753569,0.5097420310186268,0.20396675658397392,51552
08_000075_000095_s5,M1,dilate_r2,30-40m,7352,13333,11530,0.3554266376601402,0.3893655333121491,0.22821666925345335,20685
08_000075_000095_s5,M2,raw,0-10m,430,6494,6571,0.062102830733679955,0.061419797171832595,0.0318636532048907,6924
08_000075_000095_s5,M2,raw,10-20m,321,16710,19119,0.01884798308966003,0.016512345679012344,0.008879668049792531,17031
08_000075_000095_s5,M2,raw,20-30m,189,3525,25473,0.05088852988691438,0.007364975450081833,0.0064754856614246065,3714
08_000075_000095_s5,M2,raw,30-40m,4,457,18878,0.008676789587852495,0.00021184196589344348,0.00020683592740058948,461
08_000075_000095_s5,M2,dilate_r2,0-10m,6789,28176,212,0.19416559416559417,0.9697186116269104,0.1929954231458055,34965
08_000075_000095_s5,M2,dilate_r2,10-20m,10602,78264,8838,0.11930322057929917,0.5453703703703704,0.1085114222549742,88866
08_000075_000095_s5,M2,dilate_r2,20-30m,8088,29939,17574,0.2126909827228022,0.31517418751461307,0.1454650096221291,38027
08_000075_000095_s5,M2,dilate_r2,30-40m,2299,8625,16583,0.21045404613694618,0.12175616989725664,0.08357872541534882,10924
08_000075_000095_s5,OR,raw,0-10m,3374,2165,3627,0.609135222964434,0.4819311526924725,0.36809949814531967,5539
08_000075_000095_s5,OR,raw,10-20m,6988,11288,12452,0.3823593784197855,0.35946502057613167,0.22741473574589952,18276
08_000075_000095_s5,OR,raw,20-30m,3289,5254,22373,0.3849935619805689,0.1281661600810537,0.10638504334325269,8543
08_000075_000095_s5,OR,raw,30-40m,1158,591,17724,0.6620926243567753,0.06132824912615189,0.059466954244338316,1749
08_000075_000095_s5,OR,dilate_r2,0-10m,6750,20048,251,0.25188446899022315,0.9641479788601628,0.24954711819290917,26798
08_000075_000095_s5,OR,dilate_r2,10-20m,17461,69908,1979,0.19985349494672022,0.8981995884773663,0.19542687021533778,87369
08_000075_000095_s5,OR,dilate_r2,20-30m,16099,44576,9563,0.2653316852080758,0.6273478294754891,0.22920641248327117,60675
08_000075_000095_s5,OR,dilate_r2,30-40m,9776,13571,9106,0.4187261746691224,0.5177417646435759,0.30123563306936185,23347
08_000100_000120_s5,M0,raw,0-10m,403,7079,5971,0.053862603581929965,0.06322560401631629,0.029956143611090464,7482
08_000100_000120_s5,M0,raw,10-20m,1298,10965,21734,0.10584685639729267,0.05635637374088225,0.0381798393975939,12263
08_000100_000120_s5,M0,raw,20-30m,532,7622,25597,0.06524405199901889,0.02036051896360366,0.015762495926046637,8154
08_000100_000120_s5,M0,raw,30-40m,149,3437,31978,0.04155047406581149,0.004637843558377689,0.0041896299628838155,3586
08_000100_000120_s5,M0,dilate_r2,0-10m,5872,32430,502,0.1533079212573756,0.9212425478506432,0.15132460571075146,38302
08_000100_000120_s5,M0,dilate_r2,10-20m,12139,50177,10893,0.19479748379228448,0.5270493226814866,0.16581294649564945,62316
08_000100_000120_s5,M0,dilate_r2,20-30m,8371,39271,17758,0.17570630955879266,0.32037200045925984,0.12799694189602445,47642
08_000100_000120_s5,M0,dilate_r2,30-40m,5172,30847,26955,0.1435908825897443,0.16098608646932486,0.08212913265792232,36019
08_000100_000120_s5,M1,raw,0-10m,4091,1782,2283,0.6965775583177252,0.6418261688107938,0.5015939185875429,5873
08_000100_000120_s5,M1,raw,10-20m,6085,6439,16947,0.48586713510060686,0.2641976380687739,0.20647416103966612,12524
08_000100_000120_s5,M1,raw,20-30m,2481,3780,23648,0.3962625778629612,0.09495196907650504,0.08295161991373834,6261
08_000100_000120_s5,M1,raw,30-40m,1262,4205,30865,0.230839582952259,0.03928160114545398,0.03473521964108774,5467
08_000100_000120_s5,M1,dilate_r2,0-10m,6237,20884,137,0.229969396408687,0.97850643238155,0.2288135593220339,27121
08_000100_000120_s5,M1,dilate_r2,10-20m,18922,49219,4110,0.27768890976064337,0.8215526224383467,0.26189256896098323,68141
08_000100_000120_s5,M1,dilate_r2,20-30m,15026,31100,11103,0.32575987512465854,0.5750698457652417,0.2625591920180328,46126
08_000100_000120_s5,M1,dilate_r2,30-40m,11432,27136,20695,0.29641153287699645,0.3558377688548573,0.19290282300929754,38568
08_000100_000120_s5,M2,raw,0-10m,677,6652,5697,0.09237276572520126,0.10621273925321618,0.05197297712267772,7329
08_000100_000120_s5,M2,raw,10-20m,1725,11384,21307,0.13158898466702265,0.07489579715178882,0.05012203626220363,13109
08_000100_000120_s5,M2,raw,20-30m,941,7472,25188,0.1118507072387971,0.03601362470817865,0.028005118895270974,8413
08_000100_000120_s5,M2,raw,30-40m,292,2625,31835,0.10010284538909839,0.00908892831574688,0.008402394106813996,2917
08_000100_000120_s5,M2,dilate_r2,0-10m,6004,30232,370,0.16569157743680318,0.9419516786946972,0.1640168278424302,36236
08_000100_000120_s5,M2,dilate_r2,10-20m,12991,52506,10041,0.19834496236468846,0.5640413337964572,0.17197966586353888,65497
08_000100_000120_s5,M2,dilate_r2,20-30m,9439,39460,16690,0.19303053232172437,0.361246124995216,0.14391132659439845,48899
08_000100_000120_s5,M2,dilate_r2,30-40m,5806,28007,26321,0.17170910596516134,0.1807202664425561,0.09655103601955632,33813
08_000100_000120_s5,OR,raw,0-10m,1637,1836,4737,0.47135041750647855,0.25682459993724505,0.19939098660170523,3473
08_000100_000120_s5,OR,raw,10-20m,3486,5870,19546,0.37259512612227447,0.1513546370267454,0.12061449034668881,9356
08_000100_000120_s5,OR,raw,20-30m,1735,4089,24394,0.2979052197802198,0.06640131654483523,0.05741610960354755,5824
08_000100_000120_s5,OR,raw,30-40m,831,5248,31296,0.13670011515051816,0.02586609393967691,0.022234113712374583,6079
08_000100_000120_s5,OR,dilate_r2,0-10m,5864,18193,510,0.24375441659392277,0.9199874490116097,0.23869418325395855,24057
08_000100_000120_s5,OR,dilate_r2,10-20m,17995,43832,5037,0.29105407022821744,0.7813042723167767,0.26912837999521416,61827
08_000100_000120_s5,OR,dilate_r2,20-30m,15597,30076,10532,0.3414927856720601,0.5969229591641472,0.277502001601281,45673
08_000100_000120_s5,OR,dilate_r2,30-40m,11968,31653,20159,0.2743632653996928,0.37252155507828305,0.1876450297899028,43621
08_000125_000145_s5,M0,raw,0-10m,2051,8258,8396,0.1989523717140363,0.19632430362783573,0.10964982624966586,10309
08_000125_000145_s5,M0,raw,10-20m,2214,13527,28057,0.14065180102915953,0.07313930824881901,0.050550253436229965,15741
08_000125_000145_s5,M0,raw,20-30m,1683,9116,43452,0.1558477636818224,0.03728813559322034,0.031022469631896185,10799
08_000125_000145_s5,M0,raw,30-40m,130,368,42735,0.26104417670682734,0.003032777324157238,0.0030069622741886984,498
08_000125_000145_s5,M0,dilate_r2,0-10m,8893,40717,1554,0.17925821406974402,0.8512491624389777,0.1738136189508248,49610
08_000125_000145_s5,M0,dilate_r2,10-20m,15841,75341,14430,0.17372946414862583,0.5233061345842556,0.14999242510320798,91182
08_000125_000145_s5,M0,dilate_r2,20-30m,13131,44743,32004,0.22688944949372775,0.2909272183449651,0.14609804401522064,57874
08_000125_000145_s5,M0,dilate_r2,30-40m,4922,6469,37943,0.4320955140022825,0.11482561530386096,0.09976892204159403,11391
08_000125_000145_s5,M1,raw,0-10m,4855,5583,5592,0.4651274190457942,0.46472671580358,0.30286961946350593,10438
08_000125_000145_s5,M1,raw,10-20m,5444,9848,24827,0.35600313889615487,0.17984209309239865,0.13569630349709613,15292
08_000125_000145_s5,M1,raw,20-30m,4093,9324,41042,0.30506074383245135,0.09068350504043425,0.07515745790411135,13417
08_000125_000145_s5,M1,raw,30-40m,831,760,42034,0.5223130106851037,0.01938644581826665,0.0190487106017192,1591
08_000125_000145_s5,M1,dilate_r2,0-10m,9121,37317,1326,0.1964124208622249,0.873073609648703,0.19095971861653127,46438
08_000125_000145_s5,M1,dilate_r2,10-20m,18922,75543,11349,0.20030699200762186,0.6250867166595091,0.17882321809968435,94465
08_000125_000145_s5,M1,dilate_r2,20-30m,18955,46562,26180,0.28931422378924554,0.4199623352165725,0.20671341483363687,65517
08_000125_000145_s5,M1,dilate_r2,30-40m,7685,12471,35180,0.3812760468346894,0.1792837979703721,0.13887884921208615,20156
08_000125_000145_s5,M2,raw,0-10m,1054,9046,9393,0.10435643564356435,0.10089020771513353,0.05407069204329759,10100
08_000125_000145_s5,M2,raw,10-20m,776,14396,29495,0.05114684945953071,0.025635096296785703,0.01737300467906956,15172
08_000125_000145_s5,M2,raw,20-30m,368,8410,44767,0.04192298929141034,0.008153317824304862,0.006872723877112709,8778
08_000125_000145_s5,M2,raw,30-40m,13,249,42852,0.04961832061068702,0.0003032777324157238,0.00030152618638957184,262
08_000125_000145_s5,M2,dilate_r2,0-10m,8623,42681,1824,0.16807656323093717,0.8254044223221978,0.1623061285950911,51304
08_000125_000145_s5,M2,dilate_r2,10-20m,12130,71692,18141,0.14471141227839945,0.40071355422681776,0.1189647224973765,83822
08_000125_000145_s5,M2,dilate_r2,20-30m,8069,40243,37066,0.16701854611690678,0.17877478675085853,0.09450912413033803,48312
08_000125_000145_s5,M2,dilate_r2,30-40m,2239,5063,40626,0.306628321007943,0.0522337571445235,0.04671590719412452,7302
08_000125_000145_s5,OR,raw,0-10m,4818,5285,5629,0.4768880530535485,0.4611850291949842,0.30625476735316554,10103
08_000125_000145_s5,OR,raw,10-20m,5872,9679,24399,0.37759629605813133,0.19398103795712068,0.1469837296620776,15551
08_000125_000145_s5,OR,raw,20-30m,4104,8147,41031,0.33499306179087424,0.0909272183449651,0.07702413573064074,12251
08_000125_000145_s5,OR,raw,30-40m,1020,2187,41845,0.31805425631431244,0.023795637466464483,0.022640504306135133,3207
08_000125_000145_s5,OR,dilate_r2,0-10m,9108,36076,1339,0.2015757790368272,0.8718292332727099,0.19577413322442663,45184
08_000125_000145_s5,OR,dilate_r2,10-20m,19677,76449,10594,0.20470008114349916,0.650028079680222,0.18437968515742129,96126
08_000125_000145_s5,OR,dilate_r2,20-30m,19327,44320,25808,0.3036592455261049,0.42820427606070677,0.21605276395953274,63647
08_000125_000145_s5,OR,dilate_r2,30-40m,8491,17480,34374,0.326941588695083,0.19808701738014697,0.1407075979782915,25971
08_000150_000170_s5,M0,raw,0-10m,2635,2998,8833,0.46777915853009056,0.2297697942099756,0.18215125120973316,5633
08_000150_000170_s5,M0,raw,10-20m,3959,5784,33731,0.4063430154983065,0.10504112496683471,0.09106592446059714,9743
08_000150_000170_s5,M0,raw,20-30m,2893,4237,49233,0.40575035063113607,0.05550013428998964,0.05132799886450331,7130
08_000150_000170_s5,M0,raw,30-40m,873,792,31465,0.5243243243243243,0.026996103655142555,0.026350739511017206,1665
08_000150_000170_s5,M0,dilate_r2,0-10m,9569,23065,1899,0.2932217932217932,0.8344087896756192,0.277097269278661,32634
08_000150_000170_s5,M0,dilate_r2,10-20m,25942,43099,11748,0.375747744094089,0.68829928362961,0.3211080716434168,69041
08_000150_000170_s5,M0,dilate_r2,20-30m,22619,31068,29507,0.4213124220016019,0.43392932509688065,0.271882587686612,53687
08_000150_000170_s5,M0,dilate_r2,30-40m,11330,10016,21008,0.5307786002061277,0.3503618034510483,0.2675072012088587,21346
08_000150_000170_s5,M1,raw,0-10m,604,2081,10864,0.22495344506517692,0.05266829438437391,0.0445789357148129,2685
08_000150_000170_s5,M1,raw,10-20m,1707,5392,35983,0.24045640231018453,0.045290527991509684,0.039622115964904135,7099
08_000150_000170_s5,M1,raw,20-30m,1731,4745,50395,0.2672946263125386,0.03320799600966888,0.030437305480825023,6476
08_000150_000170_s5,M1,raw,30-40m,424,997,31914,0.2983814215341309,0.0131115096790154,0.01271936403179841,1421
08_000150_000170_s5,M1,dilate_r2,0-10m,5961,16930,5507,0.26040802061945745,0.5197942099755842,0.20990914853158674,22891
08_000150_000170_s5,M1,dilate_r2,10-20m,22026,36766,15664,0.37464280854538035,0.58439904483948,0.29582572257440637,58792
08_000150_000170_s5,M1,dilate_r2,20-30m,21609,29264,30517,0.4247636270713345,0.41455319802018187,0.2654994471065241,50873
08_000150_000170_s5,M1,dilate_r2,30-40m,12054,9590,20284,0.556921086675291,0.3727503246954048,0.2874928448769319,21644
08_000150_000170_s5,M2,raw,0-10m,3858,3888,7610,0.49806351665375675,0.336414370422044,0.2512373013805679,7746
08_000150_000170_s5,M2,raw,10-20m,6831,6298,30859,0.5202985756721761,0.1812417086760414,0.15529235245976175,13129
08_000150_000170_s5,M2,raw,20-30m,2532,3805,49594,0.3995581505444217,0.04857460768138741,0.045270064901396366,6337
08_000150_000170_s5,M2,raw,30-40m,715,1713,31623,0.29448105436573313,0.022110210897396253,0.020997914892367332,2428
08_000150_000170_s5,M2,dilate_r2,0-10m,9933,29183,1535,0.25393700787401574,0.8661492849668643,0.24434823251580526,39116
08_000150_000170_s5,M2,dilate_r2,10-20m,26443,47990,11247,0.35525909206937784,0.7015919342000531,0.308625116713352,74433
08_000150_000170_s5,M2,dilate_r2,20-30m,20596,30457,31530,0.4034238928172683,0.39511951809078005,0.24939757577225338,51053
08_000150_000170_s5,M2,dilate_r2,30-40m,8109,14257,24229,0.36255924170616116,0.2507576226111695,0.17403154844940444,22366
08_000150_000170_s5,OR,raw,0-10m,519,1939,10949,0.2111472742066721,0.04525636553889083,0.03871112105616469,2458
08_000150_000170_s5,OR,raw,10-20m,1484,5056,36206,0.22691131498470948,0.039373839214645795,0.034716698638469094,6540
08_000150_000170_s5,OR,raw,20-30m,1459,4672,50667,0.23797096721578861,0.02798987069792426,0.025687524208598895,6131
08_000150_000170_s5,OR,raw,30-40m,555,1175,31783,0.3208092485549133,0.017162471395881007,0.016560737624205533,1730
08_000150_000170_s5,OR,dilate_r2,0-10m,4516,16113,6952,0.2189151194919773,0.3937914196023718,0.16373590515209746,20629
08_000150_000170_s5,OR,dilate_r2,10-20m,18717,34311,18973,0.35296447159990946,0.49660387370655346,0.2599547228510715,53028
