clip_id,frame,n_valid,s_frame,mad_log,moge_mask_fraction,lingbot_conf_fraction,fov_x_deg
scene-0003_CAM_FRONT_c1ab33c3_57a79294,1,68004,20.301334183874527,0.03921855678659525,0.8857786357786358,0.45087069576865496,65.59388732910156
scene-0003_CAM_FRONT_c1ab33c3_57a79294,2,64974,19.719724726856196,0.03026032421599334,0.8764675754471672,0.4266409266409266,66.34416961669922
scene-0003_CAM_FRONT_c1ab33c3_57a79294,3,63313,19.622879590896193,0.02145557455114,0.869408767367951,0.4157539463661913,66.92949676513672
scene-0003_CAM_FRONT_c1ab33c3_57a79294,4,61825,20.093815064003703,0.025514388558044665,0.8595986657211147,0.40596354371864574,65.26761627197266
scene-0003_CAM_FRONT_3be45164_1b5a6659,0,72101,23.682812948736352,0.022868976449438527,0.8577929241194547,0.47571770020749615,67.32171630859375
scene-0003_CAM_FRONT_3be45164_1b5a6659,1,72292,24.114226174406046,0.021075636251003615,0.8618312189740761,0.47720825782050275,65.00141906738281
scene-0003_CAM_FRONT_3be45164_1b5a6659,2,70876,23.28495946621941,0.02018700892450198,0.8643526908833031,0.46708953851810997,67.51917266845703
scene-0003_CAM_FRONT_3be45164_1b5a6659,3,69212,24.61671016208645,0.02688716544315195,0.8667625351298821,0.4579623355133559,66.12344360351562
scene-0003_CAM_FRONT_3be45164_1b5a6659,4,69400,23.04168260125292,0.026590826774917975,0.8668807291256271,0.4568985895516508,70.99359893798828
scene-0003_CAM_FRONT_b214d0d4_20684b77,0,100074,20.72222094566994,0.025433660804585756,0.8776363827384236,0.6851968586662465,69.49299621582031
scene-0003_CAM_FRONT_b214d0d4_20684b77,1,99797,22.446646634615387,0.03184750461981256,0.8812478659417435,0.6820187534473249,66.12549591064453
scene-0003_CAM_FRONT_b214d0d4_20684b77,2,103560,21.29705084954108,0.041969041904887705,0.8881884800252147,0.7083431828329787,69.38240814208984
scene-0003_CAM_FRONT_b214d0d4_20684b77,3,101731,20.676069196428568,0.039251099581296245,0.8955296404275996,0.6893008168518373,70.38568115234375
scene-0003_CAM_FRONT_b214d0d4_20684b77,4,103446,20.72794525834055,0.03734475787656555,0.9027460405011425,0.7024728810443096,69.92794799804688
scene-0012_CAM_FRONT_88a090c5_20a871df,0,117961,18.720846833193985,0.0407556665656954,0.9633795603183358,0.7811638168781025,71.16226196289062
scene-0012_CAM_FRONT_88a090c5_20a871df,1,122382,19.961620683429622,0.0402897123106718,0.9593609644630052,0.8110078008037191,70.47663116455078
scene-0012_CAM_FRONT_88a090c5_20a871df,2,114603,18.547548415492955,0.035415324264319814,0.9523481207154677,0.7602697449636225,72.14606475830078
scene-0012_CAM_FRONT_88a090c5_20a871df,3,109144,17.681750049550743,0.04442877631988873,0.9448887663173378,0.7244766632521734,74.91959381103516
scene-0012_CAM_FRONT_88a090c5_20a871df,4,107696,17.973537911442005,0.06435564937957716,0.9343891996953222,0.7141478212906784,75.5580062866211
scene-0012_CAM_FRONT_c51b9abd_745713b3,0,112503,19.178954957323107,0.07046155577776991,0.9195295878969348,0.7452262758385207,73.01741027832031
scene-0012_CAM_FRONT_c51b9abd_745713b3,1,109057,21.757131419143747,0.058786100605741964,0.9095224962571902,0.7257111338743992,70.70574188232422
scene-0012_CAM_FRONT_c51b9abd_745713b3,2,109688,21.325502710117764,0.0419742756270538,0.9014393402148504,0.736781971475849,71.71068572998047
scene-0012_CAM_FRONT_c51b9abd_745713b3,3,104933,21.324468696913936,0.04702644590307026,0.8873020250571271,0.7056903842618129,72.23704528808594
scene-0012_CAM_FRONT_c51b9abd_745713b3,4,103666,19.76753726464435,0.050891398118206865,0.8918656265595041,0.6849276390092717,73.38776397705078
scene-0012_CAM_FRONT_d34f2eec_5254163f,0,101240,20.869601117886177,0.042065541378243365,0.9063246920389778,0.6734562550889082,69.02000427246094
scene-0012_CAM_FRONT_d34f2eec_5254163f,1,102691,21.50199859056741,0.04638510999461776,0.8993775116224095,0.6809878391511045,68.84625244140625
scene-0012_CAM_FRONT_d34f2eec_5254163f,2,105648,20.578401401321397,0.037713416664379995,0.8948073437869356,0.7045347096367505,68.12934875488281
scene-0012_CAM_FRONT_d34f2eec_5254163f,3,105344,20.491528532608697,0.029038157836531298,0.8732041078979854,0.703996270322801,67.05595397949219
scene-0012_CAM_FRONT_d34f2eec_5254163f,4,90184,20.29554054264047,0.033053036919657774,0.8601502377012581,0.5970504031728522,70.00563049316406
scene-0012_CAM_FRONT_62697033_a2d86049,0,96938,21.273766521057354,0.05514366543432048,0.8479237254747459,0.6494169096209913,73.96754455566406
scene-0012_CAM_FRONT_62697033_a2d86049,1,99914,21.51081162978617,0.038684945201259646,0.8508063457043049,0.67310823943477,72.8659439086914
scene-0012_CAM_FRONT_62697033_a2d86049,2,92056,20.768132846247298,0.04681923886590256,0.839866834764794,0.6274853570771938,74.19699096679688
scene-0012_CAM_FRONT_62697033_a2d86049,3,82888,19.88120854959631,0.037090933135939474,0.8426969243295774,0.5553344890079583,78.47087860107422
scene-0012_CAM_FRONT_62697033_a2d86049,4,76760,19.742942027162975,0.042449430552840006,0.8412982953799281,0.515503112441888,77.44737243652344
scene-0012_CAM_FRONT_114d8a1f_b76ef036,0,89849,21.88493239429392,0.04082197249151731,0.8467746171827805,0.6093425787303338,76.71598052978516
scene-0012_CAM_FRONT_114d8a1f_b76ef036,1,93458,21.061340465005443,0.043330582038670684,0.8510230346965041,0.6398891602973236,78.27368927001953
